"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Micronecta (Micronecta) minutissima","NHMSYS0020309457","01","03","30","11","Adult"
"Saldula opacula","NHMSYS0020309795","01","04","30","09","Adult"
"Salda muelleri","NHMSYS0020309785","01","06","30","09","Adult"
"Micronecta (Micronecta) poweri","NHMSYS0020309458","01","03","30","11","Adult"
"Micronecta (Dichaetonecta) scholtzi","NHMSYS0020309454","01","03","30","11","Adult"
"Salda morio","NHMSYS0020309784","01","06","30","09","Adult"
"Micronecta (Micronecta) griseola","NHMSYS0020309456","01","03","30","11","Adult"
"Naucoris maculatus","NHMSYS0000583218","01","09","30","09","Adult"
"Macrosaldula scotica","NHMSYS0020309408","01","06","31","10","Adult"
