"TVK","GRIDREF"
"NBNSYS0000005621","NH28"
"NBNSYS0000005621","NH27"
"NBNSYS0000005621","NH26"
"NBNSYS0000005621","NH25"
"NBNSYS0000005621","NH24"
"NBNSYS0000005621","NH23"
"NBNSYS0000005621","NH22"
"NBNSYS0000005621","NH21"
"NBNSYS0000005621","NH20"
"NBNSYS0000005621","NH19"
"NBNSYS0000005621","NH18"
"NBNSYS0000005621","NH17"
"NBNSYS0000005621","NH15"
"NBNSYS0000005621","NH14"
"NBNSYS0000005621","NH12"
"NBNSYS0000005621","NH11"
"NBNSYS0000005621","NH10"
"NBNSYS0000005621","NH08"
"NBNSYS0000005621","NH06"
"NBNSYS0000005621","NH05"
"NBNSYS0000005621","NH03"
"NBNSYS0000005621","NH02"
"NBNSYS0000005621","NH01"
"NBNSYS0000005621","NH00"
"NBNSYS0000005621","NG99"
"NBNSYS0000005621","NG98"
"NBNSYS0000005621","NG97"
"NBNSYS0000005621","NG96"
"NBNSYS0000005621","NG95"
"NBNSYS0000005621","NG94"
"NBNSYS0000005621","NG93"
"NBNSYS0000005621","NG92"
"NBNSYS0000005621","NG91"
"NBNSYS0000005621","NG90"
"NBNSYS0000005621","NG89"
"NBNSYS0000005621","NG88"
"NBNSYS0000005621","NG87"
"NBNSYS0000005621","NG86"
"NBNSYS0000005621","NG85"
"NBNSYS0000005621","NG84"
"NBNSYS0000005621","NG83"
"NBNSYS0000005621","NG82"
"NBNSYS0000005621","NG80"
"NBNSYS0000005621","NG78"
"NBNSYS0000005621","NG75"
"NBNSYS0000005621","NG74"
"NBNSYS0000005621","NG73"
"NBNSYS0000005621","NG72"
"NBNSYS0000005621","NG71"
"NBNSYS0000005621","NG70"
"NBNSYS0000005621","NG65"
"NBNSYS0000005621","NG62"
"NBNSYS0000005621","NG61"
"NBNSYS0000005621","NG60"
"NBNSYS0000005621","NG54"
"NBNSYS0000005621","NG53"
"NBNSYS0000005621","NG52"
"NBNSYS0000005621","NG51"
"NBNSYS0000005621","NG50"
"NBNSYS0000005621","NG46"
"NBNSYS0000005621","NG45"
"NBNSYS0000005621","NG44"
"NBNSYS0000005621","NG43"
"NBNSYS0000005621","NG42"
"NBNSYS0000005621","NG41"
"NBNSYS0000005621","NG36"
"NBNSYS0000005621","NG34"
"NBNSYS0000005621","NG32"
"NBNSYS0000005621","NG30"
"NBNSYS0000005621","NG24"
"NBNSYS0000005621","NG23"
"NBNSYS0000005621","ND29"
"NBNSYS0000005621","ND06"
"NBNSYS0000005621","ND02"
"NBNSYS0000005621","NC81"
"NBNSYS0000005621","NC76"
"NBNSYS0000005621","NC74"
"NBNSYS0000005621","NC73"
"NBNSYS0000005621","NC71"
"NBNSYS0000005621","NC70"
"NBNSYS0000005621","NC66"
"NBNSYS0000005621","NC65"
"NBNSYS0000005621","NC64"
"NBNSYS0000005621","NC60"
"NBNSYS0000005621","NC55"
"NBNSYS0000005621","NC54"
"NBNSYS0000005621","NC51"
"NBNSYS0000005621","NC44"
"NBNSYS0000005621","NC41"
"NBNSYS0000005621","NC40"
"NBNSYS0000005621","NC34"
"NBNSYS0000005621","NC33"
"NBNSYS0000005621","NC32"
"NBNSYS0000005621","NC31"
"NBNSYS0000005621","NC25"
"NBNSYS0000005621","NC23"
"NBNSYS0000005621","NC22"
"NBNSYS0000005621","NC21"
"NBNSYS0000005621","NC14"
"NBNSYS0000005621","NC13"
"NBNSYS0000005621","NC12"
"NBNSYS0000005621","NC11"
"NBNSYS0000005621","NC10"
"NBNSYS0000005621","NC02"
"NBNSYS0000005621","NC01"
"NBNSYS0000005621","NB43"
"NBNSYS0000005621","HY20"
"NBNSYS0000005632","TR03"
"NBNSYS0000005632","TQ93"
"NBNSYS0000005632","TQ92"
"NBNSYS0000005632","TQ91"
"NBNSYS0000005632","TQ84"
"NBNSYS0000005632","TQ83"
"NBNSYS0000005632","TQ82"
"NBNSYS0000005632","TQ76"
"NBNSYS0000005632","TQ75"
"NBNSYS0000005632","TQ74"
"NBNSYS0000005632","TQ73"
"NBNSYS0000005632","TQ72"
"NBNSYS0000005632","TQ67"
"NBNSYS0000005632","TQ66"
"NBNSYS0000005632","TQ64"
"NBNSYS0000005632","TQ63"
"NBNSYS0000005632","TQ58"
"NBNSYS0000005632","TQ55"
"NBNSYS0000005632","TQ54"
"NBNSYS0000005632","TQ53"
"NBNSYS0000005632","TQ52"
"NBNSYS0000005632","TQ51"
"NBNSYS0000005632","TQ50"
"NBNSYS0000005632","TQ49"
"NBNSYS0000005632","TQ46"
"NBNSYS0000005632","TQ44"
"NBNSYS0000005632","TQ43"
"NBNSYS0000005632","TQ42"
"NBNSYS0000005632","TQ41"
"NBNSYS0000005632","TQ35"
"NBNSYS0000005632","TQ34"
"NBNSYS0000005632","TQ33"
"NBNSYS0000005632","TQ32"
"NBNSYS0000005632","TQ25"
"NBNSYS0000005632","TQ24"
"NBNSYS0000005632","TQ23"
"NBNSYS0000005632","TQ22"
"NBNSYS0000005632","TQ21"
"NBNSYS0000005632","TQ16"
"NBNSYS0000005632","TQ15"
"NBNSYS0000005632","TQ14"
"NBNSYS0000005632","TQ13"
"NBNSYS0000005632","TQ12"
"NBNSYS0000005632","TQ08"
"NBNSYS0000005632","TQ07"
"NBNSYS0000005632","TQ06"
"NBNSYS0000005632","TQ05"
"NBNSYS0000005632","TQ03"
"NBNSYS0000005632","TQ02"
"NBNSYS0000005632","TQ01"
"NBNSYS0000005632","TL44"
"NBNSYS0000005632","TL34"
"NBNSYS0000005632","TG32"
"NBNSYS0000005632","TG22"
"NBNSYS0000005632","SZ59"
"NBNSYS0000005632","SZ58"
"NBNSYS0000005632","SZ49"
"NBNSYS0000005632","SZ48"
"NBNSYS0000005632","SZ39"
"NBNSYS0000005632","SZ29"
"NBNSYS0000005632","SZ19"
"NBNSYS0000005632","SZ09"
"NBNSYS0000005632","SZ08"
"NBNSYS0000005632","SY99"
"NBNSYS0000005632","SY98"
"NBNSYS0000005632","SY89"
"NBNSYS0000005632","SY88"
"NBNSYS0000005632","SY08"
"NBNSYS0000005632","SX87"
"NBNSYS0000005632","SU99"
"NBNSYS0000005632","SU98"
"NBNSYS0000005632","SU97"
"NBNSYS0000005632","SU96"
"NBNSYS0000005632","SU95"
"NBNSYS0000005632","SU94"
"NBNSYS0000005632","SU93"
"NBNSYS0000005632","SU92"
"NBNSYS0000005632","SU91"
"NBNSYS0000005632","SU88"
"NBNSYS0000005632","SU87"
"NBNSYS0000005632","SU86"
"NBNSYS0000005632","SU85"
"NBNSYS0000005632","SU84"
"NBNSYS0000005632","SU83"
"NBNSYS0000005632","SU82"
"NBNSYS0000005632","SU77"
"NBNSYS0000005632","SU76"
"NBNSYS0000005632","SU75"
"NBNSYS0000005632","SU73"
"NBNSYS0000005632","SU70"
"NBNSYS0000005632","SU67"
"NBNSYS0000005632","SU66"
"NBNSYS0000005632","SU59"
"NBNSYS0000005632","SU56"
"NBNSYS0000005632","SU51"
"NBNSYS0000005632","SU50"
"NBNSYS0000005632","SU47"
"NBNSYS0000005632","SU46"
"NBNSYS0000005632","SU41"
"NBNSYS0000005632","SU40"
"NBNSYS0000005632","SU36"
"NBNSYS0000005632","SU31"
"NBNSYS0000005632","SU30"
"NBNSYS0000005632","SU29"
"NBNSYS0000005632","SU22"
"NBNSYS0000005632","SU21"
"NBNSYS0000005632","SU20"
"NBNSYS0000005632","SU19"
"NBNSYS0000005632","SU11"
"NBNSYS0000005632","SU10"
"NBNSYS0000005632","SU09"
"NBNSYS0000005632","SU00"
"NBNSYS0000005632","ST85"
"NBNSYS0000005632","ST73"
"NBNSYS0000005632","ST55"
"NBNSYS0000005632","ST07"
"NBNSYS0000005632","SP93"
"NBNSYS0000005632","SP92"
"NBNSYS0000005632","SP85"
"NBNSYS0000005632","SP63"
"NBNSYS0000005632","SP51"
"NBNSYS0000005632","SP42"
"NBNSYS0000005632","SP41"
"NBNSYS0000005632","SP32"
"NBNSYS0000005632","SP22"
"NBNSYS0000005632","SP20"
"NBNSYS0000005632","SO80"
"NBNSYS0000005632","SO72"
"NBNSYS0000005632","SO63"
"NBNSYS0000005632","SO61"
"NBNSYS0000005632","SN98"
"NBNSYS0000005632","SJ66"
"NBNSYS0000005632","SJ57"
"NBNSYS0000005632","SJ56"
"NBNSYS0000005632","SJ51"
"NBNSYS0000005632","SJ50"
"NBNSYS0000005632","SJ40"
"NBNSYS0000005632","SH63"
"NBNSYS0000005632","SD49"
"NBNSYS0000005632","SD47"
"NBNSYS0000005632","SD39"
"NBNSYS0000005632","SD38"
"NBNSYS0000005632","NY30"
"NBNSYS0000005632","NY22"
"NBNSYS0000005632","NY21"
"NBNSYS0000005632","NY20"
"NBNSYS0000005632","NS39"
"NBNSYS0000005632","NM93"
"NBNSYS0000005632","NM83"
"NBNSYS0000005632","NH52"
"NBNSYS0000005632","NH51"
"NBNSYS0000005632","NH33"
"NBNSYS0000005632","NH22"
"NBNSYS0000005632","NH12"
"NBNSYS0000005602","TV59"
"NBNSYS0000005602","TR37"
"NBNSYS0000005602","TR36"
"NBNSYS0000005602","TR35"
"NBNSYS0000005602","TR34"
"NBNSYS0000005602","TR26"
"NBNSYS0000005602","TR25"
"NBNSYS0000005602","TR24"
"NBNSYS0000005602","TR23"
"NBNSYS0000005602","TR16"
"NBNSYS0000005602","TR15"
"NBNSYS0000005602","TR14"
"NBNSYS0000005602","TR13"
"NBNSYS0000005602","TR06"
"NBNSYS0000005602","TR05"
"NBNSYS0000005602","TR04"
"NBNSYS0000005602","TR03"
"NBNSYS0000005602","TR02"
"NBNSYS0000005602","TR01"
"NBNSYS0000005602","TQ99"
"NBNSYS0000005602","TQ97"
"NBNSYS0000005602","TQ96"
"NBNSYS0000005602","TQ95"
"NBNSYS0000005602","TQ94"
"NBNSYS0000005602","TQ93"
"NBNSYS0000005602","TQ92"
"NBNSYS0000005602","TQ91"
"NBNSYS0000005602","TQ89"
"NBNSYS0000005602","TQ88"
"NBNSYS0000005602","TQ87"
"NBNSYS0000005602","TQ86"
"NBNSYS0000005602","TQ85"
"NBNSYS0000005602","TQ84"
"NBNSYS0000005602","TQ83"
"NBNSYS0000005602","TQ82"
"NBNSYS0000005602","TQ81"
"NBNSYS0000005602","TQ79"
"NBNSYS0000005602","TQ78"
"NBNSYS0000005602","TQ77"
"NBNSYS0000005602","TQ76"
"NBNSYS0000005602","TQ75"
"NBNSYS0000005602","TQ74"
"NBNSYS0000005602","TQ73"
"NBNSYS0000005602","TQ72"
"NBNSYS0000005602","TQ71"
"NBNSYS0000005602","TQ70"
"NBNSYS0000005602","TQ69"
"NBNSYS0000005602","TQ68"
"NBNSYS0000005602","TQ67"
"NBNSYS0000005602","TQ66"
"NBNSYS0000005602","TQ65"
"NBNSYS0000005602","TQ64"
"NBNSYS0000005602","TQ63"
"NBNSYS0000005602","TQ62"
"NBNSYS0000005602","TQ61"
"NBNSYS0000005602","TQ60"
"NBNSYS0000005602","TQ59"
"NBNSYS0000005602","TQ58"
"NBNSYS0000005602","TQ57"
"NBNSYS0000005602","TQ56"
"NBNSYS0000005602","TQ55"
"NBNSYS0000005602","TQ54"
"NBNSYS0000005602","TQ53"
"NBNSYS0000005602","TQ52"
"NBNSYS0000005602","TQ51"
"NBNSYS0000005602","TQ50"
"NBNSYS0000005602","TQ49"
"NBNSYS0000005602","TQ48"
"NBNSYS0000005602","TQ47"
"NBNSYS0000005602","TQ46"
"NBNSYS0000005602","TQ45"
"NBNSYS0000005602","TQ44"
"NBNSYS0000005602","TQ43"
"NBNSYS0000005602","TQ42"
"NBNSYS0000005602","TQ41"
"NBNSYS0000005602","TQ40"
"NBNSYS0000005602","TQ39"
"NBNSYS0000005602","TQ38"
"NBNSYS0000005602","TQ37"
"NBNSYS0000005602","TQ36"
"NBNSYS0000005602","TQ35"
"NBNSYS0000005602","TQ34"
"NBNSYS0000005602","TQ33"
"NBNSYS0000005602","TQ32"
"NBNSYS0000005602","TQ31"
"NBNSYS0000005602","TQ30"
"NBNSYS0000005602","TQ29"
"NBNSYS0000005602","TQ28"
"NBNSYS0000005602","TQ27"
"NBNSYS0000005602","TQ26"
"NBNSYS0000005602","TQ25"
"NBNSYS0000005602","TQ24"
"NBNSYS0000005602","TQ23"
"NBNSYS0000005602","TQ22"
"NBNSYS0000005602","TQ21"
"NBNSYS0000005602","TQ20"
"NBNSYS0000005602","TQ19"
"NBNSYS0000005602","TQ18"
"NBNSYS0000005602","TQ17"
"NBNSYS0000005602","TQ16"
"NBNSYS0000005602","TQ15"
"NBNSYS0000005602","TQ14"
"NBNSYS0000005602","TQ13"
"NBNSYS0000005602","TQ12"
"NBNSYS0000005602","TQ11"
"NBNSYS0000005602","TQ10"
"NBNSYS0000005602","TQ09"
"NBNSYS0000005602","TQ08"
"NBNSYS0000005602","TQ07"
"NBNSYS0000005602","TQ06"
"NBNSYS0000005602","TQ05"
"NBNSYS0000005602","TQ04"
"NBNSYS0000005602","TQ03"
"NBNSYS0000005602","TQ02"
"NBNSYS0000005602","TQ01"
"NBNSYS0000005602","TQ00"
"NBNSYS0000005602","TM59"
"NBNSYS0000005602","TM58"
"NBNSYS0000005602","TM57"
"NBNSYS0000005602","TM49"
"NBNSYS0000005602","TM48"
"NBNSYS0000005602","TM47"
"NBNSYS0000005602","TM46"
"NBNSYS0000005602","TM45"
"NBNSYS0000005602","TM44"
"NBNSYS0000005602","TM39"
"NBNSYS0000005602","TM38"
"NBNSYS0000005602","TM37"
"NBNSYS0000005602","TM36"
"NBNSYS0000005602","TM35"
"NBNSYS0000005602","TM34"
"NBNSYS0000005602","TM33"
"NBNSYS0000005602","TM29"
"NBNSYS0000005602","TM28"
"NBNSYS0000005602","TM27"
"NBNSYS0000005602","TM26"
"NBNSYS0000005602","TM25"
"NBNSYS0000005602","TM24"
"NBNSYS0000005602","TM23"
"NBNSYS0000005602","TM22"
"NBNSYS0000005602","TM19"
"NBNSYS0000005602","TM18"
"NBNSYS0000005602","TM17"
"NBNSYS0000005602","TM16"
"NBNSYS0000005602","TM15"
"NBNSYS0000005602","TM14"
"NBNSYS0000005602","TM13"
"NBNSYS0000005602","TM12"
"NBNSYS0000005602","TM11"
"NBNSYS0000005602","TM09"
"NBNSYS0000005602","TM08"
"NBNSYS0000005602","TM07"
"NBNSYS0000005602","TM06"
"NBNSYS0000005602","TM05"
"NBNSYS0000005602","TM04"
"NBNSYS0000005602","TM03"
"NBNSYS0000005602","TM02"
"NBNSYS0000005602","TM01"
"NBNSYS0000005602","TL99"
"NBNSYS0000005602","TL98"
"NBNSYS0000005602","TL97"
"NBNSYS0000005602","TL96"
"NBNSYS0000005602","TL95"
"NBNSYS0000005602","TL94"
"NBNSYS0000005602","TL93"
"NBNSYS0000005602","TL92"
"NBNSYS0000005602","TL91"
"NBNSYS0000005602","TL90"
"NBNSYS0000005602","TL89"
"NBNSYS0000005602","TL88"
"NBNSYS0000005602","TL87"
"NBNSYS0000005602","TL86"
"NBNSYS0000005602","TL85"
"NBNSYS0000005602","TL84"
"NBNSYS0000005602","TL83"
"NBNSYS0000005602","TL82"
"NBNSYS0000005602","TL81"
"NBNSYS0000005602","TL80"
"NBNSYS0000005602","TL79"
"NBNSYS0000005602","TL78"
"NBNSYS0000005602","TL77"
"NBNSYS0000005602","TL76"
"NBNSYS0000005602","TL75"
"NBNSYS0000005602","TL74"
"NBNSYS0000005602","TL72"
"NBNSYS0000005602","TL71"
"NBNSYS0000005602","TL70"
"NBNSYS0000005602","TL69"
"NBNSYS0000005602","TL68"
"NBNSYS0000005602","TL67"
"NBNSYS0000005602","TL66"
"NBNSYS0000005602","TL65"
"NBNSYS0000005602","TL64"
"NBNSYS0000005602","TL63"
"NBNSYS0000005602","TL62"
"NBNSYS0000005602","TL60"
"NBNSYS0000005602","TL59"
"NBNSYS0000005602","TL58"
"NBNSYS0000005602","TL57"
"NBNSYS0000005602","TL56"
"NBNSYS0000005602","TL55"
"NBNSYS0000005602","TL54"
"NBNSYS0000005602","TL53"
"NBNSYS0000005602","TL51"
"NBNSYS0000005602","TL50"
"NBNSYS0000005602","TL49"
"NBNSYS0000005602","TL48"
"NBNSYS0000005602","TL47"
"NBNSYS0000005602","TL46"
"NBNSYS0000005602","TL45"
"NBNSYS0000005602","TL44"
"NBNSYS0000005602","TL43"
"NBNSYS0000005602","TL42"
"NBNSYS0000005602","TL41"
"NBNSYS0000005602","TL40"
"NBNSYS0000005602","TL39"
"NBNSYS0000005602","TL38"
"NBNSYS0000005602","TL37"
"NBNSYS0000005602","TL36"
"NBNSYS0000005602","TL35"
"NBNSYS0000005602","TL34"
"NBNSYS0000005602","TL33"
"NBNSYS0000005602","TL32"
"NBNSYS0000005602","TL31"
"NBNSYS0000005602","TL30"
"NBNSYS0000005602","TL29"
"NBNSYS0000005602","TL28"
"NBNSYS0000005602","TL27"
"NBNSYS0000005602","TL26"
"NBNSYS0000005602","TL25"
"NBNSYS0000005602","TL24"
"NBNSYS0000005602","TL23"
"NBNSYS0000005602","TL22"
"NBNSYS0000005602","TL21"
"NBNSYS0000005602","TL20"
"NBNSYS0000005602","TL19"
"NBNSYS0000005602","TL18"
"NBNSYS0000005602","TL17"
"NBNSYS0000005602","TL16"
"NBNSYS0000005602","TL15"
"NBNSYS0000005602","TL14"
"NBNSYS0000005602","TL13"
"NBNSYS0000005602","TL12"
"NBNSYS0000005602","TL11"
"NBNSYS0000005602","TL10"
"NBNSYS0000005602","TL09"
"NBNSYS0000005602","TL08"
"NBNSYS0000005602","TL07"
"NBNSYS0000005602","TL06"
"NBNSYS0000005602","TL05"
"NBNSYS0000005602","TL04"
"NBNSYS0000005602","TL03"
"NBNSYS0000005602","TL02"
"NBNSYS0000005602","TL01"
"NBNSYS0000005602","TL00"
"NBNSYS0000005602","TG51"
"NBNSYS0000005602","TG50"
"NBNSYS0000005602","TG42"
"NBNSYS0000005602","TG41"
"NBNSYS0000005602","TG40"
"NBNSYS0000005602","TG33"
"NBNSYS0000005602","TG32"
"NBNSYS0000005602","TG31"
"NBNSYS0000005602","TG30"
"NBNSYS0000005602","TG23"
"NBNSYS0000005602","TG22"
"NBNSYS0000005602","TG21"
"NBNSYS0000005602","TG20"
"NBNSYS0000005602","TG14"
"NBNSYS0000005602","TG13"
"NBNSYS0000005602","TG12"
"NBNSYS0000005602","TG11"
"NBNSYS0000005602","TG10"
"NBNSYS0000005602","TG04"
"NBNSYS0000005602","TG03"
"NBNSYS0000005602","TG02"
"NBNSYS0000005602","TG01"
"NBNSYS0000005602","TG00"
"NBNSYS0000005602","TF94"
"NBNSYS0000005602","TF93"
"NBNSYS0000005602","TF92"
"NBNSYS0000005602","TF91"
"NBNSYS0000005602","TF90"
"NBNSYS0000005602","TF84"
"NBNSYS0000005602","TF83"
"NBNSYS0000005602","TF82"
"NBNSYS0000005602","TF81"
"NBNSYS0000005602","TF80"
"NBNSYS0000005602","TF74"
"NBNSYS0000005602","TF73"
"NBNSYS0000005602","TF72"
"NBNSYS0000005602","TF71"
"NBNSYS0000005602","TF70"
"NBNSYS0000005602","TF64"
"NBNSYS0000005602","TF63"
"NBNSYS0000005602","TF62"
"NBNSYS0000005602","TF61"
"NBNSYS0000005602","TF60"
"NBNSYS0000005602","TF58"
"NBNSYS0000005602","TF57"
"NBNSYS0000005602","TF56"
"NBNSYS0000005602","TF55"
"NBNSYS0000005602","TF52"
"NBNSYS0000005602","TF51"
"NBNSYS0000005602","TF50"
"NBNSYS0000005602","TF49"
"NBNSYS0000005602","TF48"
"NBNSYS0000005602","TF47"
"NBNSYS0000005602","TF45"
"NBNSYS0000005602","TF41"
"NBNSYS0000005602","TF40"
"NBNSYS0000005602","TF38"
"NBNSYS0000005602","TF37"
"NBNSYS0000005602","TF36"
"NBNSYS0000005602","TF35"
"NBNSYS0000005602","TF33"
"NBNSYS0000005602","TF32"
"NBNSYS0000005602","TF31"
"NBNSYS0000005602","TF30"
"NBNSYS0000005602","TF28"
"NBNSYS0000005602","TF27"
"NBNSYS0000005602","TF26"
"NBNSYS0000005602","TF25"
"NBNSYS0000005602","TF24"
"NBNSYS0000005602","TF22"
"NBNSYS0000005602","TF21"
"NBNSYS0000005602","TF20"
"NBNSYS0000005602","TF18"
"NBNSYS0000005602","TF17"
"NBNSYS0000005602","TF16"
"NBNSYS0000005602","TF15"
"NBNSYS0000005602","TF13"
"NBNSYS0000005602","TF12"
"NBNSYS0000005602","TF11"
"NBNSYS0000005602","TF10"
"NBNSYS0000005602","TF09"
"NBNSYS0000005602","TF07"
"NBNSYS0000005602","TF06"
"NBNSYS0000005602","TF02"
"NBNSYS0000005602","TF01"
"NBNSYS0000005602","TF00"
"NBNSYS0000005602","TA41"
"NBNSYS0000005602","TA30"
"NBNSYS0000005602","TA27"
"NBNSYS0000005602","TA26"
"NBNSYS0000005602","TA22"
"NBNSYS0000005602","TA18"
"NBNSYS0000005602","TA17"
"NBNSYS0000005602","TA15"
"NBNSYS0000005602","TA14"
"NBNSYS0000005602","TA13"
"NBNSYS0000005602","TA12"
"NBNSYS0000005602","TA11"
"NBNSYS0000005602","TA10"
"NBNSYS0000005602","TA08"
"NBNSYS0000005602","TA06"
"NBNSYS0000005602","TA05"
"NBNSYS0000005602","TA04"
"NBNSYS0000005602","TA03"
"NBNSYS0000005602","TA02"
"NBNSYS0000005602","TA01"
"NBNSYS0000005602","TA00"
"NBNSYS0000005602","SZ89"
"NBNSYS0000005602","SZ79"
"NBNSYS0000005602","SZ69"
"NBNSYS0000005602","SZ68"
"NBNSYS0000005602","SZ59"
"NBNSYS0000005602","SZ58"
"NBNSYS0000005602","SZ57"
"NBNSYS0000005602","SZ49"
"NBNSYS0000005602","SZ48"
"NBNSYS0000005602","SZ47"
"NBNSYS0000005602","SZ39"
"NBNSYS0000005602","SZ38"
"NBNSYS0000005602","SZ29"
"NBNSYS0000005602","SZ19"
"NBNSYS0000005602","SZ09"
"NBNSYS0000005602","SZ08"
"NBNSYS0000005602","SY99"
"NBNSYS0000005602","SY98"
"NBNSYS0000005602","SY89"
"NBNSYS0000005602","SY88"
"NBNSYS0000005602","SY79"
"NBNSYS0000005602","SY78"
"NBNSYS0000005602","SY69"
"NBNSYS0000005602","SY68"
"NBNSYS0000005602","SY67"
"NBNSYS0000005602","SY59"
"NBNSYS0000005602","SY58"
"NBNSYS0000005602","SY49"
"NBNSYS0000005602","SY39"
"NBNSYS0000005602","SY29"
"NBNSYS0000005602","SY19"
"NBNSYS0000005602","SY09"
"NBNSYS0000005602","SY08"
"NBNSYS0000005602","SX99"
"NBNSYS0000005602","SX98"
"NBNSYS0000005602","SX97"
"NBNSYS0000005602","SX96"
"NBNSYS0000005602","SX88"
"NBNSYS0000005602","SX87"
"NBNSYS0000005602","SX86"
"NBNSYS0000005602","SX85"
"NBNSYS0000005602","SX84"
"NBNSYS0000005602","SX79"
"NBNSYS0000005602","SX78"
"NBNSYS0000005602","SX77"
"NBNSYS0000005602","SX75"
"NBNSYS0000005602","SX74"
"NBNSYS0000005602","SX73"
"NBNSYS0000005602","SX68"
"NBNSYS0000005602","SX67"
"NBNSYS0000005602","SX66"
"NBNSYS0000005602","SX65"
"NBNSYS0000005602","SX64"
"NBNSYS0000005602","SX59"
"NBNSYS0000005602","SX58"
"NBNSYS0000005602","SX57"
"NBNSYS0000005602","SX56"
"NBNSYS0000005602","SX55"
"NBNSYS0000005602","SX49"
"NBNSYS0000005602","SX47"
"NBNSYS0000005602","SX46"
"NBNSYS0000005602","SX45"
"NBNSYS0000005602","SX39"
"NBNSYS0000005602","SX38"
"NBNSYS0000005602","SX37"
"NBNSYS0000005602","SX35"
"NBNSYS0000005602","SX29"
"NBNSYS0000005602","SX27"
"NBNSYS0000005602","SX26"
"NBNSYS0000005602","SX18"
"NBNSYS0000005602","SX17"
"NBNSYS0000005602","SX15"
"NBNSYS0000005602","SX07"
"NBNSYS0000005602","SX06"
"NBNSYS0000005602","SX05"
"NBNSYS0000005602","SW97"
"NBNSYS0000005602","SW96"
"NBNSYS0000005602","SW95"
"NBNSYS0000005602","SW94"
"NBNSYS0000005602","SW87"
"NBNSYS0000005602","SW85"
"NBNSYS0000005602","SW84"
"NBNSYS0000005602","SW83"
"NBNSYS0000005602","SW75"
"NBNSYS0000005602","SW74"
"NBNSYS0000005602","SW73"
"NBNSYS0000005602","SW72"
"NBNSYS0000005602","SW71"
"NBNSYS0000005602","SW64"
"NBNSYS0000005602","SW63"
"NBNSYS0000005602","SW62"
"NBNSYS0000005602","SW61"
"NBNSYS0000005602","SW54"
"NBNSYS0000005602","SW53"
"NBNSYS0000005602","SW43"
"NBNSYS0000005602","SW42"
"NBNSYS0000005602","SW32"
"NBNSYS0000005602","SU99"
"NBNSYS0000005602","SU98"
"NBNSYS0000005602","SU97"
"NBNSYS0000005602","SU96"
"NBNSYS0000005602","SU95"
"NBNSYS0000005602","SU94"
"NBNSYS0000005602","SU93"
"NBNSYS0000005602","SU92"
"NBNSYS0000005602","SU91"
"NBNSYS0000005602","SU90"
"NBNSYS0000005602","SU89"
"NBNSYS0000005602","SU88"
"NBNSYS0000005602","SU87"
"NBNSYS0000005602","SU86"
"NBNSYS0000005602","SU85"
"NBNSYS0000005602","SU84"
"NBNSYS0000005602","SU83"
"NBNSYS0000005602","SU82"
"NBNSYS0000005602","SU80"
"NBNSYS0000005602","SU79"
"NBNSYS0000005602","SU78"
"NBNSYS0000005602","SU77"
"NBNSYS0000005602","SU76"
"NBNSYS0000005602","SU75"
"NBNSYS0000005602","SU74"
"NBNSYS0000005602","SU73"
"NBNSYS0000005602","SU72"
"NBNSYS0000005602","SU71"
"NBNSYS0000005602","SU70"
"NBNSYS0000005602","SU69"
"NBNSYS0000005602","SU68"
"NBNSYS0000005602","SU67"
"NBNSYS0000005602","SU66"
"NBNSYS0000005602","SU65"
"NBNSYS0000005602","SU62"
"NBNSYS0000005602","SU60"
"NBNSYS0000005602","SU59"
"NBNSYS0000005602","SU58"
"NBNSYS0000005602","SU57"
"NBNSYS0000005602","SU56"
"NBNSYS0000005602","SU53"
"NBNSYS0000005602","SU51"
"NBNSYS0000005602","SU50"
"NBNSYS0000005602","SU49"
"NBNSYS0000005602","SU48"
"NBNSYS0000005602","SU47"
"NBNSYS0000005602","SU46"
"NBNSYS0000005602","SU44"
"NBNSYS0000005602","SU43"
"NBNSYS0000005602","SU42"
"NBNSYS0000005602","SU41"
"NBNSYS0000005602","SU40"
"NBNSYS0000005602","SU39"
"NBNSYS0000005602","SU38"
"NBNSYS0000005602","SU36"
"NBNSYS0000005602","SU34"
"NBNSYS0000005602","SU33"
"NBNSYS0000005602","SU32"
"NBNSYS0000005602","SU31"
"NBNSYS0000005602","SU30"
"NBNSYS0000005602","SU29"
"NBNSYS0000005602","SU28"
"NBNSYS0000005602","SU26"
"NBNSYS0000005602","SU25"
"NBNSYS0000005602","SU24"
"NBNSYS0000005602","SU22"
"NBNSYS0000005602","SU21"
"NBNSYS0000005602","SU20"
"NBNSYS0000005602","SU19"
"NBNSYS0000005602","SU18"
"NBNSYS0000005602","SU17"
"NBNSYS0000005602","SU16"
"NBNSYS0000005602","SU13"
"NBNSYS0000005602","SU11"
"NBNSYS0000005602","SU10"
"NBNSYS0000005602","SU09"
"NBNSYS0000005602","SU08"
"NBNSYS0000005602","SU07"
"NBNSYS0000005602","SU04"
"NBNSYS0000005602","SU03"
"NBNSYS0000005602","SU02"
"NBNSYS0000005602","SU01"
"NBNSYS0000005602","SU00"
"NBNSYS0000005602","ST99"
"NBNSYS0000005602","ST98"
"NBNSYS0000005602","ST97"
"NBNSYS0000005602","ST96"
"NBNSYS0000005602","ST95"
"NBNSYS0000005602","ST94"
"NBNSYS0000005602","ST93"
"NBNSYS0000005602","ST92"
"NBNSYS0000005602","ST91"
