"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Vipera berus","NBNSYS0000005075","01","01","30","11","Adult"
"Lacerta agilis","NBNSYS0000005070","01","03","31","10","Adult"
"Pelophylax ridibundus","NHMSYS0020194860","01","02","31","12","Adult"
"Coronella austriaca","NHMSYS0000332360","01","03","30","11","Adult"
"Lithobates catesbeianus","NHMSYS0020194859","01","03","30","11","Adult"
"Ichthyosaura alpestris","NHMSYS0020740241","01","02","30","11","Adult"
"Pelophylax esculentus","NHMSYS0020194861","01","03","30","11","Adult"
"Epidalea calamita","NHMSYS0020194825","01","04","30","09","Adult"
