"taxon","tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"Dichrorampha consortana","NHMSYS0000502161","01","01","1700",,,
"Eulia ministrana","NHMSYS0000502580","01","01","1700",,,
"Pelurga comitata","NBNSYS0000005829","01","01","1700",,,
"Alsophila aescularia","NHMSYS0021144210","01","01","1700",,,
"Ochsenheimeria vacculella","NHMSYS0000503443","01","01","1700",,,
"Pandemis cinnamomeana","NHMSYS0000503575","01","01","1700",,,
"Diachrysia chryson","NHMSYS0021144472","01","01","1700",,,
"Stigmella magdalenae","NBNSYS0100005606","01","01","1700",,,
"Phyllonorycter corylifoliella","NHMSYS0000503768","01","01","1700",,,
"Coleophora gardesanella","NHMSYS0000501867","01","01","1700",,,
"Eulamprotes atrella","NHMSYS0021142718","01","01","1700",,,
"Dichrorampha plumbagana","NHMSYS0000502166","01","01","1700",,,
"Stigmella myrtillella","NHMSYS0000504364","01","01","1700",,,
"Epinotia demarniana","NHMSYS0000502434","01","01","1700",,,
"Anarta melanopa","NBNSYS0000006235","01","01","1700",,,
"Anorthoa munda","NHMSYS0021144798","01","01","1700",,,
"Grapholita tenebrosana","NHMSYS0021143376","01","01","1700",,,
"Aporophyla nigra","NBNSYS0000006325","01","01","1700",,,
"Phragmatobia fuliginosa borealis","NHMSYS0021144394","01","01","1700",,,
"Eulamprotes unicolorella","NHMSYS0021142717","01","01","1700",,,
"Cosmia trapezina","NBNSYS0000006414","01","01","1700",,,
"Coleophora conspicuella","NHMSYS0000501849","01","01","1700",,,
"Epinotia cinereana","NHMSYS0021143277","01","01","1700",,,
"Luperina nickerlii knilli","NHMSYS0021144624","01","01","1962",,,
"Ancylis subarcuana","NHMSYS0000501104","01","01","1700",,,
"Elachista geminatella","NHMSYS0021142277","01","01","1700","31","12","1899"
"Macaria carbonaria","NBNSYS0100003855","01","01","1700",,,
"Thetidia smaragdaria","NHMSYS0000517123","01","01","1700","30","04","1991"
"Phycitodes binaevella","NHMSYS0021143674","01","01","1700",,,
"Euhyponomeuta stannella","NHMSYS0021142461","01","01","1700","31","12","1976"
"Thetidia smaragdaria smaragdaria","NHMSYS0021144318","01","01","1700","30","04","1991"
"Eana incanana","NHMSYS0000502246","01","01","1700",,,
"Elachista regificella","NHMSYS0000502325","01","01","1700",,,
"Sesia apiformis","NBNSYS0000005685","01","01","1700",,,
"Xestia xanthographa","NHMSYS0021144939","01","01","1700",,,
"Malacosoma castrensis","NBNSYS0000005704","01","01","1700",,,
"Rhyacia simulans","NBNSYS0000006191","01","01","1700",,,
"Selenia dentaria","NBNSYS0000006008","01","01","1700",,,
"Mniotype adusta","NBNSYS0000006343","01","01","1700",,,
"Depressaria olerella","NHMSYS0000502125","01","01","1700",,,
"Cydia strobilella","NHMSYS0000502075","01","01","1700",,,
"Cydia microgrammana","NBNSYS0100002708","01","01","1700",,,
"Coleophora tamesis","NBNSYS0000026169","01","01","1700",,,
"Celypha striana","NHMSYS0021143171","01","01","1700",,,
"Argyresthia curvella","NHMSYS0000501370","01","01","1700",,,
"Coleophora genistae","NHMSYS0000501868","01","01","1700",,,
"Hydrelia sylvata","NHMSYS0021144022","01","01","1700",,,
"Acleris bergmanniana","NBNSYS0100001405","01","01","1700",,,
"Bupalus piniaria","NBNSYS0000006046","01","01","1700",,,
"Batia internella","NBNSYS0100001914","01","01","1700",,,
"Syndemis musculana","NHMSYS0021143016","01","01","1700",,,
"Stigmella crataegella","NHMSYS0000504346","01","01","1700",,,
"Athrips tetrapunctella","NHMSYS0000501425","01","01","1700","31","12","1949"
"Monochroa elongella","NHMSYS0000503273","01","01","1700",,,
"Lampronia capitella","NHMSYS0000502996","01","01","1700",,,
"Celaena haworthii","NBNSYS0000006472","01","01","1700",,,
"Scotopteryx chenopodiata","NBNSYS0000005807","01","01","1700",,,
"Celypha rosaceana","NHMSYS0021143172","01","01","1962",,,
"Coleophora pennella","NBNSYS0100002533","01","01","1700",,,
"Tinea trinotella","NHMSYS0000504541","01","01","1700",,,
"Epinotia signatana","NHMSYS0000502448","01","01","1700",,,
"Anarsia spartiella","NHMSYS0000501235","01","01","1700",,,
"Notodonta ziczac","NHMSYS0000503410","01","01","1700",,,
"Bactra furfurana","NHMSYS0000501438","01","01","1700",,,
"Antitype chi","NBNSYS0000006347","01","01","1700",,,
"Aplocera efformata","NHMSYS0021144141","01","01","1700",,,
"Ptycholoma lecheana","NHMSYS0000503984","01","01","1700",,,
"Globia sparganii","NHMSYS0021144656","01","01","1879",,,
"Phiaris palustrana","NHMSYS0021143183","01","01","1700",,,
"Dichrorampha aeratana","NHMSYS0000502159","01","01","1700",,,
"Agrotis exclamationis","NBNSYS0000006175","01","01","1700",,,
"Cydia cognatana","NHMSYS0021143351","01","01","1700",,,
"Amphipyra berbera berbera","NHMSYS0021144528","01","01","1700",,,
"Nonagria typhae","NBNSYS0000006474","01","01","1700",,,
"Tinea dubiella","NHMSYS0000504529","01","01","1700",,,
"Carsia sororiata sororiata","NHMSYS0021144135","01","01","1700",,,
"Tischeria ekebladella","NHMSYS0000504549","01","01","1700",,,
"Ectropis crepuscularia","NHMSYS0021144249","01","01","1700",,,
"Eupithecia massiliata","NHMSYS0001703671","01","01","2002",,,
"Phylloporia bistrigella","NHMSYS0000503822","01","01","1700",,,
"Coleophora siccifolia","NHMSYS0000501921","01","01","1700",,,
"Denticucullus pygmina","NHMSYS0021144641","01","01","1700",,,
"Eupithecia succenturiata","NBNSYS0000005927","01","01","1700",,,
"Zygaena exulans exulans","NHMSYS0021143430","01","01","1700",,,
"Epiblema cirsiana","NHMSYS0000502403","01","01","1700",,,
"Helcystogramma rufescens","NBNSYS0100003380","01","01","1700",,,
"Pandemis heparana","NHMSYS0021143014","01","01","1700",,,
"Whittleia retiella","NBNSYS0000025777","01","01","1700",,,
"Coleophora spinella","NHMSYS0000501924","01","01","1700",,,
"Pandesma robusta","NHMSYS0020531225","01","09","2001",,,
"Oecophora bractella","NHMSYS0000503456","01","01","1700",,,
"Cabera exanthemata","NBNSYS0000006048","01","01","1700",,,
"Mythimna pudorina","NHMSYS0021144859","01","01","1700",,,
"Nemophora metallica","NHMSYS0000503360","01","01","1700",,,
"Stenoptilia scabiodactylus","NHMSYS0000504316","01","01","1700",,,
"Diplopseustis perieresalis","NHMSYS0001703654","01","01","1700",,,
"Perizoma minorata ericetata","NHMSYS0021144055","01","01","1700",,,
"Lobesia abscisana","NHMSYS0021143196","01","01","1700",,,
"Anania verbascalis","NHMSYS0021143716","01","01","1700",,,
"Triaxomasia caprimulgella","NHMSYS0000504567","01","01","1700",,,
"Mythimna pallens","NBNSYS0000006292","01","01","1700",,,
"Cidaria fulvata","NBNSYS0000005845","01","01","1700",,,
"Pseudoterpna pruinata","NHMSYS0000522767","01","01","1700",,,
"Prochoreutis myllerana","NBNSYS0100004871","01","01","1700",,,
"Stigmella continuella","NHMSYS0000504345","01","01","1700",,,
"Plutella haasi","NHMSYS0000503882","01","01","1700",,,
"Antispila metallella","NBNSYS0100001598","01","01","1700",,,
"Cynaeda dentalis","NHMSYS0020470266","01","01","1700",,,
"Photedes morrisii bondii","NHMSYS0021144650","01","01","1700","31","12","1973"
"Selania leplastriana","NHMSYS0000504183","01","01","1700",,,
"Cochylis flaviciliana","NHMSYS0000501794","01","01","1700",,,
"Teleiodes luculella","NHMSYS0021142781","01","01","1700",,,
"Xanthorhoe fluctuata","NBNSYS0000005803","01","01","1700",,,
"Amblyptilia punctidactyla","NHMSYS0000501211","01","01","1700",,,
"Phyllonorycter geniculella","NHMSYS0000503777","01","01","1700",,,
"Apamea anceps","NHMSYS0021144667","01","01","1700",,,
"Epirrhoe alternata obscurata","NHMSYS0021143937","01","01","1700",,,
"Notocelia cynosbatella","NHMSYS0021143308","01","01","1700",,,
"Clostera anachoreta","NHMSYS0021144362","01","01","1978",,,
"Stigmella sorbi","NHMSYS0000504383","01","01","1700",,,
"Retinia resinella","MM0001Z100QKZ9J1","01","01","1700",,,
"Xestia alpicola alpina","NHMSYS0021144948","01","01","1700",,,
"Aethes bilbaensis","NHMSYS0021143138","01","07","2008",,,
"Nycteola asiatica","NHMSYS0001703674","20","09","1993",,,
"Pseudosciaphila branderiana","NHMSYS0000503950","01","01","1700",,,
"Argyresthia aurulentella","NHMSYS0000501362","01","01","1700",,,
"Brachionycha nubeculosa","NBNSYS0000006321","01","01","1700",,,
"Orgyia antiqua","NBNSYS0000006112","01","01","1700",,,
"Epinotia nigricana","NHMSYS0000502441","01","01","1700",,,
"Euzophera cinerosella","NHMSYS0000502660","01","01","1700",,,
"Helcystogramma triannulella","NHMSYS0021120299","03","10","2013",,,
"Glyphipterix simpliciella","NHMSYS0000502739","01","01","1700",,,
"Parastichtis suspecta","NHMSYS0021144754","01","01","1700",,,
"Eupithecia tenuiata","NHMSYS0021144074","01","01","1700",,,
"Gnophos dumetata","NHMSYS0021167195","01","08","1991",,,
"Cucullia gnaphalii gnaphalii","NHMSYS0021144521","01","01","1700","11","08","1979"
"Tyria jacobaeae","NBNSYS0000006155","01","01","1700",,,
"Synanthedon flaviventris","NBNSYS0000005692","01","01","1700",,,
"Epinotia bilunana","NHMSYS0000502429","01","01","1700",,,
"Coleophora aestuariella","NHMSYS0000501816","01","01","1700",,,
"Coleophora solitariella","NHMSYS0000501923","01","01","1700",,,
"Crambus pratella","NBNSYS0000026824","01","01","1700",,,
"Gillmeria pallidactyla","NHMSYS0021142897","01","01","1700",,,
"Ocnerostoma friesei","NHMSYS0000503446","01","01","1700",,,
"Chrysoesthia drurella","NHMSYS0000501780","01","01","1700",,,
"Aristotelia subdecurtella","NHMSYS0021142690","01","01","1700","31","12","1931"
"Zygaena viciae","NHMSYS0000520678","01","01","1700",,,
"Donacaula forficella","NHMSYS0000502204","01","01","1700",,,
"Epermenia aequidentellus","NHMSYS0000502390","01","01","1700",,,
"Exoteleia dodecella","NHMSYS0000502677","01","01","1700",,,
"Noctua orbona","NBNSYS0000006194","01","01","1700",,,
"Phalonidia udana","NHMSYS0021143117","01","01","1700",,,
"Schrankia costaestrigalis","NBNSYS0000006586","01","01","1700",,,
"Eustroma reticulata","NHMSYS0021143986","01","01","1700",,,
"Diurnea lipsiella","NHMSYS0021142565","01","01","1700",,,
"Coleophora striatipennella","NHMSYS0021142237","01","01","1700",,,
"Cymatophorina diluta","NHMSYS0021164634","01","01","1700",,,
"Paradarisa consonaria","NHMSYS0021144257","01","01","1700",,,
"Eremobia ochroleuca","NHMSYS0021144609","01","01","1700",,,
"Ectoedemia atrifrontella","NHMSYS0000502269","01","01","1700",,,
"Adaina microdactyla","NHMSYS0021142957","01","01","1700",,,
"Argyresthia laevigatella","NHMSYS0021142497","01","01","1700",,,
"Nematopogon pilella","NHMSYS0021142168","01","01","1700",,,
"Lasiocampa quercus callunae","NHMSYS0021143819","01","01","1700",,,
"Charissa obscurata","NHMSYS0021144290","01","01","1700",,,
"Idaea trigeminata","NBNSYS0000005784","01","01","1700",,,
"Hyles gallii","MM0001Z10063HLV1","01","01","1700",,,
"Spilosoma urticae","NBNSYS0000006148","01","01","1700",,,
"Ethmia pyrausta","NHMSYS0000502505","01","01","1700",,,
"Nothris verbascella","NHMSYS0021142634","01","01","1700","31","12","1971"
"Mirificarma lentiginosella","NHMSYS0000503246","01","01","1700",,,
"Spodoptera exigua","NHMSYS0021144565","01","01","1700",,,
"Coptotriche gaunacella","NHMSYS0021142182","01","01","1700","31","12","1902"
"Caloptilia semifascia","NHMSYS0000501615","01","01","1700",,,
"Ennomos quercinaria","NBNSYS0000006003","01","01","1700",,,
"Eupithecia nanata","NHMSYS0021144098","01","01","1700",,,
"Coleophora sylvaticella","NHMSYS0000501928","01","01","1700",,,
"Acronicta psi","NBNSYS0000006379","01","01","1700",,,
"Borkhausenia fuscescens","NHMSYS0000501518","01","01","1700",,,
"Stigmella samiatella","NHMSYS0000504382","01","01","1700",,,
"Eupithecia lariciata","NHMSYS0021144095","01","01","1700",,,
"Bacotia claustrella","NHMSYS0021139196","01","01","1700",,,
"Coleophora lineolea","NHMSYS0000501890","01","01","1700",,,
"Achlya flavicornis","NBNSYS0000005732","01","01","1700",,,
"Arenostola phragmitidis","NHMSYS0021144632","01","01","1700",,,
"Gypsonoma sociana","NHMSYS0000502786","01","01","1700",,,
"Anania hortulata","NHMSYS0021127771","01","01","1700",,,
"Gravitarmata margarotana","NHMSYS0021143322","01","01","1700",,,
"Elachista bedellella","NHMSYS0000502298","01","01","1700",,,
"Watsonalla cultraria","NBNSYS0100005988","01","01","1700",,,
"Bryotropha umbrosella","NHMSYS0000501560","01","01","1700",,,
"Apamea epomidion","NBNSYS0000006426","01","01","1700",,,
"Idaea emarginata","NBNSYS0000005785","01","01","1700",,,
"Agrotis ripae","NHMSYS0021144897","01","01","1700",,,
"Grapholita jungiella","NBNSYS0100003288","01","01","1700",,,
"Argyresthia praecocella","NHMSYS0000501382","01","01","1700",,,
"Scoliopteryx libatrix","NBNSYS0000006573","01","01","1700",,,
"Hypatima rhomboidella","NHMSYS0000502903","01","01","1700",,,
"Bohemannia auriciliella","NHMSYS0000501508","01","01","1700",,,
"Elachista cinereopunctella","NHMSYS0021142301","01","01","1700",,,
"Bucculatrix ulmella","NHMSYS0000501577","01","01","1700",,,
"Scotopteryx bipunctaria cretata","NHMSYS0021143908","01","01","1700",,,
"Metzneria lappella","NHMSYS0000503224","01","01","1700",,,
"Povolnya leucapennella","NHMSYS0020973241","01","01","1700",,,
"Mompha locupletella","NHMSYS0021142866","01","01","1700",,,
"Sphinx ligustri","NHMSYS0021143835","01","01","1700",,,
"Teleiodes vulgella","NHMSYS0021142777","01","01","1700",,,
"Rhodophaea formosa","NHMSYS0021143641","01","01","1700",,,
"Phyllonorycter salicicolella","NHMSYS0000503803","01","01","1700",,,
"Prochoreutis sehestediana","NHMSYS0021142976","01","01","1700",,,
"Apomyelois ceratoniae","NBNSYS0100001619","01","01","1700",,,
"Coleophora adjunctella","NHMSYS0000501814","01","01","1700",,,
"Stigmella nylandriella","NHMSYS0000504366","01","01","1700",,,
"Zygaena lonicerae lonicerae","NHMSYS0021143440","01","01","1700",,,
"Platytes cerussella","NHMSYS0021143776","01","01","1700",,,
"Trichopteryx carpinata","NBNSYS0000005972","01","01","1700",,,
"Adela cuprella","NHMSYS0021142163","01","01","1700",,,
"Swammerdamia caesiella","NHMSYS0000504410","01","01","1700",,,
"Leucospilapteryx omissella","NHMSYS0000503055","01","01","1700",,,
"Eupithecia assimilata","NBNSYS0000005920","01","01","1700",,,
"Stigmella oxyacanthella","NHMSYS0000504368","01","01","1700",,,
"Macaria liturata","NBNSYS0100003856","01","01","1700",,,
"Lampronia morosa","NHMSYS0021142174","01","01","1700",,,
"Bisigna procerella","NHMSYS0021142533","01","01","1700",,,
"Argyresthia retinella","NHMSYS0000501385","01","01","1700",,,
"Cochylis nana","NHMSYS0000501797","01","01","1700",,,
"Notocelia incarnatana","NHMSYS0021143315","01","01","1700",,,
"Nematopogon schwarziellus","NHMSYS0000503349","01","01","1700",,,
"Catocala electa","NBNSYS0000006558","01","01","1875",,,
"Philedone gerningana","NHMSYS0021142994","01","01","1700",,,
"Nemophora fasciella","NHMSYS0000503359","01","01","1700",,,
"Aproaerema anthyllidella","NHMSYS0021142621","01","01","1700",,,
"Prays ruficeps","NHMSYS0021142520","01","01","1700",,,
"Ditula angustiorana","NHMSYS0000502196","01","01","1700",,,
"Eilema sororcula","NBNSYS0000006129","01","01","1700",,,
"Scotopteryx luridata","NHMSYS0000521358","01","01","1700",,,
"Scotopteryx mucronata","NBNSYS0000005809","01","01","1700",,,
"Pexicopia malvella","NHMSYS0021142651","01","01","1700",,,
"Scotopteryx bipunctaria","NHMSYS0000521353","01","01","1700",,,
"Idaea serpentata","NBNSYS0000005770","01","01","1700",,,
"Elachista atricomella","NHMSYS0000502297","01","01","1700",,,
"Syncopacma albipalpella","NHMSYS0000504428","01","01","1700","31","12","2011"
"Cnephasia asseclana","NBNSYS0100002495","01","01","1700",,,
"Acleris aspersana","NHMSYS0021143095","01","01","1700",,,
"Coleophora lutipennella","NHMSYS0000501894","01","01","1700",,,
"Caryocolum tricolorella","NHMSYS0000501657","01","01","1700",,,
"Eupsilia transversa","NBNSYS0000006351","01","01","1700",,,
"Chionodes fumatella","NHMSYS0000501754","01","01","1700",,,
"Selagia argyrella","NHMSYS0000504181","01","01","1700",,,
"Idaea sylvestraria","NHMSYS0021143853","01","01","1700",,,
"Melanchra persicariae","NBNSYS0000006246","01","01","1700",,,
"Eupithecia pimpinellata","NHMSYS0021144097","01","01","1700",,,
"Trifurcula squamatella","NBNSYS0100005901","01","01","1700",,,
"Calamotropha paludella","NHMSYS0021143754","01","01","1700",,,
"Pelochrista caecimaculana","NHMSYS0021143285","01","01","1700",,,
"Coleophora discordella","NHMSYS0000501856","01","01","1700",,,
"Cydia ulicetana","NHMSYS0020326909","01","01","1700",,,
"Orthosia miniosa","NHMSYS0021144788","01","01","1700",,,
"Xenolechia aethiops","NHMSYS0000504665","01","01","1946","31","12","1957"
"Scrobipalpa suaedella","NHMSYS0000504154","01","01","1700",,,
"Dichrorampha sequana","NHMSYS0021143336","01","01","1700",,,
"Eupithecia pygmaeata","NHMSYS0021144081","01","01","1700",,,
"Apomyelois bistriatella","NHMSYS0000517188","01","01","1700",,,
"Chesias rufata scotica","NHMSYS0021144146","01","01","1700",,,
"Notocelia tetragonana","NHMSYS0021143310","01","01","1700",,,
"Coleophora nutantella","NHMSYS0021142244","01","01","1700",,,
"Ennomos erosaria","NHMSYS0021144194","01","01","1700",,,
"Chrysocrambus craterella","NHMSYS0000501776","01","01","1700","31","12","1899"
"Colostygia olivata","NHMSYS0021143999","01","01","1700",,,
"Polia nebulosa","NBNSYS0000006241","01","01","1700",,,
"Dialectica scalariella","NHMSYS0001703652","27","09","2004",,,
"Yponomeuta rorrella","NHMSYS0000504690","01","01","1700",,,
"Udea ferrugalis","NHMSYS0000504609","01","01","1700",,,
"Cirrhia ocellaris","NHMSYS0021144707","01","01","1893",,,
"Orthosia gracilis","NHMSYS0021144793","01","01","1700",,,
"Argyresthia glaucinella","NHMSYS0000501374","01","01","1700",,,
"Agrotis trux","NHMSYS0000516938","01","01","1700",,,
"Coleophora wockeella","NHMSYS0000501947","01","01","1700",,,
"Agrotis trux trux","NHMSYS0021144898","01","01","1700",,,
"Acleris hyemana","NHMSYS0000500931","01","01","1700",,,
"Mesapamea secalis","NBNSYS0000006442","01","01","1700",,,
"Amphipoea fucosa paludis","NHMSYS0021144618","01","01","1700",,,
"Dysstroma citrata","NBNSYS0000146496","01","01","1700",,,
"Denisia similella","NBNSYS0100002772","01","01","1700",,,
"Epinotia nisella","NHMSYS0000502442","01","01","1700",,,
"Eupithecia intricata hibernica","NHMSYS0021144111","01","01","1700",,,
"Synanthedon tipuliformis","NBNSYS0000005688","01","01","1700",,,
"Hyphoraia testudinaria","NHMSYS0021144400","29","05","2005",,,
"Lithosia quadra","NBNSYS0000006137","01","01","1700",,,
"Luperina nickerlii leechi","NHMSYS0021144625","01","01","1974",,,
"Lasiocampa quercus","NBNSYS0000005707","01","01","1700",,,
"Tortrix viridana","NHMSYS0021143070","01","01","1700",,,
"Argyresthia arceuthina","NHMSYS0000501360","01","01","1700",,,
"Idaea straminata","NBNSYS0000005788","01","01","1700",,,
"Spodoptera littoralis","NBNSYS0000006491","01","09","1960",,,
"Hydriomena ruberata","NHMSYS0021143965","01","01","1700",,,
"Phyllonorycter distentella","NHMSYS0000503773","01","01","1700",,,
"Agonopterix carduella","NHMSYS0021142585","01","01","1700",,,
"Meganola strigula","NHMSYS0021144953","01","01","1700",,,
"Agrotis puta puta","NHMSYS0021144900","01","01","1700",,,
"Archips betulana","NHMSYS0021143001","01","01","1700","31","12","1912"
"Callisto coffeella","NHMSYS0000501594","01","01","1700",,,
"Grapholita lathyrana","NHMSYS0021143371","01","01","1700",,,
"Phyllonorycter joannisi","NHMSYS0021142452","01","01","1700",,,
"Aporophyla australis pascuea","NHMSYS0021144768","01","01","1700",,,
"Agonopterix rotundella","NHMSYS0000501071","01","01","1700",,,
"Scopula nigropunctata","NBNSYS0000005757","01","01","1700",,,
"Elachista alpinella","NHMSYS0000502294","01","01","1700",,,
"Stigmella hemargyrella","NHMSYS0000504355","01","01","1700",,,
"Colotois pennaria","NHMSYS0000501963","01","01","1700",,,
"Elachista collitella","NHMSYS0021142258","01","01","1700",,,
"Polymixis xanthomista xanthomista","NHMSYS0021144776","01","01","1700",,,
"Parectopa ononidis","NHMSYS0000503630","01","01","1700",,,
"Diplodoma laichartingella","NHMSYS0021142185","01","01","1700",,,
"Friedlanderia cicatricella","NHMSYS0000516769","01","01","1700",,,
"Stigmella pyri","NHMSYS0000504376","01","01","1700",,,
"Hada plebeja","NHMSYS0000502789","01","01","1700",,,
"Syncopacma albifrontella","NHMSYS0001703664","05","06","2001",,,
"Clavigesta purdeyi","NHMSYS0000501302","01","01","1700",,,
"Eana penziana penziana","NHMSYS0021143048","01","01","1700",,,
"Mecyna flavalis","NHMSYS0021143730","01","01","1700",,,
"Callopistria juventina","NBNSYS0000006404","16","05","1959",,,
"Gluphisia crenata","NBNSYS0000006102","01","06","1839",,,
"Eublemma parva","NHMSYS0021144444","01","01","1700",,,
"Phyllonorycter kuhlweiniella","NBNSYS0100004618","01","01","1700",,,
"Strophedra nitidana","NHMSYS0000504405","01","01","1700",,,
"Phyllonorycter quinqueguttella","NHMSYS0000503798","01","01","1700",,,
"Gelechia nigra","NHMSYS0000502708","01","01","1700",,,
"Apotomis sauciana","NHMSYS0000517208","01","01","1700",,,
"Choreutis diana","NHMSYS0021142982","01","01","1700",,,
"Scrobipalpa stangei","NHMSYS0000504153","01","01","1700","31","12","1889"
"Scoparia basistrigalis","NHMSYS0000504119","01","01","1700",,,
"Acleris abietana","NHMSYS0021143078","01","01","1700",,,
"Blastobasis adustella","NHMSYS0020326904","01","01","1700",,,
"Delplanqueia inscriptella","NHMSYS0021162645","01","01","1700",,,
"Bucculatrix albedinella","NHMSYS0021142408","01","01","1700",,,
"Eupithecia millefoliata","NHMSYS0000502610","01","01","1933",,,
"Ectoedemia arcuatella","NHMSYS0000502265","01","01","1700",,,
"Phalonidia affinitana","NHMSYS0000503704","01","01","1700",,,
"Asthena albulata","NBNSYS0000005966","01","01","1700",,,
"Capperia britanniodactylus","NHMSYS0021142927","01","01","1700",,,
"Pammene trauniana","NHMSYS0021143391","01","01","1700",,,
"Coleophora laricella","NHMSYS0021142205","01","01","1700",,,
"Acasis viretata","NHMSYS0021144153","01","01","1700",,,
"Caradrina morpheus","NBNSYS0000006492","01","01","1700",,,
"Coleophora conyzae","NHMSYS0000501850","01","01","1700",,,
"Amphipoea fucosa","NHMSYS0000516998","01","01","1700",,,
"Elachista eleochariella","NHMSYS0021142305","01","01","1700",,,
"Pennisetia hylaeiformis","NHMSYS0020695694","01","10","2007",,,
"Gnophos dumetata dumetata","NHMSYS0021144287","01","08","1991",,,
"Gynnidomorpha permixtana","NBNSYS0100003314","01","01","1700",,,
"Achlya flavicornis scotica","NHMSYS0021143803","01","01","1700",,,
"Peribatodes ilicaria","NHMSYS0021144230","27","08","1990",,,
"Conisania andalusica","NHMSYS0021167189","01","01","1700",,,
"Hypena lividalis","NHMSYS0021157662","09","11","2015",,,
"Dichomeris acuminatus","NHMSYS0021168887","01","09","2016",,,
"Incurvaria pectinea","NHMSYS0000502943","01","01","1700",,,
"Eupithecia haworthiata","NHMSYS0000502600","01","01","1700",,,
"Epermenia falciformis","NBNSYS0100003026","01","01","1700",,,
"Apocheima hispidaria","NHMSYS0021144212","01","01","1700",,,
"Eana osseana","NHMSYS0000502247","01","01","1700",,,
"Agriphila straminella","NHMSYS0021143766","01","01","1700",,,
"Daphnis nerii","NBNSYS0000006073","01","01","1700",,,
"Coleophora hydrolapathella","NHMSYS0000501875","01","01","1700",,,
"Ectoedemia quinquella","NHMSYS0000502276","01","01","1700",,,
"Eilema pygmaeola pallifrons","NHMSYS0021144422","01","01","1700",,,
"Coleophora tricolor","NHMSYS0000501933","01","01","1700",,,
"Phyllocnistis ramulicola","NHMSYS0020973889","01","01","1700",,,
"Depressaria albipunctella","NHMSYS0021142601","01","01","1700",,,
"Cydia inquinatana","NHMSYS0021143360","01","01","1700",,,
"Cabera pusaria","NBNSYS0000006047","01","01","1700",,,
"Agrotis herzogi","NBNSYS0100001446","22","11","1995",,,
"Cucullia chamomillae","NHMSYS0021144520","01","01","1700",,,
"Galleria mellonella","NHMSYS0000502701","01","01","1700",,,
"Chrysodeixis chalcites","NHMSYS0021144468","01","01","1943",,,
"Grapholita gemmiferana","NHMSYS0021143369","01","01","1700",,,
"Agrochola lychnidis","NHMSYS0021144710","01","01","1700",,,
"Glyphipterix fuscoviridella","NHMSYS0000502735","01","01","1700",,,
"Noctua janthe","NHMSYS0000503389","01","01","1700",,,
"Cydia medicaginis","NHMSYS0021143350","01","01","1700",,,
"Cydia indivisa","NHMSYS0021143355","01","01","1700",,,
"Xanthorhoe montanata","NHMSYS0000520993","01","01","1700",,,
"Acrobasis consociella","NHMSYS0021143656","01","01","1700",,,
"Xestia stigmatica","NHMSYS0021144935","01","01","1700",,,
"Cosmopterix schmidiella","NHMSYS0000501997","01","01","1700","31","12","1901"
"Paracorsia repandalis","NHMSYS0021143702","01","01","1700",,,
"Diarsia mendica","NHMSYS0000519388","01","01","1700",,,
"Dichomeris juniperella","NHMSYS0000502153","01","01","1700",,,
"Polymixis lichenea","NHMSYS0000520013","01","01","1700",,,
"Dichonioxa tenebrosa","NHMSYS0021144763","19","09","2006",,,
"Oidaematophorus lithodactyla","NHMSYS0000503464","01","01","1700",,,
"Tholera cespitis","NHMSYS0021144801","01","01","1700",,,
"Phyllonorycter roboris","NHMSYS0000503801","01","01","1700",,,
"Mormo maura","NBNSYS0000006396","01","01","1700",,,
"Helicoverpa armigera","NHMSYS0021144542","01","01","1700",,,
"Acleris variegana","NHMSYS0021143094","01","01","1700",,,
"Gnophos dumetata hibernica","NHMSYS0021144288","01","08","1991",,,
"Acleris caledoniana","NHMSYS0000500924","01","01","1700",,,
"Colostygia multistrigaria","NBNSYS0000005855","01","01","1700",,,
"Pachetra sagittigera britannica","NHMSYS0021144812","01","01","1700","31","12","1963"
"Depressaria radiella","NHMSYS0021126889","01","01","1700",,,
"Chionodes distinctella","NHMSYS0000501753","01","01","1700",,,
"Isturgia limbaria","NBNSYS0000005990","01","01","1700","31","12","1914"
"Ypsolopha asperella","NHMSYS0000504696","01","01","1700",,,
"Xestia triangulum","NBNSYS0000006219","01","01","1700",,,
"Epinotia pygmaeana","NHMSYS0021143267","01","01","1700",,,
"Chiasmia clathrata clathrata","NHMSYS0021144171","01","01","1700",,,
"Ectoedemia occultella","NHMSYS0000502275","01","01","1700",,,
"Pselnophorus heterodactyla","NHMSYS0000503933","01","01","1700",,,
"Eriopygodes imbecilla","NBNSYS0000006268","30","07","1972",,,
"Coleophora virgaureae","NHMSYS0000501945","01","01","1700",,,
"Phyllonorycter ulicicolella","NHMSYS0000503818","01","01","1700",,,
"Ligdia adustata","NHMSYS0021144163","01","01","1700",,,
"Eublemma ostrina","NHMSYS0021144443","01","01","1700",,,
"Melanthia procellata","NHMSYS0021144045","01","01","1700",,,
"Gelechia senticetella","NHMSYS0000502712","01","01","1700",,,
"Euchoeca nebulata","NBNSYS0000005965","01","01","1700",,,
"Apamea furva furva","NHMSYS0021144675","01","01","1700",,,
"Cydia coniferana","NHMSYS0021143354","01","01","1700",,,
"Eudemis profundana","NHMSYS0021143153","01","01","1700",,,
"Xylena solidaginis","NHMSYS0021144740","01","01","1700",,,
"Agdistis meridionalis","NBNSYS0100001387","01","01","1700",,,
"Scythris empetrella","NHMSYS0000504162","01","01","1700",,,
