"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Coleophora albicosta","NHMSYS0000501821","21","04","07","08","Adult"
"Lithophane consocia","NHMSYS0001703673","31","05","01","09","Adult"
"Elophila rivulalis","NHMSYS0021297294","21","05","07","08","Adult"
"Lithophane ornitopus","NHMSYS0000520798","31","05","15","09","Adult"
"Dichrorampha acuminatana","NHMSYS0000502158","01","05","30","09","Adult"
"Archanara neurica","NHMSYS0021144637","01","07","15","08","Adult"
"Cydia pomonella","NHMSYS0000502069","01","05","30","09","Adult"
"Idaea biselata","NBNSYS0000005775","01","06","15","10","Adult"
"Eulithis populata","NBNSYS0000005836","01","06","07","10","Adult"
"Polia bombycina","NBNSYS0000006239","01","06","31","07","Adult"
"Lithophane leautieri","NHMSYS0000520793","01","09","30","11","Adult"
"Monopis fenestratella","NHMSYS0000503286","01","05","31","08","Adult"
"Pechipogo strigilata","NHMSYS0000503655","07","05","21","07","Adult"
"Neofriseria peliella","NHMSYS0000503366","15","06","31","08","Adult"
"Acosmetia caliginosa","NHMSYS0021144548","15","05","15","07","Adult"
"Petrophora chlorosata","NBNSYS0000005993","15","04","07","08","Adult"
"Acontia trabealis","NHMSYS0021144491","15","06","30","09","Adult"
"Pammene rhediella","NHMSYS0000503565","01","04","30","06","Adult"
"Cilix glaucata","NBNSYS0000005723","01","04","30","09","Adult"
"Stenoptilia annadactyla","NHMSYS0020547811","01","05","31","08","Adult"
"Eudonia lineola","NHMSYS0000502555","21","06","07","09","Adult"
"Senta flammea","NBNSYS0000006302","21","04","15","08","Adult"
"Ectoedemia hannoverella","NHMSYS0001703656","01","05","30","06","Adult"
"Cirrhia icteritia","NHMSYS0021144703","21","07","07","11","Adult"
"Apamea remissa","NHMSYS0021144661","01","05","31","08","Adult"
"Dysstroma truncata concinnata","NHMSYS0021143995","01","05","30","11","Adult"
"Coleophora limoniella","NHMSYS0021142810","21","06","31","08","Adult"
"Rhizedra lutosa","NHMSYS0021144629","15","07","15","11","Adult"
"Aspilapteryx tringipennella","NHMSYS0000501407","01","04","30","09","Adult"
"Phaulernis fulviguttella","NHMSYS0000503710","21","06","30","09","Adult"
"Paracrania chrysolepidella","NHMSYS0021142335","01","04","30","04","Adult"
"Syngrapha interrogationis","NBNSYS0000006552","15","06","15","09","Adult"
"Infurcitinea captans","NHMSYS0020979380","01","07","31","07","Adult"
"Hemistola chrysoprasaria","NHMSYS0021144321","21","05","30","09","Adult"
"Bryotropha basaltinella","NHMSYS0000501547","15","05","07","09","Adult"
"Stigmella assimilella","NHMSYS0000504330","01","06","31","07","Adult"
"Scrobipalpa pauperella","NBNSYS0000005366","21","05","07","07","Adult"
"Synanthedon formicaeformis","NHMSYS0021143407","15","05","21","08","Adult"
"Pechipogo plumigeralis","NHMSYS0021144430","15","06","31","10","Adult"
"Bactra robustana","NHMSYS0000501441","01","05","07","09","Adult"
"Agonopterix pallorella","NHMSYS0000501065","01","06","31","07","Adult"
"Spodoptera cilium","NHMSYS0021144566","15","09","07","11","Adult"
"Pseudotelphusa paripunctella","NBNSYS0100004937","15","05","31","07","Adult"
"Nemapogon ruricolella","NHMSYS0000503340","01","06","31","08","Adult"
"Sphinx pinastri","NHMSYS0021143836","15","04","15","09","Adult"
"Swammerdamia compunctella","NHMSYS0000504411","01","06","31","07","Adult"
"Cydia cosmophorana","NHMSYS0000502059","01","05","31","07","Adult"
"Stigmella floslactella","NHMSYS0000504352","01","05","31","08","Adult"
"Argyresthia ivella","NHMSYS0000501378","01","07","31","08","Adult"
"Dichomeris marginella","NHMSYS0000502154","07","06","31","08","Adult"
"Nycterosea obstipata","NHMSYS0021143912","01","04","15","12","Adult"
"Helcystogramma lutatella","NBNSYS0100003379","01","07","31","08","Adult"
"Spatalistis bifasciana","NHMSYS0021143068","01","05","31","07","Adult"
"Ipimorpha retusa","NHMSYS0000502954","21","06","07","09","Adult"
"Achlya flavicornis flavicornis","NHMSYS0021143801","15","02","15","05","Adult"
"Perizoma minorata","NHMSYS0000522447","07","06","15","08","Adult"
"Aethes williana","NHMSYS0000501019","01","05","31","08","Adult"
"Stigmella basiguttella","NHMSYS0000504338","01","05","31","08","Adult"
"Rhopobota naevana","NHMSYS0021143246","01","06","07","10","Adult"
"Peridea anceps","NBNSYS0000006091","01","04","30","06","Adult"
"Argyresthia glabratella","NHMSYS0000501373","01","05","07","07","Adult"
"Stigmella ruficapitella","NHMSYS0000504380","01","05","31","08","Adult"
"Ectoedemia sericopeza","NBNSYS0100002916","21","04","07","09","Adult"
"Eupithecia satyrata curzoni","NHMSYS0021144114","15","04","07","08","Adult"
"Anacampsis temerella","NHMSYS0000501227","15","06","15","08","Adult"
"Korscheltellus lupulina","NHMSYS0021142343","01","05","31","07","Adult"
"Xanthorhoe designata","NBNSYS0000005795","01","04","15","10","Adult"
"Chrysoteuchia culmella","NHMSYS0000501786","01","05","31","10","Adult"
"Cnaemidophorus rhododactyla","NHMSYS0021142921","21","06","31","08","Adult"
"Stathmopoda pedella","NHMSYS0000504300","01","06","15","08","Adult"
"Deltote deceptoria","NBNSYS0000006517","01","05","30","06","Adult"
"Syncopacma taeniolella","NHMSYS0000504434","15","06","31","08","Adult"
"Eilema caniola","NHMSYS0021144420","01","06","15","10","Adult"
"Ectoedemia atricollis","NHMSYS0000502268","01","06","30","06","Adult"
"Scrobipalpa costella","NHMSYS0000504142","01","01","31","12","Adult"
"Hydria undulata","NHMSYS0021144037","01","06","31","08","Adult"
"Eublemma minutata","NBNSYS0000006515","01","05","31","08","Adult"
"Idaea humiliata","NBNSYS0000005779","01","07","31","07","Adult"
"Eupithecia centaureata","NHMSYS0021144104","15","04","30","09","Adult"
"Furcula bicuspis","NBNSYS0000006082","15","04","21","08","Adult"
"Gastropacha quercifolia","NBNSYS0000005714","01","06","07","08","Adult"
"Thera juniperata","NBNSYS0000005851","15","08","30","11","Adult"
"Eupoecilia angustana","NHMSYS0000520073","01","05","30","09","Adult"
"Ypsolopha alpella","NHMSYS0021142479","01","07","31","10","Adult"
"Eupithecia plumbeolata","NBNSYS0000005896","01","05","21","07","Adult"
"Coleophora salinella","NHMSYS0000501917","01","07","31","08","Adult"
"Yponomeuta plumbella","NHMSYS0021142460","01","07","30","09","Adult"
"Coleophora lusciniaepennella","NBNSYS0100002527","01","06","31","07","Adult"
"Cucullia verbasci","NBNSYS0000006314","21","03","07","07","Adult"
"Cacoecimorpha pronubana","NHMSYS0021143019","15","04","15","12","Adult"
"Argyresthia spinosella","NBNSYS0100001647","01","05","31","07","Adult"
"Eupithecia abbreviata","NBNSYS0000005940","01","02","30","06","Adult"
"Acherontia atropos","NBNSYS0000006064","21","04","07","11","Adult"
"Eucosma metzneriana","NHMSYS0000502538","01","05","31","07","Adult"
"Xanthorhoe biriviata","NBNSYS0000005794","15","03","07","09","Adult"
"Monopis weaverella","NHMSYS0000503293","01","04","30","09","Adult"
"Cornutiplusia circumflexa","NBNSYS0100002578","01","01","31","12","Adult"
"Hedya pruniana","NHMSYS0021143168","01","05","31","08","Adult"
"Sideridis reticulata","NHMSYS0021167201","01","05","31","07","Adult"
"Zygaena viciae argyllensis","NHMSYS0021143436","15","06","07","07","Adult"
"Pempelia palumbella","NHMSYS0021143639","15","05","30","09","Adult"
"Adscita statices","NBNSYS0000005663","07","05","07","08","Adult"
"Evergestis pallidata","NHMSYS0000502670","21","06","31","08","Adult"
"Pediasia aridella","NBNSYS0000026848","21","05","31","08","Adult"
"Thera juniperata orcadensis","NHMSYS0021143980","15","09","15","11","Adult"
"Dyscia fagaria","NBNSYS0000006061","15","04","31","08","Adult"
"Crocidosema plebejana","NHMSYS0000502025","01","01","31","12","Adult"
"Idaea muricata","NBNSYS0000005771","15","06","31","07","Adult"
"Selidosema brunnearia scandinaviaria","NHMSYS0021144236","01","07","07","09","Adult"
"Orgyia recens","NHMSYS0021144385","15","06","07","07","Adult"
"Coleophora lutipennella/flavipennella","NHMSYS0020083406","15","05","15","08","Adult"
"Ancylis badiana","NHMSYS0021143235","15","04","30","09","Adult"
"Tinea pallescentella","NHMSYS0000504537","01","01","31","12","Adult"
"Agrotis ipsilon","NBNSYS0000006177","01","02","31","12","Adult"
"Salebriopsis albicilla","NHMSYS0000504078","15","05","31","07","Adult"
"Gypsonoma minutana","NHMSYS0021143296","01","07","07","09","Adult"
"Celypha lacunana","NBNSYS0100002225","01","05","30","11","Adult"
"Eucosma lacteana","NBNSYS0100003090","01","07","31","08","Adult"
"Agriphila inquinatella","NHMSYS0021143764","15","06","30","09","Adult"
"Mamestra brassicae","NBNSYS0000006245","15","04","15","10","Adult"
"Notocelia rosaecolana","NHMSYS0021143317","21","05","31","07","Adult"
"Stigmella incognitella","NBNSYS0100005604","01","05","31","08","Adult"
"Aethes fennicana","NHMSYS0021167174","01","08","31","08","Adult"
"Cochylimorpha alternana","NHMSYS0000501790","01","07","31","08","Adult"
"Caryocolum huebneri","NHMSYS0000501650","01","07","31","08","Adult"
"Pasiphila rectangulata","NBNSYS0100004490","07","05","21","08","Adult"
"Acrobasis suavella","NHMSYS0021128191","21","05","07","09","Adult"
"Bucculatrix frangutella","NBNSYS0100002133","01","06","31","07","Adult"
"Depressaria sordidatella","NHMSYS0000502129","01","07","07","09","Adult"
"Thiodia citrana","NHMSYS0021143243","01","06","31","08","Adult"
"Pyroderces argyrogrammos","NHMSYS0001703662","01","05","31","05","Adult"
"Aporophyla australis australis","NHMSYS0021144767","21","08","31","10","Adult"
"Pseudenargia ulicis","NBNSYS0000006403","01","08","31","10","Adult"
"Parornix anglicella","NHMSYS0000503642","01","04","30","09","Adult"
"Psyche casta","NHMSYS0000503960","15","05","15","08","Adult"
"Argyresthia brockeella","NHMSYS0021142503","21","05","31","08","Adult"
"Mythimna litoralis","NBNSYS0000006294","15","05","15","10","Adult"
"Leucoptera lotella","NHMSYS0021142514","01","05","31","08","Adult"
"Euxoa obelisca obelisca","NHMSYS0021144885","15","07","30","09","Adult"
"Photedes captiuncula captiuncula","NHMSYS0021144645","21","05","15","08","Adult"
"Cryphia algae","NBNSYS0000006387","21","06","15","09","Adult"
"Hadena compta","NHMSYS0021144848","07","05","15","09","Adult"
"Euplagia quadripunctaria","NBNSYS0000006153","01","07","15","09","Adult"
"Acleris sparsana","NHMSYS0021143079","01","04","31","07","Adult"
"Hyphantria cunea","NHMSYS0021157674","01","05","30","09","Adult"
"Catocala fraxini","NBNSYS0000006556","07","08","07","11","Adult"
"Diarsia mendica thulei","NHMSYS0021144912","07","05","21","09","Adult"
"Mythimna conigera","NHMSYS0021144861","21","05","07","09","Adult"
"Ectoedemia louisella","NBNSYS0100002914","01","05","31","10","Adult"
"Peribatodes secundaria","NHMSYS0021144229","21","06","21","07","Adult"
"Epinotia maculana","NHMSYS0000502437","01","08","31","10","Adult"
"Emmelina argoteles","NHMSYS0020732915","01","05","31","10","Adult"
"Eupithecia linariata","NHMSYS0021144079","01","05","30","09","Adult"
"Cadra cautella","NHMSYS0021109627","01","01","30","11","Adult"
"Mompha divisella","NHMSYS0000503252","01","07","31","07","Adult"
"Arctia villica britannica","NHMSYS0021144398","21","04","15","07","Adult"
"Cucullia lychnitis","NBNSYS0000006312","21","05","21","08","Adult"
"Ptilodon capucina","NBNSYS0000006094","15","04","15","09","Adult"
"Macrochilo cribrumalis","NHMSYS0000503145","01","06","31","08","Adult"
"Diarsia mendica mendica","NHMSYS0021144908","07","05","21","09","Adult"
"Phigalia pilosaria","NHMSYS0021144213","30","04","31","10","Adult"
"Phyllonorycter platani","NBNSYS0100004619","01","05","30","09","Adult"
"Coleophora lithargyrinella","NHMSYS0000501892","01","06","31","07","Adult"
"Acleris schalleriana","NHMSYS0000500944","01","01","31","12","Adult"
"Hypomecis roboraria","NHMSYS0021144245","07","05","15","08","Adult"
"Coleophora taeniipennella","NHMSYS0000501929","01","06","31","07","Adult"
"Agonopterix astrantiae","NHMSYS0000501047","01","07","31","08","Adult"
"Monochroa niphognatha","NHMSYS0000503278","15","06","15","07","Adult"
"Buckleria paludum","NBNSYS0000027027","01","06","31","08","Adult"
"Dichomeris alacella","NBNSYS0100002796","01","07","15","08","Adult"
"Euproctis similis","NBNSYS0000006116","01","06","31","10","Adult"
"Theria primaria","NBNSYS0000006052","21","04","21","12","Adult"
"Xestia alpicola alpicola","NHMSYS0021144945","21","06","15","08","Adult"
"Eilema griseola","NHMSYS0021144417","01","06","30","09","Adult"
"Batia lunaris","NHMSYS0000501453","01","06","31","08","Adult"
"Coleophora albidella","NHMSYS0021142842","01","06","31","08","Adult"
"Mirificarma mulinella","NHMSYS0000503247","15","07","15","09","Adult"
"Dasypolia templi","NBNSYS0000006322","21","05","21","08","Adult"
"Trichoplusia ni","NHMSYS0021144463","01","02","21","12","Adult"
"Celypha aurofasciana","NBNSYS0100002223","01","06","31","08","Adult"
"Endotricha flammealis","NHMSYS0021143701","15","06","31","10","Adult"
"Pungeleria capreolaria","NHMSYS0021125337","01","05","30","09","Adult"
"Elachista littoricola","NHMSYS0000502312","01","06","30","06","Adult"
"Psamathocrita argentella","NHMSYS0000503929","01","06","15","07","Adult"
"Malacosoma neustria","NBNSYS0000005703","01","06","31","08","Adult"
"Phthorimaea operculella","NBNSYS0100004596","21","06","30","09","Adult"
"Sideridis rivularis","NHMSYS0021144830","15","04","30","09","Adult"
"Sterrhopterix fusca","NBNSYS0000025782","01","06","31","07","Adult"
"Thumatha senex","NHMSYS0021144411","01","06","31","08","Adult"
"Nola cucullatella","NBNSYS0000006163","01","06","30","09","Adult"
"Hellinsia chrysocomae","NBNSYS0100003432","21","06","30","09","Adult"
"Ectoedemia rubivora","NHMSYS0000502277","01","06","31","07","Adult"
"Batrachedra praeangusta","NHMSYS0000501457","01","06","07","10","Adult"
"Zygaena loti loti","NHMSYS0021143427","01","06","15","07","Adult"
"Lobesia reliquana","NHMSYS0021143198","01","05","30","06","Adult"
"Caloptilia honoratella","NHMSYS0021297289","01","04","30","09","Adult"
"Acronicta psi/tridens","NHMSYS0001703742","15","04","15","09","Adult"
"Xanthorhoe decoloraria decoloraria","NHMSYS0021143915","07","05","15","09","Adult"
"Ancylosis cinnamomella","NHMSYS0001703758","01","08","31","08","Adult"
"Notodonta tritophus","NBNSYS0100004290","15","07","15","08","Adult"
"Lithophane lamda","NBNSYS0000006332","01","09","31","10","Adult"
"Pseudococcyx turionella","NBNSYS0100004909","01","05","30","06","Adult"
"Coleophora peribenanderi","NHMSYS0000501911","01","05","31","08","Adult"
"Phyllonorycter cavella","NHMSYS0000503763","01","05","31","07","Adult"
"Agonopterix nervosa","NHMSYS0000501063","21","06","31","10","Adult"
"Monochroa lutulentella","NHMSYS0000503276","01","06","31","08","Adult"
"Coleophora calycotomella","NHMSYS0021142830","01","06","31","07","Adult"
"Coleophora galbulipennella","NHMSYS0000501866","01","07","31","08","Adult"
"Falseuncaria ruficiliana","NHMSYS0000502685","21","04","31","08","Adult"
"Catoptria margaritella","NHMSYS0021143770","01","06","07","09","Adult"
"Caryocolum vicinella","NHMSYS0000501658","21","06","15","09","Adult"
"Ephestia kuehniella","NHMSYS0000502400","01","02","31","12","Adult"
"Leucoptera sinuella","NBNSYS0100003745","01","06","31","08","Adult"
"Selidosema brunnearia tyronensis","NHMSYS0021144237","01","07","07","09","Adult"
"Moma alpium","NBNSYS0000006372","07","05","21","07","Adult"
"Monochroa suffusella","NHMSYS0000503281","15","05","07","08","Adult"
"Tenaga nigripunctella","NHMSYS0000504471","01","06","30","09","Adult"
"Niditinea striolella","NHMSYS0021142392","01","05","31","07","Adult"
"Lozotaenia forsterana","NHMSYS0000503099","01","05","31","08","Adult"
"Aroga velocella","NHMSYS0000501403","21","04","07","09","Adult"
"Phyllonorycter insignitella","NHMSYS0000503780","01","05","31","08","Adult"
"Perizoma minorata minorata","NHMSYS0021144054","07","06","15","08","Adult"
"Lycia lapponaria scotica","NHMSYS0021144216","21","03","07","05","Adult"
"Dioryctria simplicella","NBNSYS0100002848","15","05","30","09","Adult"
"Acompsia cinerella","NHMSYS0000500952","21","05","07","09","Adult"
"Crypsedra gemmea","NHMSYS0021144604","01","07","30","09","Adult"
"Stigmella torminalis","NHMSYS0000504392","01","05","30","06","Adult"
"Cnephasia longana","NHMSYS0000501335","01","06","31","08","Adult"
"Syncopacma larseniella","NHMSYS0021142616","01","06","07","08","Adult"
"Agonopterix capreolella","NHMSYS0000501050","01","06","31","07","Adult"
"Spargania luctuata","NHMSYS0021143955","01","05","31","08","Adult"
"Ostrinia nubilalis","NHMSYS0000503527","21","05","30","09","Adult"
"Celypha cespitana","NHMSYS0021143174","21","05","07","09","Adult"
"Stigmella anomalella","NHMSYS0000504329","01","05","31","08","Adult"
"Hydraecia osseola hucherardi","NHMSYS0021144615","21","08","30","09","Adult"
"Pammene albuginana","NHMSYS0000503551","01","05","31","07","Adult"
"Cochylis hybridella","NHMSYS0021143144","01","06","30","09","Adult"
"Chrysoesthia sexguttella","NHMSYS0000501782","15","04","31","08","Adult"
"Eupithecia trisignaria","NHMSYS0000502623","01","05","31","08","Adult"
"Crambus lathoniellus","NHMSYS0000502012","01","05","31","08","Adult"
"Heliothis maritima warneckei","NHMSYS0021144538","07","06","15","07","Adult"
"Agonopterix purpurea","NHMSYS0000501069","01","07","31","07","Adult"
"Perizoma bifaciata","NBNSYS0000005884","21","06","07","09","Adult"
"Nemophora cupriacella","NHMSYS0021142160","01","06","07","08","Adult"
"Mompha jurassicella","NHMSYS0000503256","01","06","31","08","Adult"
"Spilosoma lutea","NHMSYS0021144388","15","04","30","09","Adult"
"Eupithecia denotata denotata","NHMSYS0021144126","15","05","15","08","Adult"
"Idaea ochrata","NHMSYS0000520553","07","06","21","07","Adult"
"Apamea unanimis","NHMSYS0021144672","15","05","15","08","Adult"
"Rhyacionia pinicolana","NHMSYS0021143324","01","06","31","08","Adult"
"Apotomis capreana","NHMSYS0021143160","21","05","30","09","Adult"
"Uresiphita reversalis","NHMSYS0021143711","01","09","30","09","Adult"
"Acleris lipsiana","NHMSYS0021143106","01","06","31","07","Adult"
"Stigmella aurella","NHMSYS0000504333","01","04","30","09","Adult"
"Aplasta ononaria","NBNSYS0000005737","07","06","07","09","Adult"
"Eriogaster lanestris","NBNSYS0000005702","21","02","07","05","Adult"
"Arctornis l-nigrum","NHMSYS0000501296","01","07","15","07","Adult"
"Coleophora atriplicis","NHMSYS0021142223","01","06","31","08","Adult"
"Capua vulgana","NHMSYS0000501634","01","04","31","07","Adult"
"Metzneria aestivella","NHMSYS0000503221","21","06","15","08","Adult"
"Scopula ornata","NBNSYS0000005760","15","04","07","09","Adult"
"Ancylis geminana","NHMSYS0000501097","01","05","31","08","Adult"
"Callimorpha dominula","NBNSYS0000006154","15","05","31","07","Adult"
"Autographa jota","NBNSYS0000006548","15","05","15","09","Adult"
"Agonopterix atomella","NHMSYS0021142583","21","04","07","07","Adult"
"Micropterix tunbergella","NHMSYS0000503233","01","04","30","06","Adult"
"Euxoa tritici","NBNSYS0000006167","15","06","30","09","Adult"
"Polia hepatica","NBNSYS0000154404","01","06","31","07","Adult"
"Lithophane furcifera furcifera","NHMSYS0021144729","31","05","01","09","Adult"
"Endothenia oblongana","NHMSYS0000502365","01","05","07","09","Adult"
"Cnephasia incertana","NHMSYS0000501333","07","05","21","08","Adult"
"Coptotriche marginea","NHMSYS0021142180","15","04","15","09","Adult"
"Assara terebrella","NHMSYS0000501411","21","05","07","10","Adult"
"Ancylolomia tentaculella","NHMSYS0000501240","01","07","31","08","Adult"
"Coleophora ahenella","NHMSYS0021142826","21","05","30","06","Adult"
"Coleophora hemerobiella","NHMSYS0000501873","15","06","15","08","Adult"
"Agonopterix kuznetzovi","NHMSYS0000501058","01","06","21","07","Adult"
"Udea lutealis","NHMSYS0021143724","21","06","30","09","Adult"
"Caryocolum blandulella","NHMSYS0000501648","15","07","31","08","Adult"
"Zanclognatha lunalis","NBNSYS0100006031","01","07","21","07","Adult"
"Pandemis corylana","NHMSYS0000503576","15","06","31","10","Adult"
"Elophila nymphaeata","NHMSYS0000502346","21","05","30","09","Adult"
"Argyresthia goedartella","NHMSYS0000501375","01","05","31","10","Adult"
"Yponomeuta malinellus","NHMSYS0000504687","15","06","15","09","Adult"
"Xanthorhoe fluctuata thules","NHMSYS0021143919","01","04","31","10","Adult"
"Korscheltellus fusconebulosa","NHMSYS0021142344","15","05","21","08","Adult"
"Cyclophora annularia","NBNSYS0100002702","15","04","15","09","Adult"
"Lycia hirtaria","NBNSYS0000006018","15","02","07","06","Adult"
"Scythris inspersella","NHMSYS0021142883","01","07","31","08","Adult"
"Coleophora vibicigerella","NHMSYS0000501942","21","06","07","07","Adult"
"Phyllonorycter schreberella","NHMSYS0000503808","01","05","31","08","Adult"
"Stenoptilia bipunctidactyla","NHMSYS0000504309","01","05","31","10","Adult"
"Catoptria permutatellus","NHMSYS0021143768","21","06","15","09","Adult"
"Chrysoclista lathamella","NBNSYS0100002419","01","06","31","08","Adult"
"Hecatera bicolorata","NBNSYS0000006255","01","05","31","08","Adult"
"Platyptilia calodactyla","NHMSYS0021142891","01","06","31","07","Adult"
"Lampronia flavimitrella","NHMSYS0021142176","01","05","30","06","Adult"
"Stigmella regiella","NHMSYS0000504377","01","05","30","06","Adult"
"Epinotia crenana","NHMSYS0021143266","01","05","31","07","Adult"
"Dryobotodes roboris","NHMSYS0021144761","01","09","30","11","Adult"
"Thysanoplusia daubei","NHMSYS0021158212","01","05","31","12","Adult"
"Eudonia mercurella","NHMSYS0000502556","15","04","15","10","Adult"
"Scythris cicadella","NHMSYS0000504160","01","07","31","07","Adult"
"Perconia strigillaria","NHMSYS0021144306","15","05","21","07","Adult"
"Gymnancyla canella","NHMSYS0021143662","21","05","30","09","Adult"
"Panolis flammea","NHMSYS0021144783","15","02","30","06","Adult"
"Hippotion celerio","NBNSYS0000006079","07","08","07","12","Adult"
"Lymantria monacha","NBNSYS0000006119","21","06","30","09","Adult"
"Gluphisia crenata crenata","NHMSYS0021144359","15","06","07","08","Adult"
"Xylena vetusta","NHMSYS0021144742","07","06","21","08","Adult"
"Protoschinia scutosa","NHMSYS0021144534","21","07","07","09","Adult"
"Xystophora pulveratella","NHMSYS0000504676","01","05","30","06","Adult"
"Acrobasis repandana","NHMSYS0021143654","01","06","07","09","Adult"
"Lacanobia contigua","NHMSYS0021144816","01","05","31","07","Adult"
"Scrobipalpa artemisiella","NHMSYS0000504139","21","05","31","08","Adult"
"Acleris literana","NHMSYS0000500936","01","06","15","07","Adult"
"Mythimna favicolor","NBNSYS0000006293","07","05","30","09","Adult"
"Grapholita orobana","NHMSYS0021143368","01","07","31","08","Adult"
"Cochylis molliculana","NHMSYS0000501796","01","05","30","09","Adult"
"Dahlica lichenella","NHMSYS0000502086","01","04","31","05","Adult"
"Larentia clavaria","NBNSYS0000005825","15","08","15","11","Adult"
"Dichrorampha alpinana","NHMSYS0000502160","15","05","15","08","Adult"
"Elachista argentella","NHMSYS0000502296","15","04","07","08","Adult"
"Augasma aeratella","NHMSYS0000501428","01","06","31","07","Adult"
"Protarchanara brevilinea","NHMSYS0021144654","15","07","07","09","Adult"
"Herpetogramma licarsisalis","MM0001Z1GPZNU1ZJ","01","10","07","11","Adult"
"Saturnia pavonia","NBNSYS0000156325","15","03","15","06","Adult"
"Eupithecia phoeniceata","NBNSYS0000005943","01","07","31","10","Adult"
"Archanara dissoluta","NBNSYS0000006476","15","06","15","09","Adult"
"Agrotis vestigialis","NBNSYS0000006171","01","06","30","09","Adult"
"Pediasia fascelinella","NHMSYS0021143774","01","06","15","09","Adult"
"Geometra papilionaria","NBNSYS0000005739","07","06","31","08","Adult"
"Hypercallia citrinalis","NHMSYS0000502912","21","06","31","07","Adult"
"Eudonia angustea","NHMSYS0000502552","01","03","30","11","Adult"
"Lycia zonaria atlantica","NHMSYS0021144219","01","03","15","06","Adult"
"Ectoedemia angulifasciella","NHMSYS0000502264","01","07","31","07","Adult"
"Lampronia luzella","NHMSYS0021142173","01","05","31","07","Adult"
"Stilbia anomala","NBNSYS0000006500","15","07","15","10","Adult"
"Glacies coracina","NHMSYS0000502725","21","05","07","08","Adult"
"Cyclophora pendularia","NBNSYS0000005748","15","04","15","09","Adult"
"Hysterophora maculosana","NHMSYS0000502925","21","04","30","06","Adult"
"Celypha rurestrana","NHMSYS0021143173","01","06","31","07","Adult"
"Gnophos obfuscata","NHMSYS0021144283","15","06","15","09","Adult"
"Luperina dumerilii","NHMSYS0021144620","01","09","30","09","Adult"
"Aglossa pinguinalis","NHMSYS0000501040","01","05","15","10","Adult"
"Scythris limbella","NHMSYS0000504168","01","06","30","09","Adult"
"Argyresthia sorbiella","NHMSYS0000501389","01","06","31","07","Adult"
"Elachista gleichenella","NHMSYS0000502309","01","06","31","08","Adult"
"Plemyria rubiginata plumbata","NHMSYS0021143985","01","06","30","09","Adult"
"Stigmella desperatella","NHMSYS0000504347","01","06","30","06","Adult"
"Epirrhoe tristata","NBNSYS0000005815","01","04","07","09","Adult"
"Coenotephria salicata salicata","NHMSYS0021144004","15","04","30","09","Adult"
"Parornix finitimella","NHMSYS0000503647","01","04","30","09","Adult"
"Micropterix calthella","NHMSYS0000503231","01","04","07","07","Adult"
"Agonopterix scopariella","NHMSYS0000501072","01","06","31","07","Adult"
"Sideridis reticulata reticulata","NHMSYS0021144833","01","05","31","07","Adult"
"Phyllonorycter sagitella","NHMSYS0000503802","01","07","30","09","Adult"
"Ennomos alniaria","NBNSYS0000006004","15","06","31","10","Adult"
"Acrolepiopsis marcidella","NHMSYS0000500973","01","07","30","09","Adult"
"Coleophora potentillae","NHMSYS0000501912","01","06","31","07","Adult"
"Stigmella zelleriella","NHMSYS0000504398","01","05","31","08","Adult"
"Orthotaenia undulana","NHMSYS0021143163","01","05","31","08","Adult"
"Mesotype didymata","NHMSYS0021167155","07","05","31","10","Adult"
"Euphyia unangulata","NBNSYS0000005874","01","04","15","09","Adult"
"Mompha ochraceella","NHMSYS0000503262","21","05","31","07","Adult"
"Blastodacna hellerella","NHMSYS0000501499","01","05","31","08","Adult"
"Thalera fimbrialis","NBNSYS0000005745","15","06","15","08","Adult"
"Olethreutes arcuella","NHMSYS0000503471","01","05","31","08","Adult"
"Elachista gangabella","NHMSYS0000502308","01","05","30","06","Adult"
"Commophila aeneana","NHMSYS0021143128","01","05","31","07","Adult"
"Eupithecia satyrata satyrata","NHMSYS0021144112","15","04","07","08","Adult"
"Macrothylacia rubi","NBNSYS0000005710","15","04","31","07","Adult"
"Idaea seriata","NBNSYS0000005780","21","04","15","10","Adult"
"Epirrhoe alternata alternata","NHMSYS0021143933","15","04","30","09","Adult"
"Merrifieldia leucodactyla","NBNSYS0100004010","21","05","07","08","Adult"
"Clepsis consimilana","NHMSYS0021143035","21","05","31","10","Adult"
"Phaulernis dentella","NHMSYS0000503709","01","06","30","06","Adult"
"Ischnoscia borreonella","NHMSYS0000502957","21","07","07","08","Adult"
"Hemithea aestivaria","NHMSYS0021144330","01","06","21","08","Adult"
"Agapeta zoegana","NHMSYS0000501024","01","05","31","08","Adult"
"Pammene luedersiana","NHMSYS0000503560","01","05","30","06","Adult"
"Cucullia scrophulariae","NHMSYS0021144525","21","05","31","07","Adult"
"Eucosma tripoliana","NHMSYS0000502542","01","07","30","09","Adult"
"Coleophora glitzella","NHMSYS0000501870","01","06","31","07","Adult"
"Narycia duplicella","NHMSYS0021142187","01","05","31","07","Adult"
"Hadena perplexa perplexa","NHMSYS0021144854","21","03","30","09","Adult"
"Phyllonorycter nicellii","NHMSYS0000503789","01","04","31","10","Adult"
"Periclepsis cinctana","NHMSYS0021142992","01","07","31","07","Adult"
"Coleophora frischella","NHMSYS0000501861","01","05","31","08","Adult"
"Parasemia plantaginis","NBNSYS0000006142","01","05","15","08","Adult"
