organism_key,taxon,km100,km10,coord_system
NBNORG0000029313,Alaria esculenta,SM,40 50 62 70 71 72 73 80 81 82 83 84 93 94,OSGB
NBNORG0000029313,Alaria esculenta,SN,04 15 25 35 58,OSGB
NBNORG0000029313,Alaria esculenta,SR,89 99,OSGB
NBNORG0000029313,Alaria esculenta,SS,09 14 19 43 54 64,OSGB
NBNORG0000029313,Alaria esculenta,ST,04,OSGB
NBNORG0000029313,Alaria esculenta,SV,80 81 90 91,OSGB
NBNORG0000029313,Alaria esculenta,SW,32 33 42 43 44 52 53 54 61 62 64 71 75 81 82 83 87 93 97,OSGB
NBNORG0000029313,Alaria esculenta,SX,03 04 08 15 19 33 45 54,OSGB
NBNORG0000029313,Alaria esculenta,TA,18 27,OSGB
NBNORG0000029313,Alaria esculenta,TG,24,OSGB
NBNORG0000029524,Arthrocladia villosa,HY,31 41 50,OSGB
NBNORG0000029524,Arthrocladia villosa,NB,01 20,OSGB
NBNORG0000029524,Arthrocladia villosa,NC,46,OSGB
NBNORG0000029524,Arthrocladia villosa,NF,71,OSGB
NBNORG0000029524,Arthrocladia villosa,NG,19 25 32 35 36 82,OSGB
NBNORG0000029524,Arthrocladia villosa,NM,42 45 52 79,OSGB
NBNORG0000029524,Arthrocladia villosa,NR,67 75 77 79,OSGB
NBNORG0000029524,Arthrocladia villosa,NS,15 21,OSGB
NBNORG0000029524,Arthrocladia villosa,NU,21 23,OSGB
NBNORG0000029524,Arthrocladia villosa,NX,06 07,OSGB
NBNORG0000029524,Arthrocladia villosa,SC,16,OSGB
NBNORG0000029524,Arthrocladia villosa,SH,12 13 22 24 32 33 41 52 57,OSGB
NBNORG0000029524,Arthrocladia villosa,SM,70 80 90,OSGB
NBNORG0000029524,Arthrocladia villosa,SN,00,OSGB
NBNORG0000029524,Arthrocladia villosa,SR,89,OSGB
NBNORG0000029524,Arthrocladia villosa,SS,14 48 58,OSGB
NBNORG0000029524,Arthrocladia villosa,SU,90,OSGB
NBNORG0000029524,Arthrocladia villosa,SV,80,OSGB
NBNORG0000029524,Arthrocladia villosa,SW,61 72 83,OSGB
NBNORG0000029524,Arthrocladia villosa,SX,44 45 54 85,OSGB
NBNORG0000029524,Arthrocladia villosa,SY,08 18 87,OSGB
NBNORG0000029524,Arthrocladia villosa,SZ,08 49 69 79 89 99,OSGB
NBNORG0000029524,Arthrocladia villosa,TA,26 27,OSGB
NBNORG0000029524,Arthrocladia villosa,TF,84,OSGB
NBNORG0000029524,Arthrocladia villosa,TG,24,OSGB
NBNORG0000029524,Arthrocladia villosa,TQ,30,OSGB
NBNORG0000029524,Arthrocladia villosa,TV,09,OSGB
NBNORG0000029537,Ascophyllum nodosum,HP,60,OSGB
NBNORG0000029537,Ascophyllum nodosum,HT,94,OSGB
NBNORG0000029537,Ascophyllum nodosum,HU,16 24 25 27 31 32 33 34 35 36 37 42 43 44 45 46 47 48 49 54 56 59 67,OSGB
NBNORG0000029537,Ascophyllum nodosum,HY,20 21 22 30 31 32 40 41 42 43 50 51 63 64 74,OSGB
NBNORG0000029537,Ascophyllum nodosum,HZ,16 27,OSGB
NBNORG0000029537,Ascophyllum nodosum,NA,10 92,OSGB
NBNORG0000029537,Ascophyllum nodosum,NB,01 02 10 12 13 14 20 21 22 23 32 34 35 42 43 45 53 54 56,OSGB
NBNORG0000029537,Ascophyllum nodosum,NC,00 01 02 03 13 14 15 23 24 25 26 35 36 45 46 47 55 66 76 80 90 91,OSGB
NBNORG0000029537,Ascophyllum nodosum,ND,01 06 12 13 23 27 35 36 37 48 49 59,OSGB
NBNORG0000029537,Ascophyllum nodosum,NF,19 60 66 67 70 71 72 73 74 75 76 77 81 82 83 84 85 86 87 96 97 98,OSGB
NBNORG0000029537,Ascophyllum nodosum,NG,08 15 18 19 20 24 25 29 33 34 35 36 37 42 44 45 46 49 50 51 52 53 54 60 61 64 71 72 73 74 76 77 80 81 82 83 85 87 88 89 90 91 92 93 94 99,OSGB
NBNORG0000029537,Ascophyllum nodosum,NH,08 18 19 56 64 65 66 68 74 75 76 77 78 79 86 87 88 89 98,OSGB
NBNORG0000029537,Ascophyllum nodosum,NJ,27 46 56 66 76 86 90 96,OSGB
NBNORG0000029537,Ascophyllum nodosum,NK,14,OSGB
NBNORG0000029537,Ascophyllum nodosum,NL,69 79 93,OSGB
NBNORG0000029537,Ascophyllum nodosum,NM,04 19 22 25 31 32 35 39 41 42 43 44 45 46 52 53 54 55 56 57 60 61 62 63 64 65 66 67 68 69 70 71 72 73 75 76 77 78 80 81 82 83 84 85 86 93 94 95 96,OSGB
NBNORG0000029537,Ascophyllum nodosum,NN,00 02 03 05 06 07 08 10 11 14 16 20,OSGB
NBNORG0000029537,Ascophyllum nodosum,NO,32 40 42 43 50 51 60 64 74 75 76 86 87 88,OSGB
NBNORG0000029537,Ascophyllum nodosum,NR,15 16 24 26 27 34 37 39 44 45 46 47 56 57 58 60 62 63 64 65 67 68 69 70 71 72 73 75 77 78 79 82 83 84 85 86 87 89 92 94 95 96 97 98 99,OSGB
NBNORG0000029537,Ascophyllum nodosum,NS,02 03 04 05 06 07 08 09 10 14 15 16 18 19 21 27 28 29 37 98,OSGB
NBNORG0000029537,Ascophyllum nodosum,NT,07 08 17 18 27 28 29 37 39 47 49 58 67 68 69 77 95 96,OSGB
NBNORG0000029537,Ascophyllum nodosum,NU,05 06 13 14 20 21 22 23,OSGB
NBNORG0000029537,Ascophyllum nodosum,NW,95 97,OSGB
NBNORG0000029537,Ascophyllum nodosum,NX,03 04 06 07 08 13 14 18 19 23 25 33 43 44 45 54 55 64 74 84 85 91 92 93 95,OSGB
NBNORG0000029537,Ascophyllum nodosum,NY,03 15 16 26,OSGB
NBNORG0000029537,Ascophyllum nodosum,NZ,28 36 37 38 39 43 46 62 71 72 80 81 90 91,OSGB
NBNORG0000029537,Ascophyllum nodosum,SC,16 17 26 27 28 37 39 47 48 49,OSGB
NBNORG0000029537,Ascophyllum nodosum,SD,09 26 27 35 36 45 46 66,OSGB
NBNORG0000029537,Ascophyllum nodosum,SH,12 13 22 23 24 27 28 29 32 33 34 36 37 39 46 48 49 51 53 57 58 61 67 68,OSGB
NBNORG0000029537,Ascophyllum nodosum,SJ,18 28 38 39,OSGB
NBNORG0000029537,Ascophyllum nodosum,SM,70 72 73 80 81 82 84 90 91 93 94,OSGB
NBNORG0000029537,Ascophyllum nodosum,SN,00 01 03 10 14 30 31 40 58 69,OSGB
NBNORG0000029537,Ascophyllum nodosum,SO,60,OSGB
NBNORG0000029537,Ascophyllum nodosum,SR,89 99,OSGB
NBNORG0000029537,Ascophyllum nodosum,SS,09 14 20 21 22 32 38 42 43 44 48 53 54 58 64 68 69 74 77 78 84 87 96,OSGB
NBNORG0000029537,Ascophyllum nodosum,ST,04 06 14 16 36 47 58 59,OSGB
NBNORG0000029537,Ascophyllum nodosum,SV,80 81 90 91,OSGB
NBNORG0000029537,Ascophyllum nodosum,SW,42 52 53 54 61 64 71 72 75 81 82 83 84 86 87 94 97 98,OSGB
NBNORG0000029537,Ascophyllum nodosum,SX,04 05 15 19 25 35 44 45 46 54 55 63 64 73 74 83 85 87 95 97,OSGB
NBNORG0000029537,Ascophyllum nodosum,SY,08 18 39 49 66 67 68 78 87 88 97,OSGB
NBNORG0000029537,Ascophyllum nodosum,SZ,07 08 09 38 39 48 49 57 58 59 68 69 89,OSGB
NBNORG0000029537,Ascophyllum nodosum,TA,08 09 18,OSGB
NBNORG0000029537,Ascophyllum nodosum,TF,33 84 94,OSGB
NBNORG0000029537,Ascophyllum nodosum,TG,24,OSGB
NBNORG0000029537,Ascophyllum nodosum,TL,90 91,OSGB
NBNORG0000029537,Ascophyllum nodosum,TM,01 02 22 23 24 33 34 35 44 45,OSGB
NBNORG0000029537,Ascophyllum nodosum,TQ,76 77 86 87 88 91 96 97 99,OSGB
NBNORG0000029537,Ascophyllum nodosum,TR,06 16 23,OSGB
NBNORG0000029537,Ascophyllum nodosum,NN,05 06,OSGB
NBNORG0000029537,Ascophyllum nodosum,NG,20 24 29 33 44 45 71 72 73 82 83 85 91 92,OSGB
NBNORG0000029537,Ascophyllum nodosum,NR,58 78,OSGB
NBNORG0000029537,Ascophyllum nodosum,SH,49,OSGB
NBNORG0000029537,Ascophyllum nodosum,NT,69,OSGB
NBNORG0000029537,Ascophyllum nodosum,HU,25,OSGB
NBNORG0000029537,Ascophyllum nodosum,NB,12 22 23 32,OSGB
NBNORG0000029537,Ascophyllum nodosum,NC,13 24 25,OSGB
NBNORG0000029537,Ascophyllum nodosum,NM,45 52 55 56 65 66 67 68 69 71 75 76 78 86,OSGB
NBNORG0000029540,Asperococcus scaber,SV,91,OSGB
NBNORG0000029565,Acrochaetium battersianum,SM,70 80 81,OSGB
NBNORG0000029565,Acrochaetium battersianum,NC,14,OSGB
NBNORG0000029565,Acrochaetium battersianum,NS,15,OSGB
NBNORG0000029566,Colaconema caespitosum,NS,15,OSGB
NBNORG0000029569,Colaconema daviesii,SW,61 71 72,OSGB
NBNORG0000029569,Colaconema daviesii,NN,00,OSGB
NBNORG0000029569,Colaconema daviesii,TR,23 33 37,OSGB
NBNORG0000029569,Colaconema daviesii,NT,27 49 58 67 68 69,OSGB
NBNORG0000029569,Colaconema daviesii,SH,37 57 68,OSGB
NBNORG0000029569,Colaconema daviesii,SV,90 91,OSGB
NBNORG0000029569,Colaconema daviesii,NM,22 24 31 32 33 42 43 45 52,OSGB
NBNORG0000029569,Colaconema daviesii,NZ,90,OSGB
NBNORG0000029569,Colaconema daviesii,SJ,18 38 39,OSGB
NBNORG0000029569,Colaconema daviesii,SC,26,OSGB
NBNORG0000029569,Colaconema daviesii,ND,48,OSGB
NBNORG0000029569,Colaconema daviesii,TG,04 14,OSGB
NBNORG0000029569,Colaconema daviesii,NR,38 39,OSGB
NBNORG0000029569,Colaconema daviesii,SS,14 48,OSGB
NBNORG0000029569,Colaconema daviesii,SM,70,OSGB
NBNORG0000029569,Colaconema daviesii,HY,22,OSGB
NBNORG0000029569,Colaconema daviesii,NS,14 15 21,OSGB
NBNORG0000029569,Colaconema daviesii,NX,91,OSGB
NBNORG0000029569,Colaconema daviesii,HU,27 32 33 34 35 37 44 54 56,OSGB
NBNORG0000029569,Colaconema daviesii,SY,08 09 68 78 87 88 97,OSGB
NBNORG0000029569,Colaconema daviesii,NK,14,OSGB
NBNORG0000029569,Colaconema daviesii,NO,51 88,OSGB
NBNORG0000029569,Colaconema daviesii,SZ,07 08 69,OSGB
NBNORG0000029569,Colaconema daviesii,HZ,27,OSGB
NBNORG0000029569,Colaconema daviesii,TA,08,OSGB
NBNORG0000029569,Colaconema daviesii,NJ,76 90 96,OSGB
NBNORG0000029571,Colaconema endophyticum,SZ,08 89 99,OSGB
NBNORG0000029571,Colaconema endophyticum,TQ,00,OSGB
NBNORG0000029571,Colaconema endophyticum,NM,46,OSGB
NBNORG0000029571,Colaconema endophyticum,SX,35,OSGB
NBNORG0000029571,Colaconema endophyticum,SY,88 97,OSGB
NBNORG0000029571,Colaconema endophyticum,TV,09,OSGB
NBNORG0000029571,Colaconema endophyticum,NR,39,OSGB
NBNORG0000029571,Colaconema endophyticum,SS,14,OSGB
NBNORG0000029572,Acrochaetium endozoicum,NO,51,OSGB
NBNORG0000029572,Acrochaetium endozoicum,SY,87,OSGB
NBNORG0000029572,Acrochaetium endozoicum,SW,61 71,OSGB
NBNORG0000029572,Acrochaetium endozoicum,SH,57,OSGB
NBNORG0000029572,Acrochaetium endozoicum,TF,84,OSGB
NBNORG0000029572,Acrochaetium endozoicum,SX,54,OSGB
NBNORG0000029572,Acrochaetium endozoicum,NS,15,OSGB
NBNORG0000029572,Acrochaetium endozoicum,NT,68,OSGB
NBNORG0000029572,Acrochaetium endozoicum,TV,09,OSGB
NBNORG0000029574,Acrochaetium parvulum,HU,37,OSGB
NBNORG0000029574,Acrochaetium parvulum,HY,51,OSGB
NBNORG0000029574,Acrochaetium parvulum,SJ,38,OSGB
NBNORG0000029574,Acrochaetium parvulum,SW,61 71,OSGB
NBNORG0000029574,Acrochaetium parvulum,SX,84,OSGB
NBNORG0000029575,Rhodochorton purpureum,HZ,27,OSGB
NBNORG0000029575,Rhodochorton purpureum,NX,03 44 91,OSGB
NBNORG0000029575,Rhodochorton purpureum,SX,44 54 73 85 95 96,OSGB
NBNORG0000029575,Rhodochorton purpureum,SY,08 28 58 68 87 88,OSGB
NBNORG0000029575,Rhodochorton purpureum,ST,04,OSGB
NBNORG0000029575,Rhodochorton purpureum,HY,22 41,OSGB
NBNORG0000029575,Rhodochorton purpureum,SN,00 01,OSGB
NBNORG0000029575,Rhodochorton purpureum,NJ,16 56 76 86 90,OSGB
NBNORG0000029575,Rhodochorton purpureum,NK,14,OSGB
NBNORG0000029575,Rhodochorton purpureum,TQ,37 47 48 57 58 67 76 77 80 81 87 97 99,OSGB
NBNORG0000029575,Rhodochorton purpureum,NN,06,OSGB
NBNORG0000029575,Rhodochorton purpureum,SS,09 14 19 38 43 44 48 53 54 58 68 69 87,OSGB
NBNORG0000029575,Rhodochorton purpureum,TR,06 13 23 26 33 34 36 37,OSGB
NBNORG0000029575,Rhodochorton purpureum,SU,60,OSGB
NBNORG0000029575,Rhodochorton purpureum,SV,80 81 90 91,OSGB
NBNORG0000029575,Rhodochorton purpureum,TV,69,OSGB
NBNORG0000029575,Rhodochorton purpureum,TG,24,OSGB
NBNORG0000029575,Rhodochorton purpureum,NO,32 42 43 51 53 60 64 74 75 88,OSGB
NBNORG0000029575,Rhodochorton purpureum,TL,90,OSGB
NBNORG0000029575,Rhodochorton purpureum,TA,08 21,OSGB
NBNORG0000029575,Rhodochorton purpureum,TF,33 84,OSGB
NBNORG0000029575,Rhodochorton purpureum,NH,65 75 77,OSGB
NBNORG0000029575,Rhodochorton purpureum,NM,22 24 33 35 42 43 44 45 46 54 55 71,OSGB
NBNORG0000029575,Rhodochorton purpureum,NR,24 25 26 38 39 60 62 78 79 84,OSGB
NBNORG0000029575,Rhodochorton purpureum,SH,12 27 37 41 46 57 68,OSGB
NBNORG0000029575,Rhodochorton purpureum,HW,63,OSGB
NBNORG0000029575,Rhodochorton purpureum,TM,23 33 57,OSGB
NBNORG0000029575,Rhodochorton purpureum,NS,00 14 15 21 98,OSGB
NBNORG0000029575,Rhodochorton purpureum,NT,07 08 17 27 28 29 37 39 47 58 68 69 77 96,OSGB
NBNORG0000029575,Rhodochorton purpureum,SC,16 26,OSGB
NBNORG0000029575,Rhodochorton purpureum,SD,46,OSGB
NBNORG0000029575,Rhodochorton purpureum,SZ,68 69,OSGB
NBNORG0000029575,Rhodochorton purpureum,SW,52 62 71 72 76 81 82 83 86,OSGB
NBNORG0000029575,Rhodochorton purpureum,HU,27 32 33 36 37 39 44 48 54,OSGB
NBNORG0000029575,Rhodochorton purpureum,SM,50 70 72 80 81 90,OSGB
NBNORG0000029575,Rhodochorton purpureum,NB,13 14 42 43 54,OSGB
NBNORG0000029575,Rhodochorton purpureum,NC,02 24 90,OSGB
NBNORG0000029575,Rhodochorton purpureum,ND,01 23 27 35 36 37 48 59,OSGB
NBNORG0000029575,Rhodochorton purpureum,NG,08 15 19 20 24 29 35 47 49 51 65 81,OSGB
NBNORG0000029575,Rhodochorton purpureum,SJ,18 28 38 39 47,OSGB
NBNORG0000029575,Rhodochorton purpureum,NZ,26 35 36 37 39 46 52 71 72 90 91,OSGB
NBNORG0000029575,Rhodochorton purpureum,NF,66 73 84 96,OSGB
NBNORG0000029575,Rhodochorton purpureum,SR,99,OSGB
NBNORG0000029575,Rhodochorton purpureum,NU,05 06 21 22 23,OSGB
NBNORG0000029576,Acrochaetium rosulatum,SS,14,OSGB
NBNORG0000029576,Acrochaetium rosulatum,SZ,99,OSGB
NBNORG0000029577,Acrochaetium sanctae-mariae,NZ,37,OSGB
NBNORG0000029578,Acrochaetium secundatum,SM,70 80 81,OSGB
NBNORG0000029578,Acrochaetium secundatum,NM,22 24 43 45 73,OSGB
NBNORG0000029578,Acrochaetium secundatum,NR,39,OSGB
NBNORG0000029578,Acrochaetium secundatum,NS,00 14 15,OSGB
NBNORG0000029578,Acrochaetium secundatum,HY,22,OSGB
NBNORG0000029578,Acrochaetium secundatum,TG,50,OSGB
NBNORG0000029578,Acrochaetium secundatum,TR,23 34 36 37,OSGB
NBNORG0000029578,Acrochaetium secundatum,SD,36 45 46 66,OSGB
NBNORG0000029578,Acrochaetium secundatum,NO,51,OSGB
NBNORG0000029578,Acrochaetium secundatum,SJ,18 38,OSGB
NBNORG0000029578,Acrochaetium secundatum,NX,09 91,OSGB
NBNORG0000029578,Acrochaetium secundatum,NU,23,OSGB
NBNORG0000029578,Acrochaetium secundatum,NT,37 49 58 67 68 69,OSGB
NBNORG0000029578,Acrochaetium secundatum,HZ,27,OSGB
NBNORG0000029578,Acrochaetium secundatum,SW,61 71 83,OSGB
NBNORG0000029578,Acrochaetium secundatum,NJ,76,OSGB
NBNORG0000029578,Acrochaetium secundatum,SS,14,OSGB
NBNORG0000029578,Acrochaetium secundatum,ND,37 47 48 59,OSGB
NBNORG0000029578,Acrochaetium secundatum,NA,92,OSGB
NBNORG0000029578,Acrochaetium secundatum,SZ,07 08,OSGB
NBNORG0000029578,Acrochaetium secundatum,SY,09 97,OSGB
NBNORG0000029578,Acrochaetium secundatum,HU,37,OSGB
NBNORG0000029578,Acrochaetium secundatum,TR,23,OSGB
NBNORG0000029578,Acrochaetium secundatum,NT,49 68,OSGB
NBNORG0000029578,Acrochaetium secundatum,TV,49,OSGB
NBNORG0000029578,Acrochaetium secundatum,SV,91,OSGB
NBNORG0000029578,Acrochaetium secundatum,NU,14 22 23,OSGB
NBNORG0000029578,Acrochaetium secundatum,HW,83,OSGB
NBNORG0000029578,Acrochaetium secundatum,NM,67 83,OSGB
NBNORG0000029578,Acrochaetium secundatum,SS,14 48 58,OSGB
NBNORG0000029578,Acrochaetium secundatum,NB,13 14,OSGB
NBNORG0000029578,Acrochaetium secundatum,SH,12 27 37,OSGB
NBNORG0000029578,Acrochaetium secundatum,SW,72 81,OSGB
NBNORG0000029578,Acrochaetium secundatum,NF,60,OSGB
NBNORG0000029578,Acrochaetium secundatum,SY,78,OSGB
NBNORG0000029578,Acrochaetium secundatum,NS,15,OSGB
NBNORG0000029578,Acrochaetium secundatum,NZ,35 36,OSGB
