tvk,code,taxon,rtvk,organism_key
NHMSYS0000568199,4,Harveyella mirabilis,NHMSYS0021059928,NBNORG0000064414
NHMSYS0000568202,4,Helminthocladia calvadosii,NHMSYS0021059622,NBNORG0000064417
NHMSYS0000568204,4,Helminthora divaricata,NHMSYS0021059626,NBNORG0000064419
NHMSYS0000568206,5,Herponema solitarium,NHMSYS0021058418,NBNORG0000064421
NHMSYS0000568207,5,Herponema valiantei,NHMSYS0021058419,NBNORG0000064422
NHMSYS0000568208,3,Herponema velutinum,NHMSYS0021058420,NBNORG0000064423
NHMSYS0000568210,2,Heterosiphonia plumosa,NHMSYS0021059843,NBNORG0000064425
NHMSYS0000568212,4,Hildenbrandia crouaniorum,NHMSYS0021059613,NBNORG0000064426
NHMSYS0000568214,1,Himanthalia elongata,NHMSYS0021058653,NBNORG0000064428
NHMSYS0000568216,5,Hincksia fenestrata,NHMSYS0021058422,NBNORG0000064430
NHMSYS0000568218,5,Hincksia hincksiae,NHMSYS0021058425,NBNORG0000064432
NHMSYS0000568219,5,Feldmannia mitchelliae,NHMSYS0021058411,NBNORG0000064433
NHMSYS0000568220,5,Hincksia ovata,NHMSYS0021058426,NBNORG0000064434
NHMSYS0000568221,5,Hincksia sandriana,NHMSYS0021058427,NBNORG0000064435
NHMSYS0000568222,5,Hincksia secunda,NHMSYS0021058428,NBNORG0000064436
NHMSYS0000568225,4,Hydrolithon boreale,NHMSYS0021059498,NBNORG0000064439
NHMSYS0000568226,5,Hydrolithon cruciatum,NHMSYS0021059499,NBNORG0000064440
NHMSYS0000568227,5,Hydrolithon farinosum,NHMSYS0021059500,NBNORG0000064441
NHMSYS0000568229,5,Hydrolithon sargassi,NHMSYS0021059503,NBNORG0000064443
NHMSYS0000568231,2,Hypoglossum hypoglossoides,NHMSYS0021059858,NBNORG0000064445
NHMSYS0000568235,4,Itonoa marginifera,NHMSYS0021060249,NBNORG0000064449
NHMSYS0000568237,3,Jania rubens,NHMSYS0021059488,NBNORG0000064451
NHMSYS0000568239,3,Kallymenia reniformis,NHMSYS0021060176,NBNORG0000064453
NHMSYS0000568241,3,Porphyropsis coccinea,NHMSYS0021060334,NBNORG0000064455
NHMSYS0000568243,5,Porphyrostromium boryanum,NHMSYS0021060337,NBNORG0000064457
NHMSYS0000568244,5,Porphyrostromium ciliare,NHMSYS0021060338,NBNORG0000064458
NHMSYS0000568246,4,Prasiola furfuracea,NHMSYS0021059143,NBNORG0000064459
NHMSYS0000568248,4,Ulvella scutata,NHMSYS0021059425,NBNORG0000064461
NHMSYS0000568250,5,Protectocarpus speciosus,NHMSYS0021058579,NBNORG0000064463
NHMSYS0000568256,5,Pseudolithoderma extensum,NHMSYS0021058690,NBNORG0000064467
NHMSYS0000568259,3,Pterocladiella capillacea,NHMSYS0021060107,NBNORG0000064470
NHMSYS0000568262,4,Pterosiphonia complanata,NHMSYS0021060003,NBNORG0000064473
NHMSYS0000568264,5,Pterosiphonia pinnulata,NHMSYS0021060006,NBNORG0000064475
NHMSYS0000568266,3,Pterothamnion plumula,NHMSYS0021059822,NBNORG0000064477
NHMSYS0000568267,5,Pterothamnion polyacanthum,NHMSYS0000568267,NBNORG0000064478
NHMSYS0000568269,3,Ptilota gunneri,NHMSYS0021060035,NBNORG0000064480
NHMSYS0000568271,4,Ptilothamnion sphaericum,NHMSYS0021060040,NBNORG0000064482
NHMSYS0000568281,3,Rhizoclonium riparium,NHMSYS0021059238,NBNORG0000064492
NHMSYS0000568286,3,Rhodomela confervoides,NHMSYS0021060009,NBNORG0000064497
NHMSYS0000568287,3,Rhodomela lycopodioides,NHMSYS0021060010,NBNORG0000064498
NHMSYS0000568290,4,Rhodophysema georgei,NHMSYS0021060274,NBNORG0000064501
NHMSYS0000568292,2,Rhodothamniella floridula,NHMSYS0021060280,NBNORG0000064503
NHMSYS0000568294,4,Rhodymenia ardissonei,NHMSYS0021060318,NBNORG0000064505
NHMSYS0000568295,4,Rhodymenia delicatula,NHMSYS0021060320,NBNORG0000064506
NHMSYS0000568296,3,Rhodymenia pseudopalmata,NHMSYS0021060323,NBNORG0000064507
NHMSYS0000568302,5,Sarcodiotheca gaudichaudii,NHMSYS0021060211,NBNORG0000064512
NHMSYS0000568308,5,Schizymenia dubyi,NHMSYS0021060257,NBNORG0000064518
NHMSYS0000568310,4,Schmitzia hiscockiana,NHMSYS0021060115,NBNORG0000064520
NHMSYS0000568313,2,Schmitziella endophloea,NHMSYS0021060207,NBNORG0000064523
NHMSYS0000568320,5,Scytosiphon dotyi,NHMSYS0021058708,NBNORG0000064530
NHMSYS0000568324,6,Solieria chordalis,NHMSYS0021060213,NBNORG0000064534
NHMSYS0000568328,5,Spermothamnion strictum,NHMSYS0021060044,NBNORG0000064538
NHMSYS0000568330,4,Sphacelaria cirrosa,NHMSYS0021058743,NBNORG0000064540
NHMSYS0000568331,5,Sphacelaria fusca,NHMSYS0021058744,NBNORG0000064541
NHMSYS0000568333,3,Sphaerococcus coronopifolius,NHMSYS0021060216,NBNORG0000064543
NHMSYS0000568335,6,Sphaerotrichia divaricata,NHMSYS0021058593,NBNORG0000064545
NHMSYS0000568338,4,Spongomorpha aeruginosa,NHMSYS0021059274,NBNORG0000064548
NHMSYS0000568341,3,Sporochnus pedunculatus,NHMSYS0021058767,NBNORG0000064551
NHMSYS0000568347,5,Stictyosiphon griffithsianus,NHMSYS0021058595,NBNORG0000064557
NHMSYS0000568349,5,Stilophora tenella,NHMSYS0021058599,NBNORG0000064559
NHMSYS0000568351,5,Stilopsis lejolisii,NHMSYS0021058601,NBNORG0000064561
NHMSYS0000568353,5,Stragularia clavata,NHMSYS0021058715,NBNORG0000064563
NHMSYS0000568355,5,Streblonema helophorum,NHMSYS0000568355,NBNORG0000064565
NHMSYS0000568357,5,Streblonema zanardinii,NHMSYS0021058569,NBNORG0000064567
NHMSYS0000568361,5,Stylonema alsidii,NHMSYS0021060360,NBNORG0000064571
NHMSYS0000568363,3,Stypocaulon scoparium,NHMSYS0021058757,NBNORG0000064573
NHMSYS0000568365,5,Sykidion dyeri,NHMSYS0021059094,NBNORG0000064575
NHMSYS0000568368,2,Taonia atomaria,NHMSYS0021058399,NBNORG0000064578
NHMSYS0000568372,3,Lithophyllum corallinae,NHMSYS0021059511,NBNORG0000064582
NHMSYS0000568373,4,Titanoderma laminariae,NHMSYS0000568373,NBNORG0000064583
NHMSYS0000568377,5,Tsengia bairdii,NHMSYS0021060247,NBNORG0000064587
NHMSYS0000568380,5,Ulothrix speciosa,NHMSYS0021059280,NBNORG0000064589
NHMSYS0000568386,5,Ulvella lens,NHMSYS0021059413,NBNORG0000064595
NHMSYS0000568392,3,Urospora wormskioldii,NHMSYS0021059285,NBNORG0000064601
NHMSYS0000568401,5,Pseudendoclonium marinum nom. illeg.,NHMSYS0000568401,NBNORG0000064608
NHMSYS0000600156,5,Bangia atropurpurea,NHMSYS0021059445,NBNORG0000064948
NHMSYS0000600196,6,Blidingia marginata,NHMSYS0021059302,NBNORG0000064966
NHMSYS0000600197,6,Blidingia minima,NHMSYS0021059303,NBNORG0000064967
NHMSYS0000600706,5,Chlorochytrium facciolae,NHMSYS0000600706,NBNORG0000065322
NHMSYS0000600797,5,Chroodactylon ornatum,NHMSYS0021060354,NBNORG0000065373
NHMSYS0000600859,5,Cladophora fracta,NHMSYS0021059216,NBNORG0000065420
NHMSYS0000600860,5,Cladophora glomerata,NHMSYS0000600860,NBNORG0000065421
NHMSYS0000602400,3,Ulva prolifera,NHMSYS0021059366,NBNORG0000066576
NHMSYS0000605692,5,Porphyridium aerugineum,NHMSYS0000605692,NBNORG0000068868
NHMSYS0000605694,4,Porphyridium purpureum,NHMSYS0021060348,NBNORG0000068869
NHMSYS0000605706,4,Prasiola calophylla,NHMSYS0021059141,NBNORG0000068879
NHMSYS0000605956,4,Rosenvingiella polyrhiza,NHMSYS0021059147,NBNORG0000069056
NHMSYS0000606907,5,Stichococcus bacillaris,NHMSYS0000606907,NBNORG0000069782
NHMSYS0000568134,6,Ulva intestinalis,NHMSYS0021059353,NBNORG0000070148
NHMSYS0000607409,3,Ulva intestinalis,NHMSYS0021059353,NBNORG0000070148
NHMSYS0000717895,5,Syncoryne reinkei,NHMSYS0021059401,NBNORG0000070398
NBNSYS0000175142,6,Ulva compressa,NHMSYS0021059341,NBNORG0000103528
NHMSYS0020744809,3,Ulva compressa,NHMSYS0021059341,NBNORG0000103528
NHMSYS0000377578,6,Grateloupia subpectinata,NHMSYS0021060240,NBNORG0000103535
NHMSYS0020744992,2,Grateloupia subpectinata,NHMSYS0021060240,NBNORG0000103535
NHMSYS0000567830,6,Euthora cristata,NHMSYS0021060173,NBNORG0000105122
NHMSYS0020821392,3,Euthora cristata,NHMSYS0021060173,NBNORG0000105122
NHMSYS0020821465,5,Aegagropila linnaei,NHMSYS0021059196,NBNORG0000105124
NHMSYS0000567899,5,Codium fragile subsp. fragile,NHMSYS0020954908,NBNORG0000106869
NHMSYS0020954915,5,Corynophlaea umbellata,NHMSYS0021058475,NBNORG0000106876
NHMSYS0020955057,4,Dasysiphonia japonica,NHMSYS0021108882,NBNORG0000106996
NHMSYS0000377552,1,Codium bursa,NHMSYS0021059175,NBNORG0000109616
NHMSYS0000567885,5,Cladophora albida,NHMSYS0021059211,NBNORG0000109789
NHMSYS0000568076,3,Phyllophora pseudoceranoides,NHMSYS0021060198,NBNORG0000109835
NHMSYS0000568315,4,Schottera nicaeensis,NHMSYS0021060200,NBNORG0000109836
NBNSYS0000177372,2,Polyides rotunda,NHMSYS0021060205,NBNORG0000109841
NHMSYS0000568311,4,Schmitzia neapolitana,NHMSYS0021060116,NBNORG0000109850
NHMSYS0000568040,5,Nemastoma canariense,NHMSYS0021060252,NBNORG0000109904
NBNSYS0000176953,2,Palmaria palmata,NHMSYS0021060268,NBNORG0000109928
NHMSYS0000377584,5,Kuetzingiella holmesii,NHMSYS0021058430,NBNORG0000114972
NBNSYS0000174933,5,Dictyosiphon chordaria,NHMSYS0021058480,NBNORG0000115000
NHMSYS0000377565,6,Dictyosiphon chordaria,NHMSYS0021058480,NBNORG0000115000
NHMSYS0000568129,2,Elachista scutulata,NHMSYS0021058489,NBNORG0000115001
NHMSYS0000568233,4,Isthmoplea sphaerophora,NHMSYS0021058503,NBNORG0000115009
NHMSYS0000567977,6,Saccharina latissima,NHMSYS0021058679,NBNORG0000115172
NHMSYS0020744386,1,Saccharina latissima,NHMSYS0021058679,NBNORG0000115172
NHMSYS0000377561,5,Compsonema saxicola,NHMSYS0021058702,NBNORG0000115183
NBNSYS0000178707,5,Pseudolithoderma roscoffense,NHMSYS0021058691,NBNORG0000115191
NBNSYS0000186407,5,Punctaria crispata,NHMSYS0021058581,NBNORG0000115240
NHMSYS0000567815,3,Vertebrata byssoides,NHMSYS0021185173,NBNORG0000124020
NBNSYS0000174157,3,Vertebrata fruticulosa,NHMSYS0021185174,NBNORG0000124021
NBNSYS0000177409,3,Vertebrata fucoides,NHMSYS0021185175,NBNORG0000124022
NHMSYS0000568106,5,Vertebrata furcellata,NHMSYS0021185176,NBNORG0000124023
NBNSYS0000177417,5,Vertebrata simulans,NHMSYS0021185177,NBNORG0000124024
NBNSYS0000174158,3,Vertebrata thuyoides,NHMSYS0021185178,NBNORG0000124025
NHMSYS0000567965,4,Dermocorynus dichotomus,NHMSYS0021185288,NBNORG0000124135
NHMSYS0000568389,4,Umbraulva dangeardii,NHMSYS0021185292,NBNORG0000124139
NHMSYS0000568113,4,Pyropia drachii,NHMSYS0021185490,NBNORG0000124337
NBNSYS0000177414,3,Vertebrata nigra,NHMSYS0021185544,NBNORG0000124391
NBNSYS0000188797,5,Vertebrata foetidissima,NHMSYS0021185545,NBNORG0000124392
NHMSYS0000568107,4,Melanothamnus harveyi,NHMSYS0021185546,NBNORG0000124393
NHMSYS0000568261,4,Xiphosiphonia ardreana,NHMSYS0021185548,NBNORG0000124395
NHMSYS0000568263,5,Xiphosiphonia pennata,NHMSYS0021185549,NBNORG0000124396
NHMSYS0000568228,5,Harveylithon samoënse,NHMSYS0021185572,NBNORG0000124419
NHMSYS0000377570,5,,,
