"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Bryum creberrimum","NHMSYS0000309486","01","05","30","09","Adult"
"Bryum salinum","NHMSYS0000309514","01","05","30","09","Adult"
"Bryum caespiticium","NBNSYS0000036615","01","05","30","09","Adult"
"Bryum archangelicum","NHMSYS0000309475","01","05","30","09","Adult"
