organism_key,taxon,code
NBNORG0000000203,Amandinea punctata,1
NBNORG0000076322,Ameliella andreaeicola,4
NBNORG0000076323,Ameliella grisea,4
NBNORG0000015223,Amygdalaria pelobotryon,2
NBNORG0000076347,Anaptychia ciliaris,2
NBNORG0000015224,Anaptychia mamillata,3
NBNORG0000076361,Anisomeridium biforme,2
NBNORG0000000246,Anisomeridium polypori,2
NBNORG0000076362,Anisomeridium ranunculosporum,2
NBNORG0000091478,Anisomeridium robustum,3
NBNORG0000000247,Anisomeridium viridescens,3
NBNORG0000097870,Antennulariella lichenisata,3
NBNORG0000015225,Aphanopsis coenosa,4
NBNORG0000015245,Aquacidia antricola,2
NBNORG0000015261,Aquacidia trachona,2
NBNORG0000076725,Aquacidia viridifarinosa,2
NBNORG0000015226,Arctomia delicatula,3
NBNORG0000026723,Arctoparmelia incurva,1
NBNORG0000076499,Arthonia almquistii,3
NBNORG0000024714,Arthonia amylospora,3
NBNORG0000024715,Arthonia anglica,4
NBNORG0000076501,Arthonia apatetica,5
NBNORG0000000331,Arthonia apotheciorum,3
NBNORG0000013752,Arthonia arthonioides,3
NBNORG0000015765,Arthonia atra,1
NBNORG0000108495,Arthonia caerulescens,3
NBNORG0000015766,Arthonia calcarea,1
NBNORG0000024716,Arthonia cohabitans,4
NBNORG0000091162,Arthonia colombiana,4
NBNORG0000076505,Arthonia coronata,4
NBNORG0000075792,Arthonia didyma,2
NBNORG0000076507,Arthonia digitatae,4
NBNORG0000000332,Arthonia diploiciae,4
NBNORG0000013755,Arthonia epiphyscia,2
NBNORG0000013756,Arthonia galactites,5
NBNORG0000076511,Arthonia gelidae,4
NBNORG0000081280,Arthonia granitophila,3
NBNORG0000024717,Arthonia graphidicola,2
NBNORG0000013773,Arthonia ilicina,2
NBNORG0000013757,Arthonia ilicinella,3
NBNORG0000013758,Arthonia intexta,3
NBNORG0000024718,Arthonia invadens,3
NBNORG0000076513,Arthonia ligniaria,3
NBNORG0000024719,Arthonia ligniariella,3
NBNORG0000013760,Arthonia mediella,3
NBNORG0000091163,Arthonia meridionalis,3
NBNORG0000000333,Arthonia molendoi,3
NBNORG0000000334,Arthonia muscigena,3
NBNORG0000076514,Arthonia neglectula,4
NBNORG0000108497,Arthonia pannariae,3
NBNORG0000013761,Arthonia patellulata,4
NBNORG0000076515,Arthonia peltigerea,4
NBNORG0000013762,Arthonia phaeobaea,2
NBNORG0000000335,Arthonia phaeophysciae,2
NBNORG0000013763,Arthonia punctella,3
NBNORG0000013765,Arthonia punctilliformis,5
NBNORG0000013766,Arthonia radiata,1
NBNORG0000004695,Arthonia sampaianae,3
NBNORG0000013768,Arthonia stellaris,3
NBNORG0000076516,Arthonia stereocaulina,4
NBNORG0000000337,Arthonia subfuscicola,5
NBNORG0000024720,Arthonia thelotrematis,3
NBNORG0000076517,Arthonia varians,2
NBNORG0000013770,Arthonia vinosa,1
NBNORG0000000339,Arthophacopsis parmeliarum,3
NBNORG0000013979,Arthopyrenia allogena,5
NBNORG0000076522,Arthopyrenia analepta,2
NBNORG0000000340,Arthopyrenia atractospora,4
NBNORG0000024722,Arthopyrenia carneobrunneola,3
NBNORG0000013984,Arthopyrenia cinereopruinosa,3
NBNORG0000117685,Arthopyrenia cinereopruinosa,3
NBNORG0000123271,Arthopyrenia cinereopruinosa,3
NBNORG0000013985,Arthopyrenia desistens,5
NBNORG0000076523,Arthopyrenia fraxini,3
NBNORG0000024721,Arthopyrenia nitescens,3
NBNORG0000013987,Arthopyrenia platypyrenia,3
NBNORG0000075793,Arthopyrenia punctiformis,2
NBNORG0000013988,Arthopyrenia rhyponta,5
NBNORG0000076526,Arthopyrenia salicis,3
NBNORG0000026727,Arthopyrenia saxicola,3
NBNORG0000024723,Arthopyrenia subcerasi,4
NBNORG0000013774,Arthothelium dictyosporum,4
NBNORG0000013775,Arthothelium lirellans,3
NBNORG0000013776,Arthothelium macounii,4
NBNORG0000076530,Arthothelium norvegicum,4
NBNORG0000076531,Arthothelium orbilliferum,4
NBNORG0000013777,Arthothelium ruanum,3
NBNORG0000000366,Arthrorhaphis aeruginosa,2
NBNORG0000076548,Arthrorhaphis alpina,3
NBNORG0000015227,Arthrorhaphis citrinella,2
NBNORG0000076549,Arthrorhaphis grisea,2
NBNORG0000000367,Arthrorhaphis muddii,3
NBNORG0000076550,Arthrorhaphis vacillans,4
NBNORG0000091479,Aspicilia aquatica,4
NBNORG0000015228,Aspicilia caesiocinerea,2
NBNORG0000015229,Aspicilia calcarea,1
NBNORG0000015232,Aspicilia epiglypta,3
NBNORG0000015234,Aspicilia grisea,2
NBNORG0000015235,Aspicilia intermutans,3
NBNORG0000015236,Aspicilia laevata,3
NBNORG0000015238,Aspicilia melanaspis,4
NBNORG0000000514,Aspicilia radiosa,2
NBNORG0000015239,Aspicilia recedens,4
NBNORG0000076637,Aspicilia simoensis,4
NBNORG0000076638,Aspicilia subdepressa,5
NBNORG0000024724,Aspicilia tuberculosa,5
NBNORG0000076664,Athelia arachnoidea,2
NBNORG0000097930,Atla alpina,4
NBNORG0000016574,Atla wheldonii,4
NBNORG0000014972,Bachmanniomyces varius,3
NBNORG0000015241,Bacidia absistens,3
NBNORG0000015671,Bacidia arceutina,3
NBNORG0000076714,Bacidia biatorina,2
NBNORG0000000554,Bacidia caesiovirens,2
NBNORG0000015251,Bacidia friesiana,3
NBNORG0000015252,Bacidia fuscoviridis,2
NBNORG0000024727,Bacidia herbarum,4
NBNORG0000024932,Bacidia igniarii,4
NBNORG0000076719,Bacidia killiasii,5
NBNORG0000015254,Bacidia laurocerasi,2
NBNORG0000015257,Bacidia polychroa,5
NBNORG0000076723,Bacidia rubella,1
NBNORG0000015258,Bacidia scopulicola,1
NBNORG0000097935,Bacidia sipmanii,3
NBNORG0000015260,Bacidia subturgidula,4
NBNORG0000076710,Bacidina adastra,2
NBNORG0000076711,Bacidina arnoldiana,3
NBNORG0000076715,Bacidina brandii,4
NBNORG0000015244,Bacidina caligans,3
NBNORG0000015246,Bacidina chloroticula,3
NBNORG0000015248,Bacidina delicata,3
NBNORG0000015249,Bacidina egenula,3
NBNORG0000076724,Bacidina indigens,3
NBNORG0000026733,Bacidina inundata,2
NBNORG0000097937,Bacidina modesta,3
NBNORG0000076721,Bacidina neosquamulosa,2
NBNORG0000075794,Bacidina phacodes,3
NBNORG0000024725,Bacidina saxenii,3
NBNORG0000076716,Bacidina squamellosa,2
NBNORG0000080555,Bacidina subfuscula,3
NBNORG0000015756,Bactrospora corticola,3
NBNORG0000015757,Bactrospora dryina,4
NBNORG0000000577,Bactrospora homalotropa,2
NBNORG0000000582,Baeomyces carneus,4
NBNORG0000014532,Baeomyces placophyllus,1
NBNORG0000014533,Baeomyces rufus,1
NBNORG0000134516,Bagliettoa parmigera s. lat.,2
NBNORG0000024826,Bagliettoa parmigerella,4
NBNORG0000024830,Bellemerea alpina,4
NBNORG0000014481,Belonia calcicola,4
NBNORG0000076772,Belonia incarnata,3
NBNORG0000076773,Belonia nidarosiensis,2
NBNORG0000076774,Belonia russula,2
NBNORG0000076795,Biatora britannica,4
NBNORG0000000624,Biatora chrysantha,2
NBNORG0000015481,Biatora cuprea,4
NBNORG0000000625,Biatora efflorescens,4
NBNORG0000080550,Biatora globulosa,3
NBNORG0000097946,Biatora ligni-mollis,4
NBNORG0000108504,Biatora ocelliformis,4
NBNORG0000000626,Biatora subduplex,4
NBNORG0000015519,Biatora vernalis,2
NBNORG0000077198,Biatora veteranorum,4
NBNORG0000076800,Biatorella fossarum,4
NBNORG0000015262,Biatorella hemisphaerica,3
NBNORG0000015696,Biatoridium delitescens,3
NBNORG0000015263,Biatoridium monasteriense,4
NBNORG0000000628,Biatoropsis usnearum,1
NBNORG0000024726,Bibbya subcircumspecta,3
NBNORG0000028353,Bibbya vermifera,4
NBNORG0000076806,Bilimbia lobulata,2
NBNORG0000000630,Bilimbia sabuletorum,2
NBNORG0000081346,Brianaria bauschiana,3
NBNORG0000015570,Brianaria lutulata,3
NBNORG0000081359,Brianaria sylvicola,3
NBNORG0000015581,Brianaria tuberculata,3
NBNORG0000015265,Brigantiaea fuscolutea,3
NBNORG0000076959,Brodoa intestiniformis,3
NBNORG0000080617,Bryobilimbia ahlesii,4
NBNORG0000080639,Bryobilimbia sanguineoatra,2
NBNORG0000015266,Bryonora curvescens,4
NBNORG0000076976,Bryoria bicolor,2
NBNORG0000076977,Bryoria capillaris,2
NBNORG0000015268,Bryoria furcellata,4
NBNORG0000015274,Bryoria implexa,5
NBNORG0000015271,Bryoria lanestris,4
NBNORG0000015272,Bryoria nadvornikiana,5
NBNORG0000015273,Bryoria nitidula,5
NBNORG0000015275,Bryoria smithii,4
NBNORG0000076979,Bryoria subcana,2
NBNORG0000076512,Bryostigma lapidicola,3
NBNORG0000076512,Bryostigma lapidicola,2
NBNORG0000108506,Buellia abstracta,4
NBNORG0000076986,Buellia aethalea,1
NBNORG0000076987,Buellia arborea,4
NBNORG0000076988,Buellia arnoldii,4
NBNORG0000076989,Buellia asterella,5
NBNORG0000015277,Buellia disciformis,2
NBNORG0000015278,Buellia erubescens,3
NBNORG0000015279,Buellia griseovirens,2
NBNORG0000000752,Buellia hyperbolica,4
NBNORG0000090766,Buellia jugorum,5
NBNORG0000015281,Buellia leptocline,3
NBNORG0000076992,Buellia leptoclinoides,4
NBNORG0000076993,Buellia ocellata,2
NBNORG0000076995,Buellia pulverea,3
NBNORG0000015283,Buellia sanguinolenta,4
NBNORG0000015284,Buellia saxorum,3
NBNORG0000015285,Buellia schaereri,3
NBNORG0000076996,Buellia spuria,5
NBNORG0000015286,Buellia stellulata,3
NBNORG0000024729,Buellia uberior,4
NBNORG0000076997,Buellia violaceofusca,3
NBNORG0000014000,Buelliella physciicola,3
NBNORG0000077012,Bunodophoron melanocarpum,1
NBNORG0000097971,Byssoloma diederichii,4
NBNORG0000024730,Byssoloma leucoblepharum,4
NBNORG0000133395,Byssoloma llimonae,4
NBNORG0000077025,Byssoloma marginatum,3
NBNORG0000077026,Byssoloma subdiscordans,3
NBNORG0000013782,Calicium abietinum,5
NBNORG0000013783,Calicium adspersum,4
NBNORG0000013784,Calicium corynellum,3
NBNORG0000013785,Calicium diploellum,4
NBNORG0000013786,Calicium glaucellum,2
NBNORG0000077044,Calicium hyperelloides,4
NBNORG0000013791,Calicium lenticulare,3
NBNORG0000013810,Calicium notarisii,3
NBNORG0000013787,Calicium parvum,4
NBNORG0000013789,Calicium quercinum,5
NBNORG0000013790,Calicium salicinum,2
NBNORG0000013812,Calicium tigillare,3
NBNORG0000013792,Calicium trabinellum,5
NBNORG0000078312,Calicium trachylioides,4
NBNORG0000095903,Calicium victorianum,5
NBNORG0000013793,Calicium viride,1
NBNORG0000015367,Callome multipartita,2
NBNORG0000077065,Caloplaca ahtii,3
NBNORG0000108508,Caloplaca albolutescens,3
NBNORG0000077066,Caloplaca alociza,3
NBNORG0000108509,Caloplaca alstrupii,4
NBNORG0000024731,Caloplaca approximata,4
NBNORG0000016510,Caloplaca aractina,4
NBNORG0000091164,Caloplaca arcis,2
NBNORG0000077067,Caloplaca arenaria,3
NBNORG0000016512,Caloplaca atroflava,5
NBNORG0000077069,Caloplaca aurantia,2
NBNORG0000077071,Caloplaca britannica,2
NBNORG0000000783,Caloplaca caesiorufella,4
NBNORG0000108512,Caloplaca calcitrapa,4
NBNORG0000077073,Caloplaca ceracea,2
NBNORG0000016513,Caloplaca cerinella,3
NBNORG0000016514,Caloplaca chalybaea,3
NBNORG0000016515,Caloplaca chlorina,2
NBNORG0000016516,Caloplaca chrysophthalma,5
NBNORG0000024732,Caloplaca cinnamomea,4
NBNORG0000077076,Caloplaca cirrochroa,1
NBNORG0000016517,Caloplaca concilians,4
NBNORG0000016519,Caloplaca crenulatella,2
NBNORG0000016520,Caloplaca decipiens,1
NBNORG0000085970,Caloplaca dichroa,2
NBNORG0000108516,Caloplaca diffusa,5
NBNORG0000108517,Caloplaca ferruginea s. str.,2
NBNORG0000077080,Caloplaca flavescens,1
NBNORG0000016523,Caloplaca flavovirescens,2
NBNORG0000016526,Caloplaca haematites,4
NBNORG0000108520,Caloplaca herbidella s. str.,4
NBNORG0000016527,Caloplaca holocarpa,1
NBNORG0000108522,Caloplaca holocarpa s. str.,3
NBNORG0000108523,Caloplaca limonia,2
NBNORG0000077082,Caloplaca littorea,1
NBNORG0000024734,Caloplaca lucifuga,3
NBNORG0000016529,Caloplaca luteoalba,3
NBNORG0000077085,Caloplaca maritima,2
NBNORG0000077081,Caloplaca marmorata,3
NBNORG0000108524,Caloplaca monacensis,5
NBNORG0000108525,Caloplaca neotaurica,5
NBNORG0000016531,Caloplaca nivalis,4
NBNORG0000016532,Caloplaca obliterans,2
NBNORG0000016533,Caloplaca ochracea,2
NBNORG0000000786,Caloplaca phlogina,3
NBNORG0000016534,Caloplaca pollinii,5
NBNORG0000077087,Caloplaca ruderum,2
NBNORG0000016535,Caloplaca saxicola,1
NBNORG0000016536,Caloplaca scopularis,3
NBNORG0000090770,Caloplaca soralifera,5
NBNORG0000091165,Caloplaca sorediella,4
NBNORG0000000784,Caloplaca stillicidiorum,2
NBNORG0000077088,Caloplaca suaedae,4
NBNORG0000016537,Caloplaca teicholyta,1
NBNORG0000108527,Caloplaca turkuensis,5
NBNORG0000077089,Caloplaca ulcerosa,2
NBNORG0000077090,Caloplaca variabilis,2
NBNORG0000016539,Caloplaca verruculifera,1
NBNORG0000016540,Caloplaca virescens,4
NBNORG0000077091,Caloplaca vitellinula,5
NBNORG0000080764,Caloplaca xantholyta,1
NBNORG0000077105,Calvitimela aglaea,2
NBNORG0000077106,Calvitimela armeniaca,4
NBNORG0000077138,Candelaria concolor,1
NBNORG0000108528,Candelaria pacifica,3
NBNORG0000015290,Candelariella coralliza,2
NBNORG0000015292,Candelariella reflexa,1
NBNORG0000077148,Candelariella superdistans,3
NBNORG0000077180,Capronia normandinae,3
NBNORG0000077184,Carbonea aggregantula,4
NBNORG0000015293,Carbonea supersparsa,3
NBNORG0000015294,Carbonea vitellinaria,2
NBNORG0000077187,Carbonea vorticosa,3
NBNORG0000015405,Carbonicola anthracophila,4
NBNORG0000016551,Catapyrenium cinereum,2
NBNORG0000075808,Catapyrenium daedaleum,4
NBNORG0000077192,Catapyrenium psoromoides,4
NBNORG0000015473,Catillaria aphana,4
NBNORG0000077199,Catillaria atomarioides,2
NBNORG0000133791,Catillaria baliola,2
NBNORG0000077201,Catillaria chalybeia var. chalybeia,2
NBNORG0000000864,Catillaria gilbertii,4
NBNORG0000015410,Catillaria lenticularis,2
NBNORG0000095922,Catillaria lobariicola,4
NBNORG0000015502,Catillaria modesta,4
NBNORG0000015264,Catillaria picila,5
NBNORG0000015512,Catillaria scotinodes,3
NBNORG0000084112,Catillaria stereocaulorum,3
NBNORG0000015300,Catillaria subviridis,4
NBNORG0000091240,Catillaria usneicola,3
NBNORG0000077207,Catinaria atropurpurea,2
NBNORG0000077208,Catinaria neuschildii,3
NBNORG0000015518,Cecidonia umbonella,2
NBNORG0000077217,Cecidonia xenophana,2
NBNORG0000014105,Celothelium ischnobelum,2
NBNORG0000000906,Cercidospora cladoniicola,3
NBNORG0000077269,Cercidospora decolorella,4
NBNORG0000077270,Cercidospora epipolytropa,2
NBNORG0000077271,Cercidospora macrospora,3
NBNORG0000000907,Cercidospora parva,3
NBNORG0000077272,Cercidospora punctillata,3
NBNORG0000014009,Cercidospora stereocaulorum,3
NBNORG0000000908,Cercidospora verrucosaria,3
NBNORG0000000945,Cetraria aculeata,2
NBNORG0000015302,Cetraria ericetorum,2
NBNORG0000077305,Cetraria islandica subsp. crispiformis,3
NBNORG0000077306,Cetraria islandica subsp. islandica,1
NBNORG0000000946,Cetraria muricata,2
NBNORG0000015304,Cetraria sepincola,1
NBNORG0000003389,Cetrariella commixta,2
NBNORG0000000947,Cetrariella delisei,2
NBNORG0000108531,Cetrelia cetrarioides,3
NBNORG0000108532,Cetrelia chicitae,3
NBNORG0000108533,Cetrelia monachorum,3
NBNORG0000013807,Chaenotheca brachypoda,2
NBNORG0000077316,Chaenotheca brunneola,2
NBNORG0000077317,Chaenotheca chlorella,4
NBNORG0000013805,Chaenotheca furfuracea,2
NBNORG0000013794,Chaenotheca hispidula,2
NBNORG0000013795,Chaenotheca laevigata,4
NBNORG0000013796,Chaenotheca phaeocephala,4
NBNORG0000013797,Chaenotheca stemonea,2
NBNORG0000077321,Chaenotheca trichialis,2
NBNORG0000013798,Chaenotheca xyloxena,3
NBNORG0000013799,Chaenothecopsis caespitosa,4
NBNORG0000013801,Chaenothecopsis epithallina,4
NBNORG0000024740,Chaenothecopsis nigra,3
NBNORG0000077323,Chaenothecopsis parasitaster,3
NBNORG0000013802,Chaenothecopsis pusiola,4
NBNORG0000013788,Chaenothecopsis retinens,4
NBNORG0000000952,Chaenothecopsis rubescens,5
NBNORG0000077324,Chaenothecopsis savonica,3
NBNORG0000077325,Chaenothecopsis subparoica,4
NBNORG0000077326,Chaenothecopsis vainioana,4
NBNORG0000013804,Chaenothecopsis viridialba,4
NBNORG0000077327,Chaenothecopsis viridireagens,4
NBNORG0000077437,Chrysothrix candelaris,1
NBNORG0000015305,Chrysothrix chlorina,2
NBNORG0000077438,Chrysothrix chrysophthalma,3
NBNORG0000001045,Chrysothrix flavovirens,2
NBNORG0000076633,Circinaria contorta,1
NBNORG0000108501,Circinaria hoffmanniana,1
NBNORG0000076636,Circinaria leprosescens,2
NBNORG0000001086,Cladonia alpina,4
NBNORG0000108535,Cladonia asahinae,4
NBNORG0000024741,Cladonia azorica,3
NBNORG0000015307,Cladonia bellidiflora,2
NBNORG0000001087,Cladonia borealis,3
NBNORG0000015308,Cladonia botrytes,3
NBNORG0000077486,Cladonia caespiticia,2
NBNORG0000077487,Cladonia callosa,2
NBNORG0000015309,Cladonia cariosa,4
NBNORG0000015310,Cladonia carneola,2
NBNORG0000015311,Cladonia cenotea,2
NBNORG0000015314,Cladonia ciliata,6
NBNORG0000077492,Cladonia ciliata var. ciliata,2
NBNORG0000077493,Cladonia ciliata var. tenuis,2
NBNORG0000077495,Cladonia coniocraea,1
NBNORG0000015317,Cladonia cornuta,2
NBNORG0000077497,Cladonia crispata var. crispata,4
NBNORG0000108540,Cladonia cryptochlorophaea,4
NBNORG0000015320,Cladonia cyathomorpha,3
NBNORG0000015321,Cladonia deformis,4
NBNORG0000015322,Cladonia digitata,2
NBNORG0000001089,Cladonia diversa,2
NBNORG0000015323,Cladonia fimbriata,2
NBNORG0000015324,Cladonia firma,3
NBNORG0000077498,Cladonia floerkeana,1
NBNORG0000015325,Cladonia foliacea,1
NBNORG0000077499,Cladonia furcata subsp. furcata,1
NBNORG0000077501,Cladonia glauca,3
NBNORG0000015327,Cladonia gracilis,2
NBNORG0000108541,Cladonia grayi s. lat.,4
NBNORG0000077502,Cladonia humilis,2
NBNORG0000077503,Cladonia incrassata,2
NBNORG0000077504,Cladonia luteoalba,2
NBNORG0000015328,Cladonia macilenta,2
NBNORG0000015329,Cladonia macrophylla,4
NBNORG0000015330,Cladonia maxima,3
NBNORG0000015331,Cladonia mediterranea,5
NBNORG0000108542,Cladonia merochlorophaea,4
NBNORG0000028362,Cladonia mitis,4
NBNORG0000077505,Cladonia monomorpha,4
NBNORG0000024742,Cladonia norvegica,4
NBNORG0000077490,Cladonia novochlorophaea,1
NBNORG0000077506,Cladonia ochrochlora,1
NBNORG0000015333,Cladonia parasitica,2
NBNORG0000015334,Cladonia peziziformis,4
NBNORG0000015336,Cladonia pleurota,5
NBNORG0000077507,Cladonia pocillum,1
NBNORG0000077508,Cladonia polydactyla,1
NBNORG0000015337,Cladonia portentosa,1
NBNORG0000001088,Cladonia pulvinata,4
NBNORG0000015338,Cladonia pyxidata,2
NBNORG0000077511,Cladonia ramulosa,2
NBNORG0000015340,Cladonia rei,4
NBNORG0000077513,Cladonia scabriuscula,2
NBNORG0000077515,Cladonia squamosa var. squamosa,2
NBNORG0000070626,Cladonia squamosa var. subsquamosa,2
NBNORG0000077516,Cladonia stellaris,5
NBNORG0000077517,Cladonia stereoclada,4
NBNORG0000015343,Cladonia strepsilis,2
NBNORG0000024833,Cladonia stygia,4
NBNORG0000015345,Cladonia subcervicornis,2
NBNORG0000015346,Cladonia sulphurina,1
NBNORG0000077519,Cladonia symphycarpa,3
NBNORG0000001092,Cladonia trassii,4
NBNORG0000001090,Cladonia umbricola,3
NBNORG0000015313,Cladonia verticillata,1
NBNORG0000015348,Cladonia zopfii,2
NBNORG0000108545,Cladoniicola staurospora,3
NBNORG0000005423,Cladophialophora normandinae,3
NBNORG0000077545,Claurouxia chalybeioides,4
NBNORG0000015491,Clauzadea immersa,2
NBNORG0000015501,Clauzadea metzleri,3
NBNORG0000015499,Clauzadeana macula,2
NBNORG0000108548,Cliostomum coppinsii,4
NBNORG0000015349,Cliostomum corrugatum,5
NBNORG0000001141,Cliostomum flavidulum,4
NBNORG0000015350,Cliostomum griffithii,2
NBNORG0000077598,Cliostomum leprosum,4
NBNORG0000091481,Cliostomum subtenerum,4
NBNORG0000001142,Cliostomum tenerum,2
NBNORG0000077660,Clypeococcum cladonema,3
NBNORG0000077661,Clypeococcum hypocenomyces,2
NBNORG0000001182,Clypeococcum psoromatis,4
NBNORG0000024743,Coccotrema citrinescens,2
NBNORG0000078612,Coenogonium luteum,1
NBNORG0000015362,Collema flaccidum,2
NBNORG0000015365,Collema glebulentum,2
NBNORG0000015368,Collema nigrescens,4
NBNORG0000015372,Collema subflaccidum,2
NBNORG0000015373,Collema subnigrescens,4
NBNORG0000083449,Collemopsidium angermannicum,3
NBNORG0000083443,Collemopsidium arenisedum,4
NBNORG0000013981,Collemopsidium argilospilum,4
NBNORG0000006094,Collemopsidium caesium,4
NBNORG0000083445,Collemopsidium elegans,3
NBNORG0000083446,Collemopsidium foveolatum,2
NBNORG0000013986,Collemopsidium monense,4
NBNORG0000077709,Collemopsidium ostrearum,4
NBNORG0000083448,Collemopsidium pelvetiae,3
NBNORG0000083450,Collemopsidium subarenisedum,4
NBNORG0000083451,Collemopsidium sublitorale,2
NBNORG0000013769,Coniocarpon cinnabarinum,1
NBNORG0000013754,Coniocarpon cuspidans,2
NBNORG0000077912,Cornicularia normoerica,1
NBNORG0000001353,Cornutispora ciliata,3
NBNORG0000001354,Cornutispora lichenicola,3
NBNORG0000015804,Corticifraga fuckelii,2
NBNORG0000015806,Corticifraga peltigerae,2
NBNORG0000001359,Corticiruptor abeloneae,3
NBNORG0000001475,Cresponea premnea,1
NBNORG0000001018,Crittendenia coppinsii,4
NBNORG0000001019,Crittendenia lichenicola,4
NBNORG0000083222,Crocodia aurata,3
NBNORG0000006102,Crutarndina petractoides,2
NBNORG0000003192,Cryptodiscus cladoniicola,3
NBNORG0000014464,Cryptodiscus gloeocapsa,3
NBNORG0000014482,Cryptolechia carneolutea,3
NBNORG0000078263,Cryptothele rhodosticta,4
NBNORG0000001566,Cyrtidula hippocastani,3
NBNORG0000078324,Cyrtidula major,4
NBNORG0000001567,Cyrtidula quercus,2
NBNORG0000024746,Cystocoleus ebeneus,3
NBNORG0000014026,Dacampia hookeri,3
NBNORG0000082831,Dacampia leptogiicola,4
NBNORG0000108549,Dacampia rhizocarpicola,4
NBNORG0000001609,Dacampia rufescentis,4
NBNORG0000001638,Dactylospora amygdalariae,4
NBNORG0000078385,Dactylospora athallina,4
NBNORG0000078386,Dactylospora attendenda,4
NBNORG0000001639,Dactylospora australis,4
NBNORG0000015379,Dactylospora frigida,5
NBNORG0000015381,Dactylospora lobariella,3
NBNORG0000078388,Dactylospora microspora,4
NBNORG0000078390,Dactylospora parasitica,3
NBNORG0000001641,Dactylospora purpurascens,4
NBNORG0000078391,Dactylospora saxatilis,3
NBNORG0000108550,Dactylospora suburceolata,4
NBNORG0000098204,Dactylospora tegularum,4
NBNORG0000015384,Dactylospora urceolata,4
NBNORG0000024753,Dendrographa latebrarum,2
NBNORG0000001689,Dermatocarpon deminuens,5
NBNORG0000078472,Dermatocarpon leptophyllodes,5
NBNORG0000078474,Dermatocarpon luridum,1
NBNORG0000078475,Dermatocarpon meiophyllizum,2
NBNORG0000075824,Dermatocarpon miniatum,1
NBNORG0000016554,Dermatocarpon rivulorum,5
NBNORG0000013767,Diarthonis spadicea,1
NBNORG0000078528,Dibaeis baeomyces,1
NBNORG0000016748,Dictyonema coppinsii,3
NBNORG0000134864,Didymellopsis collemata,4
NBNORG0000001766,Didymellopsis pulposi,4
NBNORG0000004449,Didymocyrtis epiphyscia,4
NBNORG0000078603,Didymocyrtis pseudeverniae,3
NBNORG0000004783,Didymocyrtis slaptoniensis,4
NBNORG0000078636,Diploicia canescens,1
NBNORG0000001846,Diplolaeviopsis ranula,5
NBNORG0000014465,Diploschistes caesioplumbeus,2
NBNORG0000014466,Diploschistes gypsaceus,2
