"tvk","start_day","start_month","end_day","end_month"
"MM0001Z1ZT0011Z1","01","04","30","06"
"NBNSYS0000039488","01","03","31","05"
"NHMSYS0000570579","01","01","30","11"
"NBNSYS0000011358","01","09","30","06"
"NBNSYS0000011357","01","09","30","06"
