"tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"NHMSYS0000504141","01","01","1965",,,
"NHMSYS0000503226","01","01","1981",,,
"NHMSYS0000502712","06","08","1988",,,
"NBNSYS0100003245","28","08","1971","31","08","1978"
"NHMSYS0000501234","01","01","1957",,,
