tvk,code,taxon,rtvk,organism_key
NHMSYS0000530469,3,Melanocorypha calandra,NHMSYS0000530469,NBNORG0000060884
NHMSYS0000530470,3,Alauda leucoptera,NHMSYS0021275206,NBNORG0000060885
NHMSYS0000530472,3,Melospiza melodia,NHMSYS0000530472,NBNORG0000060887
NHMSYS0000530474,1,Mergellus albellus,NHMSYS0000530474,NBNORG0000060889
NHMSYS0000530476,1,Merops apiaster,NHMSYS0000530476,NBNORG0000060891
NHMSYS0000530477,3,Merops persicus,NHMSYS0000530477,NBNORG0000060892
NHMSYS0000530481,3,Milvus migrans,NHMSYS0000530481,NBNORG0000060894
NHMSYS0000530482,1,Milvus milvus,NHMSYS0000530482,NBNORG0000060895
NHMSYS0000530484,2,Mimus polyglottos,NHMSYS0000530484,NBNORG0000060897
NHMSYS0000530486,3,Mniotilta varia,NHMSYS0000530486,NBNORG0000060899
NHMSYS0000530488,2,Molothrus ater,NHMSYS0000530488,NBNORG0000060901
NHMSYS0000530490,2,Monticola saxatilis,NHMSYS0000530490,NBNORG0000060903
NHMSYS0000530491,2,Monticola solitarius,NHMSYS0000530491,NBNORG0000060904
NHMSYS0000530493,1,Motacilla alba,NHMSYS0000530493,NBNORG0000060906
NHMSYS0000530494,2,Motacilla cinerea,NHMSYS0000530494,NBNORG0000060907
NHMSYS0000530495,3,Motacilla citreola,NHMSYS0000530495,NBNORG0000060908
NHMSYS0000530496,2,Motacilla flava,NHMSYS0000530496,NBNORG0000060909
NHMSYS0000530498,1,Muscicapa striata,NHMSYS0000530498,NBNORG0000060911
NHMSYS0000530500,1,Neophron percnopterus,NHMSYS0000530500,NBNORG0000060913
NHMSYS0000530502,2,Nucifraga caryocatactes,NHMSYS0000530502,NBNORG0000060915
NHMSYS0000530503,4,Numenius tenuirostris,NHMSYS0000530503,NBNORG0000060916
NHMSYS0000530505,2,Nycticorax nycticorax,NHMSYS0000530505,NBNORG0000060918
NHMSYS0000530507,4,Hydrobates castro,NHMSYS0021537803,NBNORG0000060920
NHMSYS0000530508,2,Hydrobates leucorhous,NHMSYS0021537808,NBNORG0000060921
NHMSYS0000530509,4,Hydrobates monorhis,NHMSYS0021537818,NBNORG0000060922
NHMSYS0000530510,3,Oenanthe deserti,NHMSYS0000530510,NBNORG0000060923
NHMSYS0000530511,4,Oenanthe hispanica/melanoleuca,NHMSYS0021274916,NBNORG0000060924
NHMSYS0000530512,4,Oenanthe isabellina,NHMSYS0000530512,NBNORG0000060925
NHMSYS0000530513,2,Oenanthe leucopyga,NHMSYS0000530513,NBNORG0000060926
NHMSYS0000530514,2,Oenanthe oenanthe,NHMSYS0000530514,NBNORG0000060927
NHMSYS0000530515,4,Oenanthe pleschanka,NHMSYS0000530515,NBNORG0000060928
NHMSYS0000530518,2,Oriolus oriolus,NHMSYS0000530518,NBNORG0000060930
NHMSYS0000530520,1,Otis tarda,NHMSYS0000530520,NBNORG0000060932
NHMSYS0000530522,2,Otus scops,NHMSYS0000530522,NBNORG0000060934
NHMSYS0000530524,1,Oxyura jamaicensis,NHMSYS0000530524,NBNORG0000060936
NHMSYS0000530526,1,Panurus biarmicus,NHMSYS0000530526,NBNORG0000060938
NHMSYS0000530528,3,Setophaga americana,NHMSYS0021003285,NBNORG0000060940
NHMSYS0000530533,1,Parus major,NHMSYS0000530533,NBNORG0000060942
NHMSYS0000530537,1,Passer domesticus,NHMSYS0000530537,NBNORG0000060944
NHMSYS0000530538,3,Passer hispaniolensis,NHMSYS0000530538,NBNORG0000060945
NHMSYS0000530539,2,Passer montanus,NHMSYS0000530539,NBNORG0000060946
NHMSYS0000530541,3,Passerculus sandwichensis,NHMSYS0000530541,NBNORG0000060948
NHMSYS0000530543,3,Passerella iliaca,NHMSYS0000530543,NBNORG0000060950
NHMSYS0000530546,3,Pelagodroma marina,NHMSYS0000530546,NBNORG0000060953
NHMSYS0000530548,1,Perdix perdix,NHMSYS0000530548,NBNORG0000060955
NHMSYS0000530550,3,Pernis apivorus,NHMSYS0000530550,NBNORG0000060957
NHMSYS0000530552,2,Petronia petronia,NHMSYS0000530552,NBNORG0000060959
NHMSYS0000530554,3,Phaethon aethereus,NHMSYS0000530554,NBNORG0000060961
NHMSYS0000530559,2,Phasianus colchicus,NHMSYS0000530559,NBNORG0000060966
NHMSYS0000530561,2,Pheucticus ludovicianus,NHMSYS0000530561,NBNORG0000060968
NHMSYS0000530563,2,Phoenicurus moussieri,NHMSYS0000530563,NBNORG0000060970
NHMSYS0000530578,2,Regulus ignicapilla,NHMSYS0000530578,NBNORG0000060972
NHMSYS0000530579,1,Regulus regulus,NHMSYS0000530579,NBNORG0000060973
NHMSYS0000530581,2,Remiz pendulinus,NHMSYS0000530581,NBNORG0000060975
NHMSYS0000530586,1,Riparia riparia,NHMSYS0000530586,NBNORG0000060978
NHMSYS0000530590,1,Saxicola rubetra,NHMSYS0000530590,NBNORG0000060980
NHMSYS0000530591,2,Saxicola rubicola,NHMSYS0021002960,NBNORG0000060981
NHMSYS0000530593,3,Sayornis phoebe,NHMSYS0000530593,NBNORG0000060983
NHMSYS0000530596,2,Seiurus aurocapilla,NHMSYS0000530596,NBNORG0000060986
NHMSYS0000530597,3,Parkesia noveboracensis,NHMSYS0021003401,NBNORG0000060987
NHMSYS0000530599,3,Serinus serinus,NHMSYS0000530599,NBNORG0000060989
NHMSYS0000530601,2,Setophaga ruticilla,NHMSYS0000530601,NBNORG0000060991
NHMSYS0000530609,2,Sitta canadensis,NHMSYS0000530609,NBNORG0000060993
NHMSYS0000530610,1,Sitta europaea,NHMSYS0000530610,NBNORG0000060994
NHMSYS0000530616,2,Sphyrapicus varius,NHMSYS0000530616,NBNORG0000060996
NHMSYS0000530617,3,Thalasseus elegans,NHMSYS0021274161,NBNORG0000060997
NHMSYS0000530621,1,Streptopelia decaocto,NHMSYS0000530621,NBNORG0000060999
NHMSYS0000530622,3,Streptopelia orientalis,NHMSYS0000530622,NBNORG0000061000
NHMSYS0000530623,2,Streptopelia turtur,NHMSYS0000530623,NBNORG0000061001
NHMSYS0000530625,1,Strix aluco,NHMSYS0000530625,NBNORG0000061003
NHMSYS0000530627,2,Pastor roseus,NHMSYS0021002769,NBNORG0000061005
NHMSYS0000530628,1,Sturnus vulgaris,NHMSYS0000530628,NBNORG0000061006
NHMSYS0000530630,2,Surnia ulula,NHMSYS0000530630,NBNORG0000061008
NHMSYS0000530633,1,Sylvia atricapilla,NHMSYS0000530633,NBNORG0000061010
NHMSYS0000530634,2,Sylvia borin,NHMSYS0000530634,NBNORG0000061011
NHMSYS0000530635,4,Curruca cantillans/iberiae,NHMSYS0021311312,NBNORG0000061012
NHMSYS0000530636,2,Curruca communis,NHMSYS0021311327,NBNORG0000061013
NHMSYS0000530637,4,Curruca conspicillata,NHMSYS0021311337,NBNORG0000061014
NHMSYS0000530638,2,Curruca curruca,NHMSYS0021311347,NBNORG0000061015
NHMSYS0000530639,3,Curruca hortensis,NHMSYS0021311367,NBNORG0000061016
NHMSYS0000530640,4,Curruca melanocephala,NHMSYS0021311382,NBNORG0000061017
NHMSYS0000530641,2,Curruca nana,NHMSYS0021311402,NBNORG0000061018
NHMSYS0000530642,3,Curruca nisoria,NHMSYS0021311407,NBNORG0000061019
NHMSYS0000530643,4,Curruca ruppeli,NHMSYS0021311417,NBNORG0000061020
NHMSYS0000530644,4,Curruca sarda,NHMSYS0021311422,NBNORG0000061021
NHMSYS0000530645,2,Curruca undata,NHMSYS0021311432,NBNORG0000061022
NHMSYS0000530647,3,Synthliboramphus antiquus,NHMSYS0000530647,NBNORG0000061024
NHMSYS0000530649,2,Syrrhaptes paradoxus,NHMSYS0000530649,NBNORG0000061026
NHMSYS0000530652,3,Tachycineta bicolor,NHMSYS0000530652,NBNORG0000061029
NHMSYS0000530654,2,Tadorna ferruginea,NHMSYS0000530654,NBNORG0000061031
NHMSYS0000530656,2,Tarsiger cyanurus,NHMSYS0000530656,NBNORG0000061033
NHMSYS0000530658,2,Lyrurus tetrix,NBNSYS0000172474,NBNORG0000061035
NHMSYS0000530659,1,Tetrao urogallus,NHMSYS0000530659,NBNORG0000061036
NHMSYS0000530661,2,Tetrax tetrax,NHMSYS0000530661,NBNORG0000061038
NHMSYS0000530663,2,Thalassarche melanophris,NHMSYS0000533971,NBNORG0000061040
NHMSYS0000530666,1,Tichodroma muraria,NHMSYS0000530666,NBNORG0000061042
NHMSYS0000530668,2,Toxostoma rufum,NHMSYS0000530668,NBNORG0000061044
NHMSYS0000530671,1,Troglodytes troglodytes,NHMSYS0000530671,NBNORG0000061047
NHMSYS0000530673,1,Turdus iliacus,NHMSYS0000530673,NBNORG0000061049
NHMSYS0000530674,1,Turdus merula,NHMSYS0000530674,NBNORG0000061050
NHMSYS0000530675,2,Turdus migratorius,NHMSYS0000530675,NBNORG0000061051
NHMSYS0000530676,3,Turdus naumanni,NHMSYS0000530676,NBNORG0000061052
NHMSYS0000530677,3,Turdus obscurus,NHMSYS0000530677,NBNORG0000061053
NHMSYS0000530678,2,Turdus philomelos,NHMSYS0000530678,NBNORG0000061054
NHMSYS0000530679,1,Turdus pilaris,NHMSYS0000530679,NBNORG0000061055
NHMSYS0000530680,4,Turdus ruficollis,NHMSYS0000530680,NBNORG0000061056
NHMSYS0000530681,2,Turdus torquatus,NHMSYS0000530681,NBNORG0000061057
NHMSYS0000530682,2,Turdus viscivorus,NHMSYS0000530682,NBNORG0000061058
NHMSYS0000530685,1,Tyto alba,NHMSYS0000530685,NBNORG0000061060
NHMSYS0000530687,1,Upupa epops,NHMSYS0000530687,NBNORG0000061062
NHMSYS0000530688,3,Vanellus gregarius,NHMSYS0000530688,NBNORG0000061063
NHMSYS0000530689,3,Vanellus leucurus,NHMSYS0000530689,NBNORG0000061064
NHMSYS0000530691,3,Vermivora chrysoptera,NHMSYS0000530691,NBNORG0000061066
NHMSYS0000530692,3,Leiothlypis peregrina,NHMSYS0021275466,NBNORG0000061067
NHMSYS0000530694,3,Vireo flavifrons,NHMSYS0000530694,NBNORG0000061069
NHMSYS0000530695,2,Vireo olivaceus,NHMSYS0000530695,NBNORG0000061070
NHMSYS0000530696,3,Vireo philadelphicus,NHMSYS0000530696,NBNORG0000061071
NHMSYS0000530705,3,Setophaga citrina,NHMSYS0021003276,NBNORG0000061073
NHMSYS0000530706,3,Cardellina pusilla,NHMSYS0021003981,NBNORG0000061074
NHMSYS0000530707,2,Xenus cinereus,NHMSYS0000530707,NBNORG0000061075
NHMSYS0000530715,3,Zenaida macroura,NHMSYS0000530715,NBNORG0000061077
NHMSYS0000530717,2,Zonotrichia albicollis,NHMSYS0000530717,NBNORG0000061079
NHMSYS0000530718,2,Zonotrichia leucophrys,NHMSYS0000530718,NBNORG0000061080
NHMSYS0000530720,2,Zoothera aurea,NHMSYS0021275551,NBNORG0000061082
NHMSYS0000530722,2,Geokichla sibirica,NHMSYS0021004005,NBNORG0000061084
NHMSYS0000530723,3,Emberiza caesia,NHMSYS0000530723,NBNORG0000061085
NHMSYS0000530724,3,Emberiza chrysophrys,NHMSYS0000530724,NBNORG0000061086
NHMSYS0000530725,3,Emberiza cia,NHMSYS0000530725,NBNORG0000061087
NHMSYS0000530726,3,Emberiza cirlus,NHMSYS0000530726,NBNORG0000061088
NHMSYS0000530727,2,Emberiza citrinella,NHMSYS0000530727,NBNORG0000061089
NHMSYS0000530728,2,Emberiza hortulana,NHMSYS0000530728,NBNORG0000061090
NHMSYS0000530729,4,Emberiza leucocephalos,NHMSYS0000530729,NBNORG0000061091
NHMSYS0000530730,4,Emberiza melanocephala,NHMSYS0000530730,NBNORG0000061092
NHMSYS0000530731,4,Emberiza pallasi,NHMSYS0000530731,NBNORG0000061093
NHMSYS0000530732,3,Emberiza pusilla,NHMSYS0000530732,NBNORG0000061094
NHMSYS0000530733,3,Emberiza rustica,NHMSYS0000530733,NBNORG0000061095
NHMSYS0000530734,2,Emberiza schoeniclus,NHMSYS0000530734,NBNORG0000061096
NHMSYS0000530735,3,Emberiza spodocephala,NHMSYS0000530735,NBNORG0000061097
NHMSYS0000530737,1,Eremophila alpestris,NHMSYS0000530737,NBNORG0000061099
NHMSYS0000530739,1,Erithacus rubecula,NHMSYS0000530739,NBNORG0000061101
NHMSYS0000530743,2,Falco columbarius,NHMSYS0000530743,NBNORG0000061103
NHMSYS0000530744,2,Phoenicurus ochruros,NHMSYS0000530744,NBNORG0000061104
NHMSYS0000530745,1,Phoenicurus phoenicurus,NHMSYS0000530745,NBNORG0000061105
NHMSYS0000530747,4,Phylloscopus bonelli,NHMSYS0000530747,NBNORG0000061107
NHMSYS0000530748,3,Phylloscopus borealis,NHMSYS0000530748,NBNORG0000061108
NHMSYS0000530749,2,Phylloscopus collybita,NHMSYS0000530749,NBNORG0000061109
NHMSYS0000530750,3,Phylloscopus fuscatus,NHMSYS0000530750,NBNORG0000061110
NHMSYS0000530751,3,Phylloscopus humei,NHMSYS0000530751,NBNORG0000061111
NHMSYS0000530752,3,Phylloscopus ibericus,NHMSYS0000530752,NBNORG0000061112
NHMSYS0000530753,2,Phylloscopus inornatus,NHMSYS0000530753,NBNORG0000061113
NHMSYS0000530754,4,Phylloscopus orientalis,NHMSYS0000530754,NBNORG0000061114
NHMSYS0000530755,2,Phylloscopus proregulus,NHMSYS0000530755,NBNORG0000061115
NHMSYS0000530756,3,Phylloscopus schwarzi,NHMSYS0000530756,NBNORG0000061116
NHMSYS0000530757,2,Phylloscopus sibilatrix,NHMSYS0000530757,NBNORG0000061117
NHMSYS0000530758,3,Phylloscopus trochiloides,NHMSYS0000530758,NBNORG0000061118
NHMSYS0000530759,2,Phylloscopus trochilus,NHMSYS0000530759,NBNORG0000061119
NHMSYS0000530761,1,Pica pica,NHMSYS0000530761,NBNORG0000061121
NHMSYS0000530763,1,Picus viridis,NHMSYS0000530763,NBNORG0000061123
NHMSYS0000530766,1,Pinguinus impennis,NHMSYS0000530766,NBNORG0000061125
NHMSYS0000530768,2,Pinicola enucleator,NHMSYS0000530768,NBNORG0000061127
NHMSYS0000530771,3,Pipilo erythrophthalmus,NHMSYS0000530771,NBNORG0000061129
NHMSYS0000530773,3,Piranga olivacea,NHMSYS0000530773,NBNORG0000061131
NHMSYS0000530774,3,Piranga rubra,NHMSYS0000530774,NBNORG0000061132
NHMSYS0000530776,1,Plectrophenax nivalis,NHMSYS0000530776,NBNORG0000061134
NHMSYS0000530777,4,Pluvialis dominica,NHMSYS0000530777,NBNORG0000061135
NHMSYS0000530782,4,Porphyrio alleni,NHMSYS0000533695,NBNORG0000061139
NHMSYS0000530783,4,Porphyrio martinica,NHMSYS0021003461,NBNORG0000061140
NHMSYS0000530785,4,Porzana carolina,NHMSYS0000530785,NBNORG0000061142
NHMSYS0000530786,4,Zapornia parva,NHMSYS0021311282,NBNORG0000061143
NHMSYS0000530787,2,Porzana porzana,NHMSYS0000530787,NBNORG0000061144
NHMSYS0000530788,4,Zapornia pusilla,NHMSYS0021311287,NBNORG0000061145
NHMSYS0000530789,2,Prunella collaris,NHMSYS0000530789,NBNORG0000061146
NHMSYS0000530790,1,Prunella modularis,NHMSYS0000530790,NBNORG0000061147
NHMSYS0000530792,2,Psittacula krameri,NHMSYS0000530792,NBNORG0000061149
NHMSYS0000530794,4,Pterodroma hasitata,NHMSYS0000530794,NBNORG0000061151
NHMSYS0000530797,3,Ptyonoprogne rupestris,NHMSYS0000530797,NBNORG0000061154
NHMSYS0000530798,3,Puffinus mauretanicus,NHMSYS0000530798,NBNORG0000061155
NHMSYS0000530800,1,Pyrrhocorax pyrrhocorax,NHMSYS0000530800,NBNORG0000061157
NHMSYS0000530802,1,Pyrrhula pyrrhula,NHMSYS0000530802,NBNORG0000061159
NHMSYS0000530803,1,Rallus aquaticus,NHMSYS0000530803,NBNORG0000061160
NHMSYS0000532723,2,Aix sponsa,NHMSYS0000532723,NBNORG0000061229
NHMSYS0000532731,3,Alectoris chukar,NHMSYS0000532731,NBNORG0000061231
NHMSYS0000532759,2,Anas bahamensis,NHMSYS0000532759,NBNORG0000061238
NHMSYS0000532763,2,Anas capensis,NHMSYS0000532763,NBNORG0000061239
NHMSYS0000532767,3,Anas castanea,NHMSYS0000532767,NBNORG0000061240
NHMSYS0000532771,2,Anas erythrorhyncha,NHMSYS0000532771,NBNORG0000061241
NHMSYS0000532779,2,Anas flavirostris,NHMSYS0000532779,NBNORG0000061242
NHMSYS0000532783,3,Sibirionetta formosa,NHMSYS0021276086,NBNORG0000061243
NHMSYS0000532787,2,Mareca sibilatrix,NHMSYS0021276111,NBNORG0000061244
NHMSYS0000532791,2,Anser albifrons albifrons,NHMSYS0000532791,NBNORG0000061245
NHMSYS0000532795,2,Anser albifrons flavirostris,NHMSYS0000532795,NBNORG0000061246
NHMSYS0000532799,6,Anser canagicus,NHMSYS0000532799,NBNORG0000061247
NHMSYS0000532803,2,Anser cygnoides,NHMSYS0000532803,NBNORG0000061248
NHMSYS0000532807,1,Anser indicus,NHMSYS0000532807,NBNORG0000061249
NHMSYS0000532811,2,Anser rossii,NHMSYS0000532811,NBNORG0000061250
NHMSYS0000532815,2,Anseranas semipalmata,NHMSYS0000532815,NBNORG0000061251
NHMSYS0000532879,2,Branta sandvicensis,NHMSYS0000532879,NBNORG0000061267
NHMSYS0000532895,1,Cygnus atratus,NHMSYS0000532895,NBNORG0000061271
NHMSYS0000532899,1,Haliaeetus leucocephalus,NHMSYS0000532899,NBNORG0000061272
NHMSYS0000532935,2,Bubo bubo,NHMSYS0000532935,NBNORG0000061280
NHMSYS0000532939,1,Melopsittacus undulatus,NHMSYS0000532939,NBNORG0000061281
NHMSYS0000532963,2,Cairina moschata,NHMSYS0000532963,NBNORG0000061287
NHMSYS0000532971,2,Serinus canaria,NHMSYS0000532971,NBNORG0000061289
NHMSYS0000532979,1,Corvus corone x cornix,NHMSYS0000532979,NBNORG0000061291
NHMSYS0000532991,2,Chenonetta jubata,NHMSYS0000532991,NBNORG0000061294
NHMSYS0000533007,3,Emberiza rutila,NHMSYS0000533007,NBNORG0000061298
NHMSYS0000533035,2,Pelecanus onocrotalus,NHMSYS0000533035,NBNORG0000061305
NHMSYS0000533043,4,Larus glaucoides kumlieni,NHMSYS0000533043,NBNORG0000061307
NHMSYS0000533059,3,Oxyura leucocephala,NHMSYS0000533059,NBNORG0000061311
NHMSYS0000533079,4,Emberiza bruniceps,NHMSYS0000533079,NBNORG0000061316
NHMSYS0000533107,4,Falco biarmicus,NHMSYS0000533107,NBNORG0000061322
NHMSYS0000533111,4,Falco cherrug,NHMSYS0000533111,NBNORG0000061323
NHMSYS0000533119,3,Ficedula mugimaki,NHMSYS0000533119,NBNORG0000061325
NHMSYS0000533151,1,Nymphicus hollandicus,NHMSYS0000533151,NBNORG0000061333
NHMSYS0000533159,2,Colaptes auratus,NHMSYS0000533159,NBNORG0000061335
NHMSYS0000533207,3,Cygnus buccinator,NHMSYS0000533207,NBNORG0000061347
NHMSYS0000533227,2,Dendrocygna bicolor,NHMSYS0000533227,NBNORG0000061352
NHMSYS0000533231,2,Dendrocygna javanica,NHMSYS0000533231,NBNORG0000061353
NHMSYS0000533239,3,Setophaga palmarum,NHMSYS0021275476,NBNORG0000061355
NHMSYS0000533315,4,Phylloscopus nitidus,NHMSYS0000533315,NBNORG0000061370
NHMSYS0000533367,1,Numida meleagris,NHMSYS0000533367,NBNORG0000061383
NHMSYS0000533383,3,Hieraaetus pennatus,NHMSYS0000533383,NBNORG0000061387
NHMSYS0000533391,4,Hippolais olivetorum,NHMSYS0000533391,NBNORG0000061389
NHMSYS0000533399,1,Lophodytes cucullatus,NHMSYS0000533399,NBNORG0000061391
NHMSYS0000533427,2,Marmaronetta angustirostris,NHMSYS0000533427,NBNORG0000061396
NHMSYS0000533435,3,Melanitta americana,NHMSYS0000533435,NBNORG0000061398
NHMSYS0000533439,2,Melanocorypha yeltoniensis,NHMSYS0000533439,NBNORG0000061399
NHMSYS0000533463,2,Myiopsitta monachus,NHMSYS0000533463,NBNORG0000061405
NHMSYS0000533495,3,Lanius nubicus,NHMSYS0000533495,NBNORG0000061412
NHMSYS0000533507,2,Ichthyaetus audouinii,NHMSYS0021274076,NBNORG0000061414
NHMSYS0000533543,3,Lophura nycthemera,NHMSYS0000533543,NBNORG0000061423
NHMSYS0000533551,3,Tadorna cana,NHMSYS0000533551,NBNORG0000061425
NHMSYS0000533555,2,Tadorna tadornoides,NHMSYS0000533555,NBNORG0000061426
NHMSYS0000533559,2,Tadorna variegata,NHMSYS0000533559,NBNORG0000061427
NHMSYS0000533587,2,Passerina ciris,NHMSYS0000533587,NBNORG0000061433
NHMSYS0000533639,2,Phoenicopterus chilensis,NHMSYS0000533639,NBNORG0000061445
NHMSYS0001689599,2,Phoeniconaias minor,NHMSYS0021271281,NBNORG0000061446
NHMSYS0000533683,3,Platalea alba,NHMSYS0000533683,NBNORG0000061456
NHMSYS0000533723,4,Pterodroma feae,NHMSYS0000533723,NBNORG0000061464
NHMSYS0000533791,2,Syrmaticus reevesii,NHMSYS0000533791,NBNORG0000061481
NHMSYS0000533875,2,Agropsar sturninus,NHMSYS0021275521,NBNORG0000061500
NHMSYS0000533927,3,Anthus richardi,NHMSYS0000533927,NBNORG0000061502
NHMSYS0000533939,1,Colinus virginianus,NHMSYS0000533939,NBNORG0000061505
NHMSYS0000533983,1,Lagopus lagopus scotica,NHMSYS0000533983,NBNORG0000061515
NHMSYS0000533995,4,Larus cachinnans,NHMSYS0000533995,NBNORG0000061518
NHMSYS0000534015,4,Larus smithsonianus,NHMSYS0000534015,NBNORG0000061521
NHMSYS0000534031,3,Muscicapa dauurica,NHMSYS0000534031,NBNORG0000061523
NHMSYS0000534043,4,Pterodroma mollis,NHMSYS0000534043,NBNORG0000061526
NHMSYS0000534047,1,Threskiornis aethiopicus,NHMSYS0000534047,NBNORG0000061527
NHMSYS0000534055,2,Branta bernicla bernicla,NHMSYS0000534055,NBNORG0000061529
NHMSYS0000534063,2,Branta bernicla nigricans,NHMSYS0000534063,NBNORG0000061530
NHMSYS0001688278,4,Puffinus baroli,NHMSYS0001688278,NBNORG0000085982
NHMSYS0001688279,3,Larus michahellis,NHMSYS0001688279,NBNORG0000085983
NHMSYS0001688281,4,Onychoprion aleuticus,NHMSYS0021053551,NBNORG0000085985
NHMSYS0001688282,4,Onychoprion fuscatus,NHMSYS0021053552,NBNORG0000085986
NHMSYS0001688283,4,Onychoprion anaethetus,NHMSYS0001688283,NBNORG0000085987
NHMSYS0001688285,1,Sternula albifrons,NHMSYS0001688285,NBNORG0000085989
NHMSYS0001688287,2,Hydroprogne caspia,NHMSYS0001688287,NBNORG0000085991
NHMSYS0001688289,3,Progne subis,NHMSYS0001688289,NBNORG0000085993
NHMSYS0001688291,2,Cecropis daurica,NHMSYS0021277814,NBNORG0000085995
NHMSYS0001688293,3,Petrochelidon pyrrhonota,NHMSYS0001688293,NBNORG0000085997
NHMSYS0001688294,4,Ficedula albicilla,NHMSYS0001688294,NBNORG0000085998
NHMSYS0001688296,1,Cyanistes caeruleus,NHMSYS0001688296,NBNORG0000086000
NHMSYS0001688298,1,Lophophanes cristatus,NHMSYS0001688298,NBNORG0000086002
NHMSYS0001688300,1,Periparus ater,NHMSYS0001688300,NBNORG0000086004
NHMSYS0001688302,3,Poecile montanus,NHMSYS0001688302,NBNORG0000086006
NHMSYS0001688303,3,Poecile palustris,NHMSYS0001688303,NBNORG0000086007
NHMSYS0001688304,2,Emberiza calandra,NHMSYS0001688304,NBNORG0000086008
NHMSYS0001689002,2,Aegypius monachus,NHMSYS0001689002,NBNORG0000086009
NHMSYS0001689003,2,Mareca falcata,NHMSYS0021276081,NBNORG0000086010
NHMSYS0001689004,2,Lamprotornis chalybaeus,NHMSYS0001689004,NBNORG0000086011
NHMSYS0001689376,1,Agapornis roseicollis,NHMSYS0001689376,NBNORG0000086014
NHMSYS0001689380,2,Alopochen aegyptiaca,NHMSYS0000530145,NBNORG0000086017
NHMSYS0001689386,3,Spatula cyanoptera,NHMSYS0021276056,NBNORG0000086021
NHMSYS0001689387,2,Anas georgica,NHMSYS0001689387,NBNORG0000086022
NHMSYS0001689391,3,Spatula rhynchotis,NHMSYS0021276101,NBNORG0000086026
NHMSYS0001689393,2,Spatula versicolor,NHMSYS0021276096,NBNORG0000086028
NHMSYS0001689395,1,Ara macao,NHMSYS0001689395,NBNORG0000086030
NHMSYS0001689396,2,Thectocercus acuticaudatus,NHMSYS0021272726,NBNORG0000086031
NHMSYS0001689398,4,Ardea herodias,NHMSYS0001689398,NBNORG0000086033
NHMSYS0001689403,3,Aythya novaeseelandiae,NHMSYS0001689403,NBNORG0000086034
NHMSYS0001689404,2,Balearica regulorum/pavonina,NHMSYS0001689404,NBNORG0000086035
NHMSYS0001689432,2,Buteo jamaicensis,NHMSYS0001689432,NBNORG0000086039
NHMSYS0001689434,1,Cacatua galerita,NHMSYS0001689434,NBNORG0000086041
NHMSYS0001689435,2,Callonetta leucophrys,NHMSYS0001689435,NBNORG0000086042
NHMSYS0001689440,2,Carpodacus roseus,NHMSYS0001689440,NBNORG0000086045
NHMSYS0001689450,2,Chloephaga picta,NHMSYS0001689450,NBNORG0000086048
NHMSYS0001689471,2,Dendrocygna viduata,NHMSYS0001689471,NBNORG0000086056
NHMSYS0001689485,2,Euplectes hordeaceus,NHMSYS0001689485,NBNORG0000086066
NHMSYS0001689499,2,Trochalopteron formosum,NHMSYS0021275366,NBNORG0000086074
NHMSYS0001689500,2,Geopelia cuneata,NHMSYS0001689500,NBNORG0000086075
NHMSYS0001689517,2,Vanellus spinosus,NHMSYS0000533403,NBNORG0000086083
NHMSYS0001689534,3,Chroicocephalus cirrocephalus,NHMSYS0021274081,NBNORG0000086086
NHMSYS0001689549,3,Lophura swinhoii,NHMSYS0001689549,NBNORG0000086095
NHMSYS0001689565,2,Netta peposaca,NHMSYS0001689565,NBNORG0000086100
NHMSYS0001689579,3,Oxyura vittata,NHMSYS0001689579,NBNORG0000086106
NHMSYS0001689582,2,Parabuteo unicinctus,NHMSYS0001689582,NBNORG0000086107
NHMSYS0001689589,2,Passerina caerulea,NHMSYS0001689589,NBNORG0000086113
NHMSYS0001689593,1,Pavo cristatus,NHMSYS0001689593,NBNORG0000086116
NHMSYS0001689607,2,Platycercus eximius,NHMSYS0001689607,NBNORG0000086124
NHMSYS0001689610,3,Ploceus cucullatus,NHMSYS0001689610,NBNORG0000086127
NHMSYS0001689611,3,Ploceus melanocephalus,NHMSYS0001689611,NBNORG0000086128
NHMSYS0001689616,4,Porphyrio porphyrio,NHMSYS0001689616,NBNORG0000086132
NHMSYS0001689620,2,Psittacula eupatria,NHMSYS0001689620,NBNORG0000086135
NHMSYS0001689621,1,Psittacus erithacus,NHMSYS0001689621,NBNORG0000086136
NHMSYS0001689630,2,Quelea quelea,NHMSYS0001689630,NBNORG0000086142
NHMSYS0001689683,3,Spilopelia senegalensis,NHMSYS0021269591,NBNORG0000086148
NHMSYS0001689688,2,Sturnia sinensis,NHMSYS0021275511,NBNORG0000086153
NHMSYS0001689696,2,Terathopius ecaudatus,NHMSYS0001689696,NBNORG0000086155
NHMSYS0001689703,2,Carpodacus sibiricus,NHMSYS0021275286,NBNORG0000086159
NHMSYS0001689707,2,Vidua macroura,NHMSYS0001689707,NBNORG0000086161
NHMSYS0001689735,2,Zosterops japonicus,NHMSYS0001689735,NBNORG0000086166
NHMSYS0001753621,4,Larvivora sibilans,NHMSYS0021004037,NBNORG0000089896
NHMSYS0020039166,3,Branta canadensis parvipes,NHMSYS0020039166,NBNORG0000091180
NHMSYS0020046550,3,Branta hutchinsii,NHMSYS0020046550,NBNORG0000091212
NHMSYS0020046552,3,Motacilla flava iberiae,NHMSYS0020046552,NBNORG0000091213
