"tvk","start_day","start_month","end_day","end_month"
"NHMSYS0000876536","01","05","31","10"
"NHMSYS0000876535","01","05","30","09"
"NHMSYS0000876529","01","06","30","09"
"NHMSYS0000876528","01","04","30","09"
"NHMSYS0000876526","01","04","30","09"
"NHMSYS0000876523","01","06","30","09"
"NHMSYS0000876522","01","05","31","08"
"NHMSYS0000876508","01","01","31","08"
"NHMSYS0000876520","01","05","31","07"
"NHMSYS0000876519","01","05","31","07"
"NHMSYS0000876517","01","03","31","07"
"NHMSYS0000876516","01","04","30","09"
"NHMSYS0000876512","01","04","30","06"
"NHMSYS0000876507","01","03","31","10"
"NHMSYS0000876513","01","03","30","09"
"NBNSYS0100004362","01","03","30","09"
"NHMSYS0000876487","01","05","31","08"
"NHMSYS0000876486","01","06","30","09"
"NHMSYS0000876483","01","05","31","08"
"NHMSYS0000876482","01","06","31","07"
"NHMSYS0000876484","01","04","30","09"
"NHMSYS0000876481","01","05","31","07"
"NHMSYS0000876472","01","05","30","09"
"NHMSYS0000876471","01","04","30","09"
"NHMSYS0000876470","01","05","31","07"
"NHMSYS0000876469","01","06","30","09"
"NHMSYS0000876460","01","03","30","09"
"NHMSYS0000876456","01","03","30","06"
"NHMSYS0000876455","01","03","31","08"
"NHMSYS0000876454","01","05","31","07"
"NHMSYS0000876448","01","06","30","09"
"NHMSYS0000876447","01","03","31","08"
"NBNSYS0100004273","01","06","31","08"
"NHMSYS0000876442","01","03","31","12"
"NHMSYS0000876440","01","04","31","08"
"NHMSYS0000876438","01","03","31","12"
"NHMSYS0000876436","01","02","31","07"
"NHMSYS0000876435","01","03","31","08"
"NHMSYS0000876432","01","04","31","08"
"NHMSYS0000876430","01","04","30","06"
"NHMSYS0000876428","01","05","31","07"
"NHMSYS0000876427","01","03","30","09"
"NHMSYS0000876423","01","03","30","09"
"NHMSYS0000876422","01","03","30","09"
"NHMSYS0000876421","01","06","30","09"
"NHMSYS0000876420","01","02","30","09"
"NHMSYS0000876419","01","03","31","08"
"NHMSYS0000876418","01","03","31","05"
"NHMSYS0000876415","01","03","30","09"
"NHMSYS0000876414","01","07","31","08"
"NHMSYS0000876410","01","05","31","07"
"NHMSYS0000876403","01","06","30","09"
"NHMSYS0000876401","01","06","31","08"
"NHMSYS0000876400","01","07","30","09"
"NHMSYS0000876394","01","05","30","09"
"NHMSYS0000876393","01","05","31","08"
"NHMSYS0000876382","01","04","31","10"
"NHMSYS0000876379","01","09","31","10"
"NHMSYS0000876377","01","03","30","11"
"NHMSYS0000876376","01","03","31","12"
"NHMSYS0020545625","01","06","30","06"
"NHMSYS0000876365","01","02","31","12"
"NHMSYS0000876363","01","07","31","10"
"NHMSYS0000876362","01","04","31","08"
"NHMSYS0000876354","01","02","30","11"
"NHMSYS0000876352","01","05","31","08"
"NHMSYS0000876350","01","01","30","11"
"NBNSYS0000009479","01","05","30","09"
"NHMSYS0000876345","01","05","30","09"
"NHMSYS0000876343","01","05","30","09"
"NBNSYS0100004091","01","06","30","09"
"NHMSYS0000876342","01","06","30","09"
"NBNSYS0100004089","01","05","31","10"
"NHMSYS0000876339","01","06","31","08"
"NHMSYS0000876336","01","05","30","09"
"NBNSYS0100004083","01","04","30","09"
"NHMSYS0000876334","01","06","30","09"
"NHMSYS0000876333","01","05","31","08"
"NHMSYS0000876330","01","05","31","08"
"NHMSYS0000876326","01","05","30","09"
"NHMSYS0000876319","01","07","31","08"
"NHMSYS0000876318","01","01","30","11"
"NHMSYS0000876315","01","06","30","09"
"NHMSYS0000876313","01","06","30","09"
"NHMSYS0000876312","01","02","31","08"
"NHMSYS0000876311","01","06","31","08"
"NHMSYS0000876307","01","04","30","06"
"NHMSYS0000876305","01","03","31","08"
"NHMSYS0000876301","01","05","30","09"
"NHMSYS0000876296","01","05","31","08"
"NHMSYS0000876302","01","04","30","09"
"NHMSYS0000876300","01","03","31","10"
"NHMSYS0000876295","01","03","30","09"
"NHMSYS0000876303","01","04","30","09"
"NHMSYS0000876276","01","05","30","09"
"NHMSYS0000876271","01","05","30","09"
"NBNSYS0100003766","01","10","31","10"
"NHMSYS0000876243","01","07","31","07"
"NHMSYS0000876242","01","05","30","09"
"NHMSYS0000876241","01","04","30","09"
"NHMSYS0000876239","01","06","30","09"
"NHMSYS0000876228","01","03","31","12"
"NBNSYS0100003685","01","04","30","09"
"NBNSYS0100003683","01","03","31","12"
"NHMSYS0000876225","01","03","31","12"
"NHMSYS0000876222","01","04","31","08"
"NHMSYS0000876218","01","03","31","10"
"NHMSYS0000876217","01","03","31","10"
"NHMSYS0000876210","01","04","31","08"
"NHMSYS0000876205","01","03","30","09"
"NHMSYS0000876201","01","04","30","11"
"NHMSYS0000876186","01","03","31","12"
"NBNSYS0100003668","01","02","31","10"
"NHMSYS0000876184","01","03","31","10"
"NHMSYS0000876215","01","02","30","11"
"NHMSYS0000876208","01","04","31","10"
"NHMSYS0000876206","01","02","31","10"
"NHMSYS0000876203","01","03","31","10"
"NHMSYS0000876202","01","03","31","10"
"NHMSYS0000876200","01","03","31","10"
"NHMSYS0000876199","01","03","30","09"
"NHMSYS0000876198","01","02","31","10"
"NHMSYS0000876195","01","03","31","10"
"NHMSYS0000876191","01","03","30","11"
"NBNSYS0100003670","01","02","30","11"
"NHMSYS0000876185","01","03","30","09"
"NHMSYS0000876180","01","02","31","10"
"NHMSYS0000876178","01","03","31","10"
"NHMSYS0000876174","01","01","30","11"
"NHMSYS0000876173","01","05","30","09"
"NHMSYS0000876169","01","04","30","09"
"NHMSYS0000876168","01","03","30","11"
"NHMSYS0000876193","01","02","30","11"
"NBNSYS0100003669","01","03","31","10"
"NHMSYS0000876175","01","04","31","10"
"NHMSYS0020936570","01","04","30","09"
"NHMSYS0000876106","01","03","30","09"
"NHMSYS0000876116","01","04","31","10"
"NHMSYS0000876100","01","04","30","09"
"NHMSYS0000876098","01","04","30","09"
"NHMSYS0000876111","01","04","30","09"
"NHMSYS0000876099","01","01","31","10"
"NHMSYS0000876101","01","06","30","09"
"NHMSYS0020774747","01","05","30","09"
"NHMSYS0000876071","01","01","30","09"
"NHMSYS0000876062","01","06","30","09"
"NHMSYS0000876052","01","05","30","09"
"NHMSYS0000876047","01","05","30","09"
"NHMSYS0000876044","01","06","30","09"
"NHMSYS0000876042","01","05","31","08"
"NHMSYS0000876041","01","05","31","08"
"NHMSYS0000876040","01","05","30","09"
"NHMSYS0000876038","01","05","30","09"
"NHMSYS0000876036","01","06","30","06"
"NHMSYS0000876034","01","03","31","12"
"NHMSYS0000876021","01","04","31","10"
"NHMSYS0000876030","01","03","31","10"
"NHMSYS0000876025","01","05","30","09"
"NHMSYS0000876022","01","05","30","09"
"NBNSYS0000009446","01","01","31","08"
"NHMSYS0000876006","01","06","30","09"
"NHMSYS0000876005","01","05","30","09"
"NHMSYS0000875999","01","05","30","09"
"NHMSYS0000875994","01","05","31","07"
"NHMSYS0000875985","01","06","30","09"
"NHMSYS0000875979","01","06","30","11"
"NHMSYS0000875976","01","05","30","11"
"NHMSYS0000875975","01","06","31","07"
"NHMSYS0020526926","01","06","31","07"
"NHMSYS0000875971","01","01","30","11"
"NHMSYS0000875966","01","01","31","10"
"NHMSYS0000875964","01","03","30","09"
"NHMSYS0000875961","01","04","30","09"
"NHMSYS0000875960","01","04","30","09"
"NHMSYS0000875954","01","01","30","11"
"NHMSYS0000875953","01","04","31","10"
"NHMSYS0000875949","01","02","30","11"
"NHMSYS0000875944","01","06","30","09"
"NHMSYS0000875943","01","04","31","10"
"NBNSYS0000009424","01","04","31","10"
"NHMSYS0000875939","01","05","31","08"
"NBNSYS0100003105","01","07","31","08"
"NHMSYS0000875934","01","05","31","10"
"NHMSYS0000875931","01","05","31","08"
"NHMSYS0000875930","01","04","31","08"
"NHMSYS0000875923","01","04","30","09"
"NHMSYS0000875918","01","05","30","09"
"NHMSYS0000875915","01","05","31","10"
"NHMSYS0000875912","01","05","31","10"
"NHMSYS0000875908","01","05","31","10"
"NHMSYS0000875906","01","05","30","09"
"NHMSYS0000875903","01","01","31","10"
"NHMSYS0000875899","01","05","31","08"
"NHMSYS0000875879","01","02","31","10"
"NHMSYS0000875893","01","04","30","09"
"NHMSYS0000875882","01","01","31","10"
"NHMSYS0000875883","01","05","30","09"
"NHMSYS0000875877","01","05","30","09"
"NBNSYS0000009512","01","06","30","09"
"NHMSYS0000875894","01","04","30","09"
"NHMSYS0000875885","01","04","30","09"
"NHMSYS0000875878","01","01","30","11"
"NBNSYS0000009745","01","06","31","08"
"NHMSYS0000875860","01","06","30","06"
"NBNSYS0100002902","01","05","30","09"
"NHMSYS0000875856","01","07","31","07"
"NHMSYS0000875854","01","06","30","06"
"NHMSYS0000875848","01","01","30","11"
"NHMSYS0000875847","01","04","30","11"
"NBNSYS0000009397","01","05","31","10"
"NBNSYS0000009396","01","04","31","10"
"NBNSYS0000009395","01","05","30","09"
"NHMSYS0000875831","01","05","31","10"
"NHMSYS0000875830","01","05","31","10"
"NHMSYS0000875829","01","05","31","10"
"NHMSYS0000875828","01","05","31","10"
"NHMSYS0000875825","01","07","31","07"
"NBNSYS0100002844","01","07","31","10"
"NHMSYS0000875818","01","05","30","09"
"NHMSYS0000875815","01","05","30","09"
"NHMSYS0000875801","01","05","31","10"
"NHMSYS0000875783","01","05","30","11"
"NHMSYS0000875777","01","05","31","10"
"NHMSYS0000875811","01","05","31","10"
"NHMSYS0000875797","01","06","31","10"
"NHMSYS0000875794","01","04","30","09"
"NHMSYS0000875786","01","06","30","09"
"NHMSYS0000875785","01","03","31","10"
"NHMSYS0000875784","01","04","30","09"
"NHMSYS0000875810","01","05","30","09"
"NHMSYS0000875804","01","05","31","10"
"NHMSYS0000875793","01","04","30","09"
"NHMSYS0000875792","01","01","31","10"
"NHMSYS0000875791","01","05","31","08"
"NHMSYS0000875780","01","05","30","09"
"NHMSYS0000875778","01","03","30","09"
"NHMSYS0000875774","01","01","31","10"
"NHMSYS0000875806","01","05","31","08"
"NHMSYS0000875798","01","05","31","12"
"NHMSYS0000875782","01","06","30","09"
"NHMSYS0000875739","01","04","30","04"
"NHMSYS0000875735","01","06","30","09"
"NHMSYS0000875734","01","05","30","09"
"NHMSYS0000875733","01","05","30","09"
"NHMSYS0000875722","01","03","30","06"
"NHMSYS0000875731","01","01","31","10"
"NHMSYS0000875730","01","05","31","10"
"NHMSYS0000875727","01","06","31","08"
"NBNSYS0100002538","01","04","30","11"
"NHMSYS0000875726","01","07","31","10"
"NHMSYS0000875725","01","05","30","09"
"NHMSYS0000875724","01","06","31","08"
"NHMSYS0000875723","01","04","31","10"
"NHMSYS0000875704","01","05","31","12"
"NHMSYS0000875703","01","06","30","09"
"NHMSYS0000875702","01","05","31","08"
"NHMSYS0000875701","01","05","30","09"
"NHMSYS0000875700","01","05","30","09"
"NHMSYS0000875690","01","05","31","08"
"NHMSYS0000875683","01","05","30","09"
"NHMSYS0000875681","01","05","31","08"
"NHMSYS0000875679","01","04","30","09"
"NHMSYS0000875676","01","05","31","07"
"NHMSYS0000875674","01","04","30","09"
"NHMSYS0000875670","01","04","31","08"
"NHMSYS0000875669","01","04","30","09"
"NHMSYS0000875668","01","05","30","09"
"NHMSYS0000875667","01","06","30","06"
"NHMSYS0000875665","01","03","30","09"
"NHMSYS0000875664","01","05","30","06"
"NHMSYS0000875663","01","04","30","09"
"NHMSYS0000875662","01","04","30","09"
"NHMSYS0020936552","01","04","31","10"
"NHMSYS0000875659","01","05","30","09"
"NHMSYS0000875658","01","05","31","08"
"NHMSYS0000875654","01","01","31","10"
"NHMSYS0000875649","01","05","31","08"
"NHMSYS0000875648","01","05","30","09"
"NHMSYS0000875638","01","06","30","09"
"NHMSYS0000875637","01","04","30","09"
"NHMSYS0000875634","01","04","31","10"
"NHMSYS0000875633","01","06","30","09"
"NHMSYS0000875632","01","06","30","09"
"NHMSYS0000875631","01","06","30","09"
"NHMSYS0000875625","01","04","30","09"
"NHMSYS0000875607","01","05","30","09"
"NBNSYS0000009399","01","05","31","10"
"NHMSYS0000875593","01","02","31","10"
"NHMSYS0000875582","01","03","31","10"
"NHMSYS0000875572","01","01","31","10"
"NHMSYS0000875563","01","01","30","11"
"NHMSYS0000875592","01","03","30","11"
"NHMSYS0000875554","01","01","31","10"
"NHMSYS0000875571","01","02","30","11"
"NHMSYS0000875565","01","02","30","11"
"NHMSYS0000875564","01","01","30","11"
"NBNSYS0100002030","01","01","30","11"
"NHMSYS0000875594","01","02","30","11"
"NBNSYS0100002028","01","02","30","09"
"NHMSYS0000875546","01","04","30","11"
"NBNSYS0100002025","01","01","30","11"
"NBNSYS0100002024","01","03","31","10"
"NHMSYS0000875583","01","02","31","10"
"NHMSYS0000875588","01","04","31","10"
"NHMSYS0000875550","01","05","30","09"
"NBNSYS0000009837","01","03","31","12"
"NHMSYS0000875473","01","03","30","09"
"NBNSYS0100002027","01","03","30","11"
"NHMSYS0000875461","01","02","31","10"
"NHMSYS0000875459","01","06","30","09"
"NHMSYS0000875457","01","04","31","12"
"NBNSYS0000009398","01","04","31","10"
"NHMSYS0000875449","01","05","31","10"
"NHMSYS0000875446","01","04","31","10"
"NHMSYS0000875445","01","05","31","08"
"NBNSYS0000009422","01","06","30","09"
"NHMSYS0000875440","01","04","30","09"
"NHMSYS0000875439","01","05","30","09"
"NBNSYS0000009419","01","05","30","09"
"NBNSYS0000009418","01","04","31","10"
"NBNSYS0000009417","01","06","31","08"
"NBNSYS0000009416","01","04","31","10"
"NBNSYS0000009434","01","07","30","09"
"NHMSYS0000875423","01","01","30","11"
"NHMSYS0000875421","01","05","31","08"
"NBNSYS0100001612","01","06","31","07"
"NHMSYS0000875420","01","05","30","06"
"NHMSYS0000875419","01","04","30","09"
"NHMSYS0000875415","01","05","30","09"
"NHMSYS0000875409","01","03","31","08"
"NHMSYS0000875402","01","05","30","09"
"NHMSYS0000875408","01","03","30","09"
"NHMSYS0000875403","01","04","31","10"
"NHMSYS0000875407","01","01","31","08"
"NHMSYS0000875389","01","03","30","09"
"NHMSYS0000875378","01","05","31","08"
"NHMSYS0000875369","01","05","31","07"
"NHMSYS0000875367","01","07","31","07"
"NHMSYS0000875365","01","03","31","08"
"NHMSYS0000875347","01","05","31","07"
"NHMSYS0000875346","01","05","31","08"
"NHMSYS0000875341","01","06","31","08"
"NHMSYS0000875338","01","05","30","09"
"NHMSYS0000875333","01","05","31","07"
"NBNSYS0100001577","01","06","31","08"
"NHMSYS0000875331","01","06","30","09"
"NHMSYS0000875317","01","04","30","06"
"NHMSYS0000875314","01","05","31","07"
"NHMSYS0000873209","01","02","30","11"
"NHMSYS0000875307","01","04","30","09"
"NHMSYS0000875308","01","04","31","10"
"NHMSYS0000875305","01","05","30","09"
"NHMSYS0000875304","01","04","30","09"
"NHMSYS0000875294","01","04","30","09"
"NHMSYS0020936540","01","04","30","09"
"NHMSYS0020936534","01","02","30","11"
"NHMSYS0000875213","01","03","30","06"
"NHMSYS0000875202","01","02","30","11"
"NHMSYS0000875215","01","01","30","09"
"NHMSYS0000875290","01","03","31","12"
"NHMSYS0000875273","01","03","31","07"
"NHMSYS0000875249","01","03","31","12"
"NHMSYS0000875226","01","04","31","07"
"NHMSYS0000875227","01","07","31","08"
"NHMSYS0000875195","01","03","30","11"
"NBNSYS0000009676","01","04","30","09"
"NHMSYS0000875161","01","03","31","08"
"NHMSYS0000875281","01","06","30","09"
"NHMSYS0000875256","01","07","31","07"
"NHMSYS0000875203","01","04","31","08"
"NHMSYS0000875222","01","04","31","07"
"NHMSYS0000875283","01","03","31","07"
"NHMSYS0000875126","01","04","31","12"
"NHMSYS0000875244","01","04","31","08"
"NHMSYS0000875172","01","02","31","08"
"NHMSYS0000875181","01","04","30","09"
"NBNSYS0100001525","01","06","30","09"
"NHMSYS0000875176","01","02","31","12"
"NHMSYS0000875279","01","03","31","10"
"NHMSYS0000875269","01","04","30","09"
"NHMSYS0000875115","01","03","31","07"
"NHMSYS0000875247","01","05","31","07"
"NHMSYS0000875238","01","04","31","07"
"NHMSYS0000875235","01","03","30","09"
"NHMSYS0000875234","01","03","31","10"
"NHMSYS0000875199","01","04","31","08"
"NHMSYS0000875157","01","03","30","09"
"NHMSYS0000875286","01","04","30","04"
"NHMSYS0000875282","01","03","30","09"
"NHMSYS0000875245","01","02","31","07"
"NHMSYS0000875243","01","03","30","09"
"NHMSYS0000875177","01","01","31","10"
"NHMSYS0000875232","01","06","31","10"
"NHMSYS0000875170","01","03","30","09"
"NHMSYS0000875164","01","06","30","09"
"NHMSYS0000875285","01","03","31","12"
"NHMSYS0000875262","01","04","31","08"
"NHMSYS0000875201","01","04","30","06"
"NHMSYS0000875173","01","03","30","06"
"NHMSYS0000875221","01","03","31","08"
"NHMSYS0000875264","01","03","30","06"
"NHMSYS0000875171","01","02","30","09"
"NHMSYS0000875284","01","07","31","08"
"NHMSYS0000875274","01","06","30","09"
"NHMSYS0000875241","01","06","31","08"
"NHMSYS0000875212","01","04","30","11"
"NHMSYS0000875192","01","06","30","09"
"NHMSYS0000875208","01","04","31","12"
"NHMSYS0000875218","01","04","31","08"
"NHMSYS0000875216","01","06","30","09"
"NHMSYS0000875287","01","03","31","07"
"NHMSYS0000875280","01","03","30","09"
"NHMSYS0000875257","01","03","31","07"
"NHMSYS0000875224","01","03","31","08"
"NHMSYS0000875217","01","03","31","08"
"NHMSYS0000875207","01","02","31","12"
"NHMSYS0000875206","01","03","31","08"
"NHMSYS0000875179","01","02","31","08"
"NHMSYS0000875162","01","03","30","06"
"NHMSYS0000875054","01","04","31","10"
"NHMSYS0000875053","01","04","30","09"
"NHMSYS0000875050","01","03","31","10"
"NHMSYS0000875049","01","01","31","10"
"NBNSYS0000009451","01","04","30","11"
"NHMSYS0000875046","01","01","31","10"
"NHMSYS0000875045","01","03","31","10"
"NHMSYS0000875042","01","05","30","06"
"NHMSYS0000875039","01","04","31","10"
"NHMSYS0000875038","01","05","30","09"
"NHMSYS0020936521","01","07","31","10"
"NHMSYS0000875032","01","06","31","08"
"NBNSYS0000009414","01","05","30","09"
