"organism_key","taxon","km100","km10","coord_system"
"NBNORG0000008779","Rana temporaria","SX","03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99","OSGB"
"NBNORG0000008779","Rana temporaria","SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB"
"NBNORG0000008779","Rana temporaria","SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB"
"NBNORG0000008779","Rana temporaria","TA","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 26 27 30 31 32 33 40 41","OSGB"
"NBNORG0000008779","Rana temporaria","TF","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000008779","Rana temporaria","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB"
"NBNORG0000008779","Rana temporaria","TL","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008779","Rana temporaria","TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000008779","Rana temporaria","TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008779","Rana temporaria","TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB"
"NBNORG0000008779","Rana temporaria","TV","49 59 69","OSGB"
"NBNORG0000008780","Lacerta agilis","SD","20 21","OSGB"
"NBNORG0000008780","Lacerta agilis","SH","53","OSGB"
"NBNORG0000008780","Lacerta agilis","SJ","08 18","OSGB"
"NBNORG0000008780","Lacerta agilis","SU","00 01 10 11 20 21 30 31 40 72 73 75 76 82 83 84 85 86 91 92 93 94 95 96 97","OSGB"
"NBNORG0000008780","Lacerta agilis","SY","78 88 89 98 99","OSGB"
"NBNORG0000008780","Lacerta agilis","SZ","08 09 19 29 39 49","OSGB"
"NBNORG0000008780","Lacerta agilis","TQ","01 04 05 14 15 16","OSGB"
"NBNORG0000008781","Anguis fragilis","NC","70 90 91","OSGB"
"NBNORG0000008781","Anguis fragilis","ND","01 12 13 23","OSGB"
"NBNORG0000008781","Anguis fragilis","NG","60 83","OSGB"
"NBNORG0000008781","Anguis fragilis","NH","20 21 25 30 31 32 33 34 35 36 41 42 43 44 45 46 52 53 54 55 56 62 63 64 65 66 68 69 70 73 74 75 76 77 78 79 80 81 82 83 84 85 90 91 92 93 94 95","OSGB"
"NBNORG0000008781","Anguis fragilis","NJ","01 02 03 04 05 06 10 11 12 13 14 15 16 20 23 24 25 26 30 33 34 35 36 42 43 44 45","OSGB"
"NBNORG0000008781","Anguis fragilis","NM","34 42 43 44 45 46 47 52 53 54 55 56 57 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 90 91 92 93 94 95","OSGB"
"NBNORG0000008781","Anguis fragilis","NN","00 01 02 03 04 05 06 07 10 11 12 15 16 17 20 21 22 30 31 40 41 50 51 52 53 60 62 71 72 74 75 84 85 86 92 94 95 96","OSGB"
"NBNORG0000008781","Anguis fragilis","NO","04 06 19 26 27 29 36 37 38 39 47 48 49 57 58 69 79","OSGB"
"NBNORG0000008781","Anguis fragilis","NR","26 34 36 39 45 46 50 51 56 60 61 62 63 64 67 68 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","NS","00 01 02 03 04 05 06 07 08 09 10 14 15 16 17 18 19 20 21 26 29 30 31 39 40 41 48 49 50 51 52 53 54 58 59 60 61 62 63 64 70 71 72 73 80 81 82 90 91 92 94 95","OSGB"
"NBNORG0000008781","Anguis fragilis","NT","00 01 02 04 05 10 11 12 20 21 22 82 90 91 92 93 95","OSGB"
"NBNORG0000008781","Anguis fragilis","NU","00 01 02 03 04 10 11 12 13 14","OSGB"
"NBNORG0000008781","Anguis fragilis","NW","95 96 97","OSGB"
"NBNORG0000008781","Anguis fragilis","NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 33 34 35 36 37 38 39 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","NY","00 01 02 03 04 05 07 08 09 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 52 53 54 55 56 57 61 62 65 66 67 71 75 76 85 86 87 88 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","NZ","01 02 03 04 05 08 09 19 40 50 51 60 61 70 71 80 81 90","OSGB"
"NBNORG0000008781","Anguis fragilis","SD","08 09 16 17 18 19 26 27 28 29 30 32 33 34 37 38 39 40 41 45 46 47 48 49 56 57 58 59 69 80 94","OSGB"
"NBNORG0000008781","Anguis fragilis","SE","07 15 16 17 25 26 28 48 49 57 58 59 67 68 69 78 79 88 89 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 84 85 86 87 88 94 96 97","OSGB"
"NBNORG0000008781","Anguis fragilis","SJ","00 01 04 05 06 07 10 11 12 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 43 48 49 50 58 59 60 69 71 73 74 80 82 83 84 85 90 91 92 93 94 95 96 97","OSGB"
"NBNORG0000008781","Anguis fragilis","SK","00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 58 59 63 64","OSGB"
"NBNORG0000008781","Anguis fragilis","SM","50 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000008781","Anguis fragilis","SN","00 01 02 03 04 10 11 12 13 14 15 20 21 22 24 25 30 31 35 36 40 41 50 51 58 59 61 67 68 69 77 78 79 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SO","04 05 06 08 09 12 13 14 16 19 21 24 25 26 27 28 29 32 33 34 35 36 37 38 39 40 41 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SP","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 35 36 37 38 39 40 41 42 45 47 48 50 51 52 56 59 60 65 66 70 73 75 76 80 81 82 83 85 86 87 88 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SR","89 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SS","09 10 11 14 19 20 21 22 30 31 32 38 39 40 41 42 43 44 48 49 50 51 52 53 54 58 59 60 61 62 63 64 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 87 88 90 91 92 93 94 96 97","OSGB"
"NBNORG0000008781","Anguis fragilis","ST","00 01 02 03 04 06 07 10 11 12 13 14 16 17 18 20 21 22 23 24 25 26 27 28 30 33 34 35 36 37 38 39 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 70 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SU","00 01 03 06 07 08 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SV","80 81 90 91","OSGB"
"NBNORG0000008781","Anguis fragilis","SW","32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98","OSGB"
"NBNORG0000008781","Anguis fragilis","SX","03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SY","07 08 09 18 19 28 29 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","SZ","07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99","OSGB"
"NBNORG0000008781","Anguis fragilis","TA","08 09","OSGB"
"NBNORG0000008781","Anguis fragilis","TF","09 18 26 60 61 62 63 70 71 72 74 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000008781","Anguis fragilis","TG","00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51","OSGB"
"NBNORG0000008781","Anguis fragilis","TL","00 01 02 03 04 05 08 09 10 11 12 13 14 15 16 20 21 22 23 24 25 30 31 32 33 34 35 40 41 42 43 44 45 52 54 60 63 64 65 67 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","TM","00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59","OSGB"
"NBNORG0000008781","Anguis fragilis","TQ","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008781","Anguis fragilis","TR","01 02 03 04 05 06 07 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47","OSGB"
"NBNORG0000008781","Anguis fragilis","TV","49 59 69","OSGB"
"NBNORG0000008782","Vipera berus","NC","23 24 27 33 34 35 36 40 41 42 43 44 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB"
"NBNORG0000008782","Vipera berus","ND","01 02 03 04 05 06 07 12 13 14 15 16 17 23 24 25 26 27 33 34 35 36 37","OSGB"
"NBNORG0000008782","Vipera berus","NH","12 15 20 21 22 23 25 30 31 32 33 34 35 36 41 42 43 44 45 46 52 53 54 55 56 59 62 63 64 65 66 67 68 69 75 76 77 78 79 84 85 86 89 90 94 95","OSGB"
"NBNORG0000008782","Vipera berus","NJ","00 04 05 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 42 43 44 45 50 54 60","OSGB"
"NBNORG0000008782","Vipera berus","NM","32 41 42 43 46 47 52 53 56 57 60 62 63 66 67 70 71 73 75 76 80 81 82 83 90 91 92 93","OSGB"
"NBNORG0000008782","Vipera berus","NN","00 01 02 10 11 40 50 60 62 69 70 71 72 74 81 86 87 89 91 92 95 96 97 98 99","OSGB"
"NBNORG0000008782","Vipera berus","NO","02 03 04 05 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 35 36 37 38 39 44 46 47 48 49 54 55 56 57 58 59 67 68 69 77 78 79","OSGB"
"NBNORG0000008782","Vipera berus","NR","15 16 24 25 26 27 34 35 36 37 38 39 44 45 46 47 48 49 50 51 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008782","Vipera berus","NS","00 01 02 03 04 05 06 07 08 10 14 15 16 18 19 20 21 24 25 26 28 29 30 31 32 33 38 39 40 41 48 49 50 51 52 58 59 60 61 62 68 69 70 71 79 80 81","OSGB"
"NBNORG0000008782","Vipera berus","NT","00 01 02 10 11 12 13 20 21 22 23 24 25 26 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95","OSGB"
"NBNORG0000008782","Vipera berus","NU","00 01 02 03 10 11 12","OSGB"
"NBNORG0000008782","Vipera berus","NW","95 96 97","OSGB"
"NBNORG0000008782","Vipera berus","NX","03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 29 33 34 35 36 37 38 39 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99","OSGB"
"NBNORG0000008782","Vipera berus","NY","00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99","OSGB"
"NBNORG0000008782","Vipera berus","NZ","01 02 03 04 05 06 07 08 09 10 12 13 14 15 16 19 24 25 40 50 51 60 61 62 70 71 80 81 90","OSGB"
"NBNORG0000008782","Vipera berus","SD","08 09 16 17 18 19 26 27 28 29 37 38 39 45 46 47 48 49 56 57 58 59 68 69","OSGB"
"NBNORG0000008782","Vipera berus","SE","05 09 15 16 17 18 19 25 26 27 28 48 49 57 58 59 63 65 66 67 68 69 70 71 74 78 79 80 81 83 88 89 90 91 98 99","OSGB"
"NBNORG0000008782","Vipera berus","SH","12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 61 63 64 65 66 67 68 71 74 75 76 77 78 87 88 95 97","OSGB"
"NBNORG0000008782","Vipera berus","SJ","06 07 15 16 17 20 21 22 23 24 25 26 31 32 33 34 35 36 40 42 43 44 45 46 50 51 53 54 55 56 57 60 61 63 64 65 66 67 71 72 73 74 75 76 77 80 81 82 83 84 85 86 90 91 92 93 94 95 96","OSGB"
"NBNORG0000008782","Vipera berus","SK","00 01 02 03 04 05 06 07 10 11 12 14 15 18 21 22 23 24 28 35 37 38 39 48 49 69 79 87 89 90 91 96 97","OSGB"
"NBNORG0000008782","Vipera berus","SM","50 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94","OSGB"
"NBNORG0000008782","Vipera berus","SN","00 01 02 03 04 10 11 12 13 14 15 20 21 24 25 30 31 35 36 40 41 50 51 58 59 61 68 69","OSGB"
"NBNORG0000008782","Vipera berus","SO","10 12 13 14 19 20 21 24 25 26 29 30 32 35 36 37 38 39 40 46 47 48 49 50 51 53 56 57 58 59 60 61 62 65 66 67 68 69 70 71 72 73 74 76 77 78 79 80 81 86 87 88 89 90 91 92 97 98 99","OSGB"
"NBNORG0000008782","Vipera berus","SP","00 01 02 03 07 08 09 11 12 13 17 18 27 28 40 50 80 99","OSGB"
"NBNORG0000008782","Vipera berus","SR","89 99","OSGB"
