tvk,km100,km10,coord_system,organism_key,allow_org_key,rtvk,taxon
NBNSYS0000010859,NC,11 12 13 21 22 23 31 32 33 50 51 52 53 60 61 62 63 70 71 72 73 80 81 82 83 84 85 93 94 95,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,ND,03 04 05,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NG,93 94 95,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NH,03 04 05 06 13 14 15 16 24 25 26 40 41 50 51 60 61 80 81 90 91,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NJ,00 01 10 11 20 21 30 31 40,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NM,77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NN,20 21 22 23 30 31 32 33 40 41 42 43 46 47 48 49 50 51 52 56 57 58 59 66 67 68 69 70 80 89 90 97 98 99,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NO,06 07 08 09 16 17 18 19 25 26 27 28 29 35 36 37 38 39 45 46 47 48 49 56 57 58,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NS,50 51 60 61 70 71 76 77 78 79 86 87 88 89 96 97 98 99,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NT,31 32 33 41 42 43 51 52 53 60 70 80 90,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NX,59 69 79,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NY,01 02 03 10 11 12 13 20 21 22 23 30 31 32 33 40 41 42 44 45 46 50 51 52 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 72 73 74 77 78 79 82 83 84 85 86 88 89 94 95 96 98 99,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,NZ,04 05 06 30 40 50,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,SD,18 19 28 29 38 39 49 59 69 82 83 84 86 87 88 92 93 94 96 97 98,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,SE,00 01 02 03 04 06 07 08 09 10 11 17 18 19 20 21 27 28 29 30 31 38 39 48 49 58 59,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,SJ,87 88 89 95 96 97 98 99,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010859,SK,05 06 07 08 09 15 16 17 18 19 27 28 29 38 39,OSGB,NBNORG0000011321,allow,NBNSYS0000010859,Ameletus inopinatus
NBNSYS0000010860,NT,60 61 70 71 80 81,OSGB,NBNORG0000011322,allow,NBNSYS0000010860,Siphlonurus alternatus
NBNSYS0000010860,NX,15 16 17 25 26 27 28 35 36 37 38 46 47 48,OSGB,NBNORG0000011322,allow,NBNSYS0000010860,Siphlonurus alternatus
NBNSYS0000010860,NY,69 79 89,OSGB,NBNORG0000011322,allow,NBNSYS0000010860,Siphlonurus alternatus
NBNSYS0000010861,SD,90,OSGB,NBNORG0000011323,allow,NBNSYS0000010861,Siphlonurus armatus
NBNSYS0000010861,SE,00 04 05 06 10 14 15 16 24 25 26,OSGB,NBNORG0000011323,allow,NBNSYS0000010861,Siphlonurus armatus
NBNSYS0000010861,SJ,98 99,OSGB,NBNORG0000011323,allow,NBNSYS0000010861,Siphlonurus armatus
NBNSYS0000010861,SK,08 09 18 19,OSGB,NBNORG0000011323,allow,NBNSYS0000010861,Siphlonurus armatus
NBNSYS0000010861,SU,81 82 83 91 92 93,OSGB,NBNORG0000011323,allow,NBNSYS0000010861,Siphlonurus armatus
NBNSYS0000010861,TQ,01 02 03 11 12 13 21 22 23 31 32 33 41 42 43,OSGB,NBNORG0000011323,allow,NBNSYS0000010861,Siphlonurus armatus
NBNSYS0000010862,NC,01 02 03 10 11 12 13 20 21 22 23 30 31 32 33 40 41 50 51 83 84 85 92 93 94 95 96,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,ND,02 03 04 05 06 12 13 14 15 16 23 24 25 33 34 35,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NG,80 90 94 95 96 97,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NH,00 01 02 03 04 05 06 07 11 12 13 14 15 16 17 21 22 23 29 31 32 33 39 49 59 60 70 80 90 91 92 93,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NJ,00 01 02 03 10 11 12 13 14 15 20 23 24 25 30 33 34 35 40 50,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NM,75 76 77 81 82 83 85 86 87 88 89 90 91 92 93 95 96 97 98 99,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NN,00 01 02 03 08 09 10 11 40 46 47 48 50 56 57 58 60 66 67 68 69 70 78 79 80 88 89 90 91 92,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NO,00 01 02 08 09 10 11 12 18 19 28 29 38 39 48 49 58 59,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NR,99,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NS,09 17 18 19 27 28 29 37 38 39 47 48 49 57 58 59 68 69 78 79 88 89 98 99,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NT,01 02 03 10 11 12 13 20 21 22 23 30 40 41 42 50 51 52 60 61 62 63 70 71 72 73 80 81 82 83 90 91,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NX,26 27 28 29 35 36 37 38 39 45 46 47 48 49 55 56 57,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NY,00 01 10 11 18 19 20 21 28 29 30 31 38 39 53 54 55 56 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 93 94 95 96 97 98 99,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,NZ,03 04 05 06 40 50 60 70 71 80 81 90 91,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SD,09 18 19 28 29 38 39 67 68 69 77 78 79 86 87 88 89 90 96 97 98,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SE,00 06 07 08 10 20 48 49 58 59 68 69 79 89 99,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SH,91 92 93,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SJ,01 02 03 11 12 13 95 96 97 98 99,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SK,05 06 07 08 09 15 16 17 18 19 28 29,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SN,01 02 03 11 12 13 21 22 23 60 64 65 66 70 73 74 75 76 80 83 84 85 86 87 88 93 94 95 96 97 98,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SO,06 07 08 16 17 18 26 27 28 36 37 38 46 47 48,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SS,63 64 68 69 73 74 75 78 79 83 84 88 89,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SW,96 97 98,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,SX,06 07 08 15 16 17 18 25 26 27 28 35 36 37 38,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,TA,09,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010862,TQ,00 01 02 10 11 12 20 21 22,OSGB,NBNORG0000011324,allow,NBNSYS0000010862,Siphlonurus lacustris
NBNSYS0000010864,NB,91,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,NC,01 02 03 11 12 13,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,NZ,00 01 02 10 11 12 13 20 21 22 23 30 31 32 33 40 41 42 70 71 80 81 90 91,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SE,00 01 03 04 05 10 11 13 14 15 17 18 19 20 21 23 24 25 26 27 28 29 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 52 53 54 55 56 57 58 62 63 64 65 66 67 68 72 73 74 75 76 77 78 79 82 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SH,80 90,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SJ,00 30 31 32 40 41 42 50 51 52 90,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SK,00 09 10 19 21 22 23 29 31 32 33 41 42 43 47 48 49 57 58 59 67 68 69 85 86 87 90 95 96 97,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SN,87 88 89 97 98 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SO,03 04 05 07 08 09 13 14 15 20 23 24 25 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 71 72 73 74 75 76 81 82 83 84 85 86 94 95 96 98 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SP,01 02 03 04 05 06 08 09 10 11 12 13 14 15 16 18 19 20 21 22 23 30 31 32 33 35 36 37 40 41 42 43 45 46 47 50 51 52 53 55 56 57 60 61 98 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SS,30 31 32 40 41 42 43 50 51 52 53 61 62 63 64 72 73 74 80 81 82 83 84 90 91,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,ST,00 01 10 20 21 22 28 29 30 31 32 38 39 40 41 42 48 49 61 62 63 71 72 73 76 77 78 81 82 83 86 87 88 90 91 96 97 98,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SU,00 01 10 11 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 49 50 51 52 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 73 74 75 76 77 78 83 84 85 86 87 88 93 94 95 96 97 98,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SX,56 57 58 59 66 67 68 69 76 77 78 79 88 89 98 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SY,08 09 18 19 28 29 38 39 49 77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,SZ,07 08 09 19 28 29,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,TA,00 04 05 06 07 08 10 14 15 16 20,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,TF,00 03 04 05 06 07 08 09 10 13 14 15 18 19 23 24 25 28 29,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,TL,08 09 18 19 50 51 52 53 54 60 61 62 63 64 65 70 71 72 73 74 75 80 81 82 83 84 85 90 91 92 93 94 95,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,TM,01 02 03 04 11 12 13 14,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010864,TQ,06 07 08 13 14 15 16 17 18 23 24 25 33 34 35 42 43 44 52 53 54 58 59 62 63 64 68 69 78 79 89 99,OSGB,NBNORG0000011325,allow,NBNSYS0000010864,Baetis buceratus
NBNSYS0000010870,NB,90 91,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NC,00 01 02 10 11 12 92 93 94 95 96,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,ND,02 03 04 05 06 07 12 13 14 15 16 17 23 24 25 33 34 35,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NH,90 91 92,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NJ,00 01 02 10 11 12 13 14 15 23 24 25 33 34 35 70 71 72 80 81 82 90 91 92,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NN,40 50 60 70 80 84 85 86 94 95 96,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NO,01 02 03 04 05 06 11 12 13 21 22 23,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NS,20 30 37 38 39 40 47 48 49 57 58 59 64 65 66 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 96 97 98 99,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NT,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 40 41 42 43 44 45 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 71 72 73 74 75 76 77 81 82 83 84 85 86 91 92 93 94 95 96,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NU,01 02 03 04 05 11 12 13,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NX,28 29 38 39 48 49,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,NY,49 51 52 53 59 61 62 63 69 71 72 73,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SD,85 86 87 95 96 97,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SE,05 06 07,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SJ,23 24 25 33 34 35 40 41 43 44 45 50 51 60 61 87 88 89 97 98 99,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SK,04 05 06 07 08 09 14 15 16 17 18 19 24 25 26 27 28 29 30 31 32 33 37 38 39 40 41 42 43 50 51 52 53 60 61 62 63 70 71 72 73 80 81 82 83 90 91 92 93,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SM,80 81 82 83 90 91 92 93,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SN,00 01 02 03 24 25 34 35 36 44 45 46 51 52 53 61 62 63 71 72 73 81 82 83,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SO,16 17 18 26 27 28 31 32 33 36 37 38 41 42 43 44 46 47 48 49 51 52 53 54 56 57 58 59 62 63 64 69,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SP,20 21 30 31 38 39 40 41 47 48 49 57 58 59 67 68 69 77 78 79 87 88 89 98 99,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SS,10 11 20 21 30 31 40 41 50 51 60 61 70 71,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SU,22 23 24 29 32 33 34 35 39 42 43 44 45 49 53 54 55 56 64 65 66 74 75 76,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SX,19 27 28 29 37 38 39 45 46 47 48 49 55 56 57 58 59 65 66 67 68 69 76 77 78 79 86 87 88 89 96 97 98,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,SZ,38 39 47 48 49 57 58 59 68 69,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,TF,00 01 02 10 11 12,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,TG,20 30 40,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,TL,00 01 02 08 09 10 11 12 18 19 20 21 22 54 55 56 63 64 65 66 72 73 74 75 76 82 83 84 85 86 92 93 94 95 96,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010870,TM,02 03 04 05 06 12 13 14 15 16 23 24 25 28 29 38 39 48 49,OSGB,NBNORG0000011326,allow,NBNSYS0000010870,Baetis scambus
NBNSYS0000010871,HY,20 21 22 30 31 32 40 41 42,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NC,50 51 52 60 61 62 70 71 72 94 95 96,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,ND,02 03 04 05 06 07 12 13 14 15 16 17 23 24 25 26 27 33 34 35 36,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NH,04 05 06 14 15 16 24 25 26 90 91 92,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NJ,00 01 02 10 11 12 20 21 30 31 40 41 70 71 72 80 81 82 90 91 92,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NN,60 70 80,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NO,29 39 49,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NS,68 69 77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NT,03 04 05 13 14 15 23 24 25 47 48 49 57 58 59 60 61 64 65 66 67 68 69 70 71 72 73 74 75 76 80 81 82 83 84 85 86 91 92 93 94,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NU,00 01 10 11 20 21,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NX,25 26 27 35 36 37 38 39 45 46 47 48 49 56 57 58 59,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NY,10 11 12 20 21 22 30 31 32 62 63 64 69 70 71 72 73 74 79 80 81 82 83 84 89 90 91 92,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,NZ,09 11 12 13 19 20 21 22 23 29 30 31 32 33 40 41 50 51 60 61 70 71 80 81 90 91,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SD,19 29 30 31 32 33 34 35 36 39 40 41 42 43 44 45 46 50 51 52 53 54 55 56 61 62 63 64 65 66 71 72 73 74 75 76 77 81 82 83 84 85 86 87 91 92 93 94 95 96 97,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SE,00 02 03 04 05 06 07 10 20 25 26 27 28 29 34 35 36 37 38 39 44 45 46 47 48 49 53 54 55 56 57 58 59 62 63 64 65 66 67 68 69 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SH,43 44 45 53 54 55 56 63 64 65 66 73 74 75 76 83 84 85,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SJ,21 22 23 24 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 81 82 83 86 87 88 91 92 93 94,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SK,01 02 03 04 05 06 07 08 09 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 50 51 52 53 54 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SM,80 81 82 83 90 91 92 93,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SN,00 01 02 03 77 78 79 86 87 88 89 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SO,03 04 05 06 07 08 09 13 14 15 16 17 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 83 84 85 86 90 91 92 93 94 95 96 97 98,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SP,00 01 02 03 05 06 07 08 10 11 12 13 15 16 17 18 19 20 21 22 23 26 27 28 29 30 31 32 33 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 64 65 66 67 68 69 70 71 72 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SS,30 31 32 40 41 42 50 51 52 60 61 62 63 64 72 73 74 75 81 82 83 84 90 91 92 93 94,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,ST,00 01 02 03 10 11 12 13 20 21 22 23 24 25 30 31 32 33 34 35 40 41 42 43 44 45 50 51 52 53 54 55 60 61 62 63 64 65 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SU,00 01 02 05 06 07 08 09 10 11 12 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SW,43 44 52 53 54 62 63 64 65 72 73 74 75 84 85 86 87 94 95 96 97 98,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SX,04 05 06 07 08 09 15 16 17 18 19 25 26 27 28 35 36 37 38 45 46 47 48 49 55 56 57 58 59 65 66 67 68 69 75 76 77 78 79 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SY,07 08 09 18 19 28 29 38 39 49 58 59 68 69 77 78 79 87 88 89 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TA,00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 20 21 22 30 31 32,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 34 35 36 37 38 39 45 46 47 48 49 55 56 57 58 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TL,00 01 02 05 06 07 08 09 10 11 12 17 18 19 20 21 22 23 24 25 29 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TM,00 01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 23 26 27 28 30 31 32 33 35 36 37 38 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 85 86 87 88 89 93 94 95 96 97 98 99,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010871,TR,02 03 04 05 06 07 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB,NBNORG0000011327,allow,NBNSYS0000010871,Baetis vernus
NBNSYS0000010875,NC,93 94 95 96,OSGB,NBNORG0000011328,allow,NBNSYS0000010875,Cloeon simile
NBNSYS0000010875,ND,03 04 05 06 07 13 14 15 16 17 18 23 24 25 26 27 28 34 35 36 37 38,OSGB,NBNORG0000011328,allow,NBNSYS0000010875,Cloeon simile
NBNSYS0000010875,NH,70 71 72 76 77 78 80 81 82 86 87 88 90 91 92 96 97 98,OSGB,NBNORG0000011328,allow,NBNSYS0000010875,Cloeon simile
NBNSYS0000010875,NN,20 30 40 60 61 70 71 79 80 81 89 90 91 93 94 95 99,OSGB,NBNORG0000011328,allow,NBNSYS0000010875,Cloeon simile
