"rule_name","tvk","error_message","grid_10km"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SW74"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SW75"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SW85"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SW96"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SW97"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX05"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX06"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX07"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX15"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX17"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX18"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX27"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX35"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX39"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX46"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX55"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX56"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX64"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX65"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX67"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX73"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX74"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX84"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX85"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX87"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX88"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX97"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX98"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SX99"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY08"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY09"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY29"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY58"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY59"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY67"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY68"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY79"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY88"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY89"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY98"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SY99"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ08"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ09"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ19"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ29"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ38"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ39"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ47"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ48"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ49"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ57"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ58"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ59"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ68"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ69"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","SZ89"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA01"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA02"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA03"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA04"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA05"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA08"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA11"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA12"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA13"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA14"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA17"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA18"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA27"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TA41"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF00"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF02"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF06"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF07"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF10"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF11"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF12"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF13"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF16"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF17"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF18"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF20"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF24"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF25"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF26"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF28"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF31"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF33"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF35"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF36"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF37"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF38"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF40"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF41"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF43"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF46"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF48"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF49"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF50"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF51"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF55"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF56"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF57"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF60"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF61"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF62"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF63"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF70"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF71"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF72"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF73"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF74"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF81"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF82"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF83"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF84"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF90"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF91"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF92"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF93"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TF94"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG00"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG01"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG02"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG03"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG04"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG10"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG11"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG12"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG13"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG14"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG20"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG21"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG22"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG23"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG30"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG31"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG32"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG33"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG40"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG41"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG42"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG50"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TG51"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL01"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL02"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL03"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL04"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL05"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL08"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL09"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL10"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL11"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL12"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL13"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL14"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL15"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL16"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL17"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL18"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL19"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL20"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL21"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL22"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL24"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL25"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL26"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL27"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL28"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL29"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL30"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL31"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL32"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL34"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL35"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL36"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL37"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL38"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL39"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL41"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL42"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL44"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL45"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL46"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL47"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL48"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL49"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL51"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL54"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL55"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL56"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL57"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL59"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL62"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL64"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL66"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL67"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL68"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL69"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL71"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL72"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL74"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL75"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL76"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL77"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL78"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL79"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL80"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL81"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL82"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL83"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL84"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL85"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL86"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL87"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL88"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL89"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL91"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL92"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL93"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL94"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL95"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL96"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL97"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL98"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TL99"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM01"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM02"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM03"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM04"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM05"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM06"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM07"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM08"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM09"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM13"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM14"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM15"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM16"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM17"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM18"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM19"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM23"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM24"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM25"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM26"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM27"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM28"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM29"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM33"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM34"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM35"
"Orthetrum cancellatum 10km","NBNSYS0000005641","Coordinate is outside known range for Orthetrum cancellatum","TM36"
