"organism_key","taxon","error_location","taxon_group","allow_data_entry","one_name_allowed_per_org_key","removal"
"NBNORG0000076524","Arthopyrenia cerasi","British Lichen Society/BLS",45,0,TRUE,"NBNORG0000076524 | Arthopyrenia cerasi"
"NBNORG0000014486","Gyalecta geoica","British Lichen Society/BLS",47,0,TRUE,"NBNORG0000014486 | Gyalecta geoica"
"NBNORG0000117908","Gyalecta geoica","British Lichen Society/BLS",47,0,TRUE,"NBNORG0000117908 | Gyalecta geoica"
"NBNORG0000014823","Mniaecia nivea","British Lichen Society/BLS",48,0,TRUE,"NBNORG0000014823 | Mniaecia nivea"
"NBNORG0000118069","Mniaecia nivea","British Lichen Society/BLS",48,0,TRUE,"NBNORG0000118069 | Mniaecia nivea"
"NBNORG0000015152","Pronectria anisospora","British Lichen Society/BLS",49,0,TRUE,"NBNORG0000015152 | Pronectria anisospora"
"NBNORG0000075994","Pronectria anisospora","British Lichen Society/BLS",49,0,TRUE,"NBNORG0000075994 | Pronectria anisospora"
"NBNORG0000015210","Acarospora fuscata","British Lichen Society/BLS",50,0,TRUE,"NBNORG0000015210 | Acarospora fuscata"
"NBNORG0000117648","Acarospora fuscata","British Lichen Society/BLS",50,0,TRUE,"NBNORG0000117648 | Acarospora fuscata"
"NBNORG0000118347","Acarospora fuscata","British Lichen Society/BLS",50,0,TRUE,"NBNORG0000118347 | Acarospora fuscata"
"NBNORG0000015214","Myriospora rufescens","British Lichen Society/BLS",51,0,TRUE,"NBNORG0000015214 | Myriospora rufescens"
"NBNORG0000118252","Myriospora rufescens","British Lichen Society/BLS",51,0,TRUE,"NBNORG0000118252 | Myriospora rufescens"
"NBNORG0000015219","Alectoria ochroleuca","British Lichen Society/BLS",52,0,TRUE,"NBNORG0000015219 | Alectoria ochroleuca"
"NBNORG0000119084","Alectoria ochroleuca","British Lichen Society/BLS",52,0,TRUE,"NBNORG0000119084 | Alectoria ochroleuca"
"NBNORG0000119539","Alectoria ochroleuca","British Lichen Society/BLS",52,0,TRUE,"NBNORG0000119539 | Alectoria ochroleuca"
"NBNORG0000015243","Biatora beckhausii","British Lichen Society/BLS",54,0,TRUE,"NBNORG0000015243 | Biatora beckhausii"
"NBNORG0000118647","Biatora beckhausii","British Lichen Society/BLS",54,0,TRUE,"NBNORG0000118647 | Biatora beckhausii"
"NBNORG0000015250","Mycobilimbia epixanthoides","British Lichen Society/BLS",55,0,TRUE,"NBNORG0000015250 | Mycobilimbia epixanthoides"
"NBNORG0000118085","Mycobilimbia epixanthoides","British Lichen Society/BLS",55,0,TRUE,"NBNORG0000118085 | Mycobilimbia epixanthoides"
"NBNORG0000015267","Bryoria chalybeiformis","British Lichen Society/BLS",56,0,TRUE,"NBNORG0000015267 | Bryoria chalybeiformis"
"NBNORG0000091477","Bryoria chalybeiformis","British Lichen Society/BLS",56,0,TRUE,"NBNORG0000091477 | Bryoria chalybeiformis"
"NBNORG0000015269","Bryoria fuscescens","British Lichen Society/BLS",57,0,TRUE,"NBNORG0000015269 | Bryoria fuscescens"
"NBNORG0000117717","Bryoria fuscescens","British Lichen Society/BLS",57,0,TRUE,"NBNORG0000117717 | Bryoria fuscescens"
"NBNORG0000117718","Bryoria fuscescens","British Lichen Society/BLS",57,0,TRUE,"NBNORG0000117718 | Bryoria fuscescens"
"NBNORG0000118733","Bryoria fuscescens","British Lichen Society/BLS",57,0,TRUE,"NBNORG0000118733 | Bryoria fuscescens"
"NBNORG0000122178","Bryoria fuscescens","British Lichen Society/BLS",57,0,TRUE,"NBNORG0000122178 | Bryoria fuscescens"
"NBNORG0000015287","Buellia subdisciformis","British Lichen Society/BLS",58,0,TRUE,"NBNORG0000015287 | Buellia subdisciformis"
"NBNORG0000117723","Buellia subdisciformis","British Lichen Society/BLS",58,0,TRUE,"NBNORG0000117723 | Buellia subdisciformis"
"NBNORG0000015298","Catillaria nigroclavata","British Lichen Society/BLS",59,0,TRUE,"NBNORG0000015298 | Catillaria nigroclavata"
"NBNORG0000117754","Catillaria nigroclavata","British Lichen Society/BLS",59,0,TRUE,"NBNORG0000117754 | Catillaria nigroclavata"
"NBNORG0000015312","Cladonia cervicornis","British Lichen Society/BLS",60,0,TRUE,"NBNORG0000015312 | Cladonia cervicornis"
"NBNORG0000077488","Cladonia cervicornis","British Lichen Society/BLS",60,0,TRUE,"NBNORG0000077488 | Cladonia cervicornis"
"NBNORG0000015315","Cladonia coccifera s. lat.","British Lichen Society/BLS",61,0,TRUE,"NBNORG0000015315 | Cladonia coccifera s. lat."
"NBNORG0000052365","Cladonia coccifera s. lat.","British Lichen Society/BLS",61,0,TRUE,"NBNORG0000052365 | Cladonia coccifera s. lat."
"NBNORG0000077494","Cladonia coccifera s. lat.","British Lichen Society/BLS",61,0,TRUE,"NBNORG0000077494 | Cladonia coccifera s. lat."
"NBNORG0000123137","Cladonia coccifera s. lat.","British Lichen Society/BLS",61,0,TRUE,"NBNORG0000123137 | Cladonia coccifera s. lat."
"NBNORG0000015316","Cladonia convoluta","British Lichen Society/BLS",62,0,TRUE,"NBNORG0000015316 | Cladonia convoluta"
"NBNORG0000117788","Cladonia convoluta","British Lichen Society/BLS",62,0,TRUE,"NBNORG0000117788 | Cladonia convoluta"
"NBNORG0000015319","Cladonia crispata var. cetrariiformis","British Lichen Society/BLS",63,0,TRUE,"NBNORG0000015319 | Cladonia crispata var. cetrariiformis"
"NBNORG0000117789","Cladonia crispata var. cetrariiformis","British Lichen Society/BLS",63,0,TRUE,"NBNORG0000117789 | Cladonia crispata var. cetrariiformis"
"NBNORG0000117790","Cladonia crispata var. cetrariiformis","British Lichen Society/BLS",63,0,TRUE,"NBNORG0000117790 | Cladonia crispata var. cetrariiformis"
"NBNORG0000015332","Cladonia straminea","British Lichen Society/BLS",64,0,TRUE,"NBNORG0000015332 | Cladonia straminea"
"NBNORG0000117794","Cladonia straminea","British Lichen Society/BLS",64,0,TRUE,"NBNORG0000117794 | Cladonia straminea"
"NBNORG0000118948","Cladonia straminea","British Lichen Society/BLS",64,0,TRUE,"NBNORG0000118948 | Cladonia straminea"
"NBNORG0000015335","Cladonia phyllophora","British Lichen Society/BLS",65,0,TRUE,"NBNORG0000015335 | Cladonia phyllophora"
"NBNORG0000117795","Cladonia phyllophora","British Lichen Society/BLS",65,0,TRUE,"NBNORG0000117795 | Cladonia phyllophora"
"NBNORG0000015339","Cladonia rangiformis","British Lichen Society/BLS",66,0,TRUE,"NBNORG0000015339 | Cladonia rangiformis"
"NBNORG0000117796","Cladonia rangiformis","British Lichen Society/BLS",66,0,TRUE,"NBNORG0000117796 | Cladonia rangiformis"
"NBNORG0000015361","Gabura fascicularis","British Lichen Society/BLS",67,0,TRUE,"NBNORG0000015361 | Gabura fascicularis"
"NBNORG0000117679","Gabura fascicularis","British Lichen Society/BLS",67,0,TRUE,"NBNORG0000117679 | Gabura fascicularis"
"NBNORG0000015385","Diplotomma alboatrum","British Lichen Society/BLS",68,0,TRUE,"NBNORG0000015385 | Diplotomma alboatrum"
"NBNORG0000080618","Diplotomma alboatrum","British Lichen Society/BLS",68,0,TRUE,"NBNORG0000080618 | Diplotomma alboatrum"
"NBNORG0000015396","Heterodermia obscurata","British Lichen Society/BLS",69,0,TRUE,"NBNORG0000015396 | Heterodermia obscurata"
"NBNORG0000108566","Heterodermia obscurata","British Lichen Society/BLS",69,0,TRUE,"NBNORG0000108566 | Heterodermia obscurata"
"NBNORG0000015416","Lecania erysibe s. lat.","British Lichen Society/BLS",71,0,TRUE,"NBNORG0000015416 | Lecania erysibe s. lat."
"NBNORG0000091496","Lecania erysibe s. lat.","British Lichen Society/BLS",71,0,TRUE,"NBNORG0000091496 | Lecania erysibe s. lat."
"NBNORG0000123076","Lecania erysibe s. lat.","British Lichen Society/BLS",71,0,TRUE,"NBNORG0000123076 | Lecania erysibe s. lat."
"NBNORG0000123180","Lecania erysibe s. lat.","British Lichen Society/BLS",71,0,TRUE,"NBNORG0000123180 | Lecania erysibe s. lat."
"NBNORG0000015417","Lecania fuscella","British Lichen Society/BLS",72,0,TRUE,"NBNORG0000015417 | Lecania fuscella"
"NBNORG0000117972","Lecania fuscella","British Lichen Society/BLS",72,0,TRUE,"NBNORG0000117972 | Lecania fuscella"
"NBNORG0000015421","Lecanora aitema","British Lichen Society/BLS",73,0,TRUE,"NBNORG0000015421 | Lecanora aitema"
"NBNORG0000096088","Lecanora aitema","British Lichen Society/BLS",73,0,TRUE,"NBNORG0000096088 | Lecanora aitema"
"NBNORG0000015432","Lecanora cenisia","British Lichen Society/BLS",74,0,TRUE,"NBNORG0000015432 | Lecanora cenisia"
"NBNORG0000096089","Lecanora cenisia","British Lichen Society/BLS",74,0,TRUE,"NBNORG0000096089 | Lecanora cenisia"
"NBNORG0000015437","Myriolecis dispersa","British Lichen Society/BLS",75,0,TRUE,"NBNORG0000015437 | Myriolecis dispersa"
"NBNORG0000052369","Myriolecis dispersa","British Lichen Society/BLS",75,0,TRUE,"NBNORG0000052369 | Myriolecis dispersa"
"NBNORG0000015445","Lecanora gangaleoides","British Lichen Society/BLS",76,0,TRUE,"NBNORG0000015445 | Lecanora gangaleoides"
"NBNORG0000117978","Lecanora gangaleoides","British Lichen Society/BLS",76,0,TRUE,"NBNORG0000117978 | Lecanora gangaleoides"
"NBNORG0000015446","Lecanora helicopis","British Lichen Society/BLS",77,0,TRUE,"NBNORG0000015446 | Lecanora helicopis"
"NBNORG0000117979","Lecanora helicopis","British Lichen Society/BLS",77,0,TRUE,"NBNORG0000117979 | Lecanora helicopis"
"NBNORG0000015449","Protoparmeliopsis muralis","British Lichen Society/BLS",78,0,TRUE,"NBNORG0000015449 | Protoparmeliopsis muralis"
"NBNORG0000108583","Protoparmeliopsis muralis","British Lichen Society/BLS",78,0,TRUE,"NBNORG0000108583 | Protoparmeliopsis muralis"
"NBNORG0000015465","Myriolecis straminea","British Lichen Society/BLS",79,0,TRUE,"NBNORG0000015465 | Myriolecis straminea"
"NBNORG0000117985","Myriolecis straminea","British Lichen Society/BLS",79,0,TRUE,"NBNORG0000117985 | Myriolecis straminea"
"NBNORG0000015471","Lecidella carpathica","British Lichen Society/BLS",80,0,TRUE,"NBNORG0000015471 | Lecidella carpathica"
"NBNORG0000117993","Lecidella carpathica","British Lichen Society/BLS",80,0,TRUE,"NBNORG0000117993 | Lecidella carpathica"
"NBNORG0000015485","Lecidea erythrophaea","British Lichen Society/BLS",81,0,TRUE,"NBNORG0000015485 | Lecidea erythrophaea"
"NBNORG0000075864","Lecidea erythrophaea","British Lichen Society/BLS",81,0,TRUE,"NBNORG0000075864 | Lecidea erythrophaea"
"NBNORG0000015489","Bryobilimbia hypnorum","British Lichen Society/BLS",82,0,TRUE,"NBNORG0000015489 | Bryobilimbia hypnorum"
"NBNORG0000024763","Bryobilimbia hypnorum","British Lichen Society/BLS",82,0,TRUE,"NBNORG0000024763 | Bryobilimbia hypnorum"
"NBNORG0000075796","Bryobilimbia hypnorum","British Lichen Society/BLS",82,0,TRUE,"NBNORG0000075796 | Bryobilimbia hypnorum"
"NBNORG0000015498","Lecanora viridiatra","British Lichen Society/BLS",83,0,TRUE,"NBNORG0000015498 | Lecanora viridiatra"
"NBNORG0000117997","Lecanora viridiatra","British Lichen Society/BLS",83,0,TRUE,"NBNORG0000117997 | Lecanora viridiatra"
"NBNORG0000120125","Lecanora viridiatra","British Lichen Society/BLS",83,0,TRUE,"NBNORG0000120125 | Lecanora viridiatra"
"NBNORG0000015531","Lempholemma chalazanum","British Lichen Society/BLS",84,0,TRUE,"NBNORG0000015531 | Lempholemma chalazanum"
"NBNORG0000108590","Lempholemma chalazanum","British Lichen Society/BLS",84,0,TRUE,"NBNORG0000108590 | Lempholemma chalazanum"
"NBNORG0000015535","Lepraria incana s. lat.","British Lichen Society/BLS",85,0,TRUE,"NBNORG0000015535 | Lepraria incana s. lat."
"NBNORG0000052372","Lepraria incana s. lat.","British Lichen Society/BLS",85,0,TRUE,"NBNORG0000052372 | Lepraria incana s. lat."
"NBNORG0000123078","Lepraria incana s. lat.","British Lichen Society/BLS",85,0,TRUE,"NBNORG0000123078 | Lepraria incana s. lat."
"NBNORG0000123184","Lepraria incana s. lat.","British Lichen Society/BLS",85,0,TRUE,"NBNORG0000123184 | Lepraria incana s. lat."
"NBNORG0000015540","Epiphloea byssina","British Lichen Society/BLS",86,0,TRUE,"NBNORG0000015540 | Epiphloea byssina"
"NBNORG0000098291","Epiphloea byssina","British Lichen Society/BLS",86,0,TRUE,"NBNORG0000098291 | Epiphloea byssina"
"NBNORG0000015547","Scytinium plicatile","British Lichen Society/BLS",87,0,TRUE,"NBNORG0000015547 | Scytinium plicatile"
"NBNORG0000080924","Scytinium plicatile","British Lichen Society/BLS",87,0,TRUE,"NBNORG0000080924 | Scytinium plicatile"
"NBNORG0000015549","Scytinium schraderi","British Lichen Society/BLS",88,0,TRUE,"NBNORG0000015549 | Scytinium schraderi"
"NBNORG0000121676","Scytinium schraderi","British Lichen Society/BLS",88,0,TRUE,"NBNORG0000121676 | Scytinium schraderi"
"NBNORG0000015552","Lichina pygmaea","British Lichen Society/BLS",89,0,TRUE,"NBNORG0000015552 | Lichina pygmaea"
"NBNORG0000120262","Lichina pygmaea","British Lichen Society/BLS",89,0,TRUE,"NBNORG0000120262 | Lichina pygmaea"
"NBNORG0000015559","Melaspilea proximella","British Lichen Society/BLS",90,0,TRUE,"NBNORG0000015559 | Melaspilea proximella"
"NBNORG0000120374","Melaspilea proximella","British Lichen Society/BLS",90,0,TRUE,"NBNORG0000120374 | Melaspilea proximella"
"NBNORG0000015589","Pannaria rubiginosa","British Lichen Society/BLS",91,0,TRUE,"NBNORG0000015589 | Pannaria rubiginosa"
"NBNORG0000120788","Pannaria rubiginosa","British Lichen Society/BLS",91,0,TRUE,"NBNORG0000120788 | Pannaria rubiginosa"
"NBNORG0000123267","Pannaria rubiginosa","British Lichen Society/BLS",91,0,TRUE,"NBNORG0000123267 | Pannaria rubiginosa"
"NBNORG0000015596","Parmelina quercina","British Lichen Society/BLS",92,0,TRUE,"NBNORG0000015596 | Parmelina quercina"
"NBNORG0000108618","Parmelina quercina","British Lichen Society/BLS",92,0,TRUE,"NBNORG0000108618 | Parmelina quercina"
"NBNORG0000015597","Parmelia saxatilis s. lat.","British Lichen Society/BLS",93,0,TRUE,"NBNORG0000015597 | Parmelia saxatilis s. lat."
"NBNORG0000123216","Parmelia saxatilis s. lat.","British Lichen Society/BLS",93,0,TRUE,"NBNORG0000123216 | Parmelia saxatilis s. lat."
"NBNORG0000015600","Melanelixia subargentifera","British Lichen Society/BLS",94,0,TRUE,"NBNORG0000015600 | Melanelixia subargentifera"
"NBNORG0000120357","Melanelixia subargentifera","British Lichen Society/BLS",94,0,TRUE,"NBNORG0000120357 | Melanelixia subargentifera"
"NBNORG0000123288","Melanelixia subargentifera","British Lichen Society/BLS",94,0,TRUE,"NBNORG0000123288 | Melanelixia subargentifera"
"NBNORG0000015609","Physcia aipolia","British Lichen Society/BLS",95,0,TRUE,"NBNORG0000015609 | Physcia aipolia"
"NBNORG0000082704","Physcia aipolia","British Lichen Society/BLS",95,0,TRUE,"NBNORG0000082704 | Physcia aipolia"
"NBNORG0000015622","Placynthiella oligotropha","British Lichen Society/BLS",96,0,TRUE,"NBNORG0000015622 | Placynthiella oligotropha"
"NBNORG0000076798","Placynthiella oligotropha","British Lichen Society/BLS",96,0,TRUE,"NBNORG0000076798 | Placynthiella oligotropha"
"NBNORG0000015625","Leptogidium dendriscum","British Lichen Society/BLS",97,0,TRUE,"NBNORG0000015625 | Leptogidium dendriscum"
"NBNORG0000118168","Leptogidium dendriscum","British Lichen Society/BLS",97,0,TRUE,"NBNORG0000118168 | Leptogidium dendriscum"
"NBNORG0000015627","Pseudevernia furfuracea s. lat.","British Lichen Society/BLS",98,0,TRUE,"NBNORG0000015627 | Pseudevernia furfuracea s. lat."
"NBNORG0000052380","Pseudevernia furfuracea s. lat.","British Lichen Society/BLS",98,0,TRUE,"NBNORG0000052380 | Pseudevernia furfuracea s. lat."
"NBNORG0000083199","Pseudevernia furfuracea s. lat.","British Lichen Society/BLS",98,0,TRUE,"NBNORG0000083199 | Pseudevernia furfuracea s. lat."
"NBNORG0000123233","Pseudevernia furfuracea s. lat.","British Lichen Society/BLS",98,0,TRUE,"NBNORG0000123233 | Pseudevernia furfuracea s. lat."
"NBNORG0000015633","Porocyphus coccodes","British Lichen Society/BLS",99,0,TRUE,"NBNORG0000015633 | Porocyphus coccodes"
"NBNORG0000118176","Porocyphus coccodes","British Lichen Society/BLS",99,0,TRUE,"NBNORG0000118176 | Porocyphus coccodes"
"NBNORG0000015636","Pyrenopsis furfurea","British Lichen Society/BLS",100,0,TRUE,"NBNORG0000015636 | Pyrenopsis furfurea"
"NBNORG0000024786","Pyrenopsis furfurea","British Lichen Society/BLS",100,0,TRUE,"NBNORG0000024786 | Pyrenopsis furfurea"
"NBNORG0000015640","Ramalina cuspidata","British Lichen Society/BLS",101,0,TRUE,"NBNORG0000015640 | Ramalina cuspidata"
"NBNORG0000118208","Ramalina cuspidata","British Lichen Society/BLS",101,0,TRUE,"NBNORG0000118208 | Ramalina cuspidata"
"NBNORG0000015647","Ramalina siliquosa","British Lichen Society/BLS",102,0,TRUE,"NBNORG0000015647 | Ramalina siliquosa"
"NBNORG0000118209","Ramalina siliquosa","British Lichen Society/BLS",102,0,TRUE,"NBNORG0000118209 | Ramalina siliquosa"
"NBNORG0000015656","Rinodina immersa","British Lichen Society/BLS",103,0,TRUE,"NBNORG0000015656 | Rinodina immersa"
"NBNORG0000118233","Rinodina immersa","British Lichen Society/BLS",103,0,TRUE,"NBNORG0000118233 | Rinodina immersa"
"NBNORG0000015699","Synalissa ramulosa","British Lichen Society/BLS",104,0,TRUE,"NBNORG0000015699 | Synalissa ramulosa"
"NBNORG0000118273","Synalissa ramulosa","British Lichen Society/BLS",104,0,TRUE,"NBNORG0000118273 | Synalissa ramulosa"
"NBNORG0000015700","Thelocarpon epibolum s. lat.","British Lichen Society/BLS",105,0,TRUE,"NBNORG0000015700 | Thelocarpon epibolum s. lat."
"NBNORG0000052387","Thelocarpon epibolum s. lat.","British Lichen Society/BLS",105,0,TRUE,"NBNORG0000052387 | Thelocarpon epibolum s. lat."
"NBNORG0000123106","Thelocarpon epibolum s. lat.","British Lichen Society/BLS",105,0,TRUE,"NBNORG0000123106 | Thelocarpon epibolum s. lat."
"NBNORG0000123253","Thelocarpon epibolum s. lat.","British Lichen Society/BLS",105,0,TRUE,"NBNORG0000123253 | Thelocarpon epibolum s. lat."
"NBNORG0000015722","Umbilicaria crustulosa","British Lichen Society/BLS",106,0,TRUE,"NBNORG0000015722 | Umbilicaria crustulosa"
"NBNORG0000122145","Umbilicaria crustulosa","British Lichen Society/BLS",106,0,TRUE,"NBNORG0000122145 | Umbilicaria crustulosa"
"NBNORG0000123268","Umbilicaria crustulosa","British Lichen Society/BLS",106,0,TRUE,"NBNORG0000123268 | Umbilicaria crustulosa"
"NBNORG0000015723","Umbilicaria cylindrica","British Lichen Society/BLS",107,0,TRUE,"NBNORG0000015723 | Umbilicaria cylindrica"
"NBNORG0000118312","Umbilicaria cylindrica","British Lichen Society/BLS",107,0,TRUE,"NBNORG0000118312 | Umbilicaria cylindrica"
"NBNORG0000015731","Umbilicaria spodochroa","British Lichen Society/BLS",108,0,TRUE,"NBNORG0000015731 | Umbilicaria spodochroa"
"NBNORG0000108650","Umbilicaria spodochroa","British Lichen Society/BLS",108,0,TRUE,"NBNORG0000108650 | Umbilicaria spodochroa"
"NBNORG0000122147","Umbilicaria spodochroa","British Lichen Society/BLS",108,0,TRUE,"NBNORG0000122147 | Umbilicaria spodochroa"
"NBNORG0000015736","Usnea dasopoga","British Lichen Society/BLS",109,0,TRUE,"NBNORG0000015736 | Usnea dasopoga"
"NBNORG0000122176","Usnea dasopoga","British Lichen Society/BLS",109,0,TRUE,"NBNORG0000122176 | Usnea dasopoga"
"NBNORG0000015759","Enterographa elaborata","British Lichen Society/BLS",110,0,TRUE,"NBNORG0000015759 | Enterographa elaborata"
"NBNORG0000117855","Enterographa elaborata","British Lichen Society/BLS",110,0,TRUE,"NBNORG0000117855 | Enterographa elaborata"
"NBNORG0000015776","Pseudoschismatomma rufescens","British Lichen Society/BLS",113,0,TRUE,"NBNORG0000015776 | Pseudoschismatomma rufescens"
"NBNORG0000129291","Pseudoschismatomma rufescens","British Lichen Society/BLS",113,0,TRUE,"NBNORG0000129291 | Pseudoschismatomma rufescens"
"NBNORG0000015780","Zwackhia viridis","British Lichen Society/BLS",114,0,TRUE,"NBNORG0000015780 | Zwackhia viridis"
"NBNORG0000118338","Zwackhia viridis","British Lichen Society/BLS",114,0,TRUE,"NBNORG0000118338 | Zwackhia viridis"
"NBNORG0000015842","Placynthium lismorense","British Lichen Society/BLS",115,0,TRUE,"NBNORG0000015842 | Placynthium lismorense"
"NBNORG0000108625","Placynthium lismorense","British Lichen Society/BLS",115,0,TRUE,"NBNORG0000108625 | Placynthium lismorense"
"NBNORG0000121187","Placynthium lismorense","British Lichen Society/BLS",115,0,TRUE,"NBNORG0000121187 | Placynthium lismorense"
"NBNORG0000015858","Sticta canariensis","British Lichen Society/BLS",116,0,TRUE,"NBNORG0000015858 | Sticta canariensis"
"NBNORG0000052385","Sticta canariensis","British Lichen Society/BLS",116,0,TRUE,"NBNORG0000052385 | Sticta canariensis"
"NBNORG0000097456","Sticta canariensis","British Lichen Society/BLS",116,0,TRUE,"NBNORG0000097456 | Sticta canariensis"
"NBNORG0000015865","Ochrolechia turneri s. lat.","British Lichen Society/BLS",118,0,TRUE,"NBNORG0000015865 | Ochrolechia turneri s. lat."
"NBNORG0000052376","Ochrolechia turneri s. lat.","British Lichen Society/BLS",118,0,TRUE,"NBNORG0000052376 | Ochrolechia turneri s. lat."
"NBNORG0000123208","Ochrolechia turneri s. lat.","British Lichen Society/BLS",118,0,TRUE,"NBNORG0000123208 | Ochrolechia turneri s. lat."
"NBNORG0000123291","Ochrolechia turneri s. lat.","British Lichen Society/BLS",118,0,TRUE,"NBNORG0000123291 | Ochrolechia turneri s. lat."
"NBNORG0000015881","Varicellaria lactea","British Lichen Society/BLS",119,0,TRUE,"NBNORG0000015881 | Varicellaria lactea"
"NBNORG0000122192","Varicellaria lactea","British Lichen Society/BLS",119,0,TRUE,"NBNORG0000122192 | Varicellaria lactea"
"NBNORG0000015892","Lepra pulvinata","British Lichen Society/BLS",120,0,TRUE,"NBNORG0000015892 | Lepra pulvinata"
"NBNORG0000118130","Lepra pulvinata","British Lichen Society/BLS",120,0,TRUE,"NBNORG0000118130 | Lepra pulvinata"
"NBNORG0000015897","Varicellaria velata","British Lichen Society/BLS",121,0,TRUE,"NBNORG0000015897 | Varicellaria velata"
"NBNORG0000122193","Varicellaria velata","British Lichen Society/BLS",121,0,TRUE,"NBNORG0000122193 | Varicellaria velata"
"NBNORG0000016150","Porina borreri","British Lichen Society/BLS",122,0,TRUE,"NBNORG0000016150 | Porina borreri"
"NBNORG0000083000","Porina borreri","British Lichen Society/BLS",122,0,TRUE,"NBNORG0000083000 | Porina borreri"
"NBNORG0000016151","Porina chlorotica f. tenuifera","British Lichen Society/BLS",123,0,TRUE,"NBNORG0000016151 | Porina chlorotica f. tenuifera"
"NBNORG0000118175","Porina chlorotica f. tenuifera","British Lichen Society/BLS",123,0,TRUE,"NBNORG0000118175 | Porina chlorotica f. tenuifera"
"NBNORG0000016159","Pyrenula dermatodes","British Lichen Society/BLS",124,0,TRUE,"NBNORG0000016159 | Pyrenula dermatodes"
"NBNORG0000085292","Pyrenula dermatodes","British Lichen Society/BLS",124,0,TRUE,"NBNORG0000085292 | Pyrenula dermatodes"
"NBNORG0000016473","Roselliniopsis tartaricola","British Lichen Society/BLS",125,0,TRUE,"NBNORG0000016473 | Roselliniopsis tartaricola"
"NBNORG0000118274","Roselliniopsis tartaricola","British Lichen Society/BLS",125,0,TRUE,"NBNORG0000118274 | Roselliniopsis tartaricola"
"NBNORG0000016511","Caloplaca arnoldii subsp. oblitterata","British Lichen Society/BLS",126,0,TRUE,"NBNORG0000016511 | Caloplaca arnoldii subsp. oblitterata"
"NBNORG0000108510","Caloplaca arnoldii subsp. oblitterata","British Lichen Society/BLS",126,0,TRUE,"NBNORG0000108510 | Caloplaca arnoldii subsp. oblitterata"
"NBNORG0000124653","Caloplaca arnoldii subsp. oblitterata","British Lichen Society/BLS",126,0,TRUE,"NBNORG0000124653 | Caloplaca arnoldii subsp. oblitterata"
"NBNORG0000016518","Caloplaca crenularia","British Lichen Society/BLS",127,0,TRUE,"NBNORG0000016518 | Caloplaca crenularia"
"NBNORG0000052362","Caloplaca crenularia","British Lichen Society/BLS",127,0,TRUE,"NBNORG0000052362 | Caloplaca crenularia"
"NBNORG0000016522","Caloplaca flavorubescens","British Lichen Society/BLS",128,0,TRUE,"NBNORG0000016522 | Caloplaca flavorubescens"
"NBNORG0000052339","Caloplaca flavorubescens","British Lichen Society/BLS",128,0,TRUE,"NBNORG0000052339 | Caloplaca flavorubescens"
"NBNORG0000016525","Caloplaca granulosa","British Lichen Society/BLS",129,0,TRUE,"NBNORG0000016525 | Caloplaca granulosa"
"NBNORG0000108518","Caloplaca granulosa","British Lichen Society/BLS",129,0,TRUE,"NBNORG0000108518 | Caloplaca granulosa"
"NBNORG0000117874","Caloplaca granulosa","British Lichen Society/BLS",129,0,TRUE,"NBNORG0000117874 | Caloplaca granulosa"
"NBNORG0000016527","Caloplaca holocarpa s. lat.","British Lichen Society/BLS",131,0,TRUE,"NBNORG0000016527 | Caloplaca holocarpa s. lat."
"NBNORG0000123043","Caloplaca holocarpa s. lat.","British Lichen Society/BLS",131,0,TRUE,"NBNORG0000123043 | Caloplaca holocarpa s. lat."
"NBNORG0000016528","Caloplaca irrubescens","British Lichen Society/BLS",132,0,TRUE,"NBNORG0000016528 | Caloplaca irrubescens"
"NBNORG0000117730","Caloplaca irrubescens","British Lichen Society/BLS",132,0,TRUE,"NBNORG0000117730 | Caloplaca irrubescens"
"NBNORG0000016530","Caloplaca microthallina","British Lichen Society/BLS",133,0,TRUE,"NBNORG0000016530 | Caloplaca microthallina"
"NBNORG0000117877","Caloplaca microthallina","British Lichen Society/BLS",133,0,TRUE,"NBNORG0000117877 | Caloplaca microthallina"
"NBNORG0000016538","Caloplaca thallincola","British Lichen Society/BLS",134,0,TRUE,"NBNORG0000016538 | Caloplaca thallincola"
"NBNORG0000122201","Caloplaca thallincola","British Lichen Society/BLS",134,0,TRUE,"NBNORG0000122201 | Caloplaca thallincola"
"NBNORG0000016546","Xanthoria","British Lichen Society/BLS",135,0,TRUE,"NBNORG0000016546 | Xanthoria"
"NBNORG0000052388","Xanthoria","British Lichen Society/BLS",135,0,TRUE,"NBNORG0000052388 | Xanthoria"
"NBNORG0000113253","Xanthoria","British Lichen Society/BLS",135,0,TRUE,"NBNORG0000113253 | Xanthoria"
"NBNORG0000016568","Sporodictyon terrestre","British Lichen Society/BLS",136,0,TRUE,"NBNORG0000016568 | Sporodictyon terrestre"
"NBNORG0000016572","Sporodictyon terrestre","British Lichen Society/BLS",136,0,TRUE,"NBNORG0000016572 | Sporodictyon terrestre"
"NBNORG0000016578","Staurothele areolata","British Lichen Society/BLS",138,0,TRUE,"NBNORG0000016578 | Staurothele areolata"
"NBNORG0000052384","Staurothele areolata","British Lichen Society/BLS",138,0,TRUE,"NBNORG0000052384 | Staurothele areolata"
"NBNORG0000016583","Thelidium fumidum","British Lichen Society/BLS",139,0,TRUE,"NBNORG0000016583 | Thelidium fumidum"
"NBNORG0000016585","Thelidium fumidum","British Lichen Society/BLS",139,0,TRUE,"NBNORG0000016585 | Thelidium fumidum"
