"taxon","tvk","start_day","start_month","end_day","end_month","stage"
"Nomada lathburiana","NHMSYS0000876435","01","03","31","08","Adult"
"Nomada leucophthalma","NHMSYS0000876436","01","02","31","07","Adult"
"Nomada marshamella","NHMSYS0000876438","01","03","31","12","Adult"
"Nomada obtusifrons","NHMSYS0000876440","01","04","31","08","Adult"
"Nomada panzeri","NHMSYS0000876442","01","03","31","12","Adult"
"Nomada roberjeotiana","NBNSYS0100004273","01","06","31","08","Adult"
"Nomada ruficornis","NHMSYS0000876447","01","03","31","08","Adult"
"Nomada rufipes","NHMSYS0000876448","01","06","30","09","Adult"
"Nomada sexfasciata","NHMSYS0000876454","01","05","31","07","Adult"
"Nomada sheppardana","NHMSYS0000876455","01","03","31","08","Adult"
"Nomada signata","NHMSYS0000876456","01","03","30","06","Adult"
"Nomada striata","NHMSYS0000876460","01","03","30","09","Adult"
"Nysson dimidiatus","NHMSYS0000876469","01","06","30","09","Adult"
"Nysson interruptus","NHMSYS0000876470","01","05","31","07","Adult"
"Nysson spinosus","NHMSYS0000876471","01","04","30","09","Adult"
"Nysson trimaculatus","NHMSYS0000876472","01","05","30","09","Adult"
"Odynerus melanocephalus","NHMSYS0000876481","01","05","31","07","Adult"
"Odynerus reniformis","NHMSYS0000876482","01","06","31","07","Adult"
"Odynerus simillimus","NHMSYS0000876483","01","05","31","08","Adult"
"Odynerus spinipes","NHMSYS0000876484","01","04","30","09","Adult"
"Omalus aeneus","NHMSYS0000876486","01","06","30","09","Adult"
"Omalus puncticollis","NHMSYS0000876487","01","05","31","08","Adult"
"Osmia aurulenta","NHMSYS0000876507","01","03","31","10","Adult"
"Osmia bicolor","NHMSYS0000876508","01","01","31","08","Adult"
"Osmia caerulescens","NBNSYS0100004362","01","03","30","09","Adult"
"Osmia inermis","NHMSYS0000876512","01","04","30","06","Adult"
"Osmia leaiana","NHMSYS0000876513","01","03","30","09","Adult"
"Osmia parietina","NHMSYS0000876516","01","04","30","09","Adult"
"Osmia pilicornis","NHMSYS0000876517","01","03","31","07","Adult"
"Osmia spinulosa","NHMSYS0020774747","01","05","30","09","Adult"
"Osmia uncinata","NHMSYS0000876519","01","05","31","07","Adult"
"Osmia xanthomelana","NHMSYS0000876520","01","05","31","07","Adult"
"Oxybelus argentatus","NHMSYS0000876522","01","05","31","08","Adult"
"Oxybelus mandibularis","NHMSYS0000876523","01","06","30","09","Adult"
"Oxybelus uniglumis","NHMSYS0000876526","01","04","30","09","Adult"
"Panurgus banksianus","NHMSYS0000876528","01","04","30","09","Adult"
"Panurgus calcaratus","NHMSYS0000876529","01","06","30","09","Adult"
"Passaloecus clypealis","NHMSYS0000876535","01","05","30","09","Adult"
"Passaloecus corniger","NHMSYS0000876536","01","05","31","10","Adult"
"Passaloecus gracilis","NHMSYS0000876539","01","04","30","09","Adult"
"Passaloecus insignis","NHMSYS0000876541","01","05","31","10","Adult"
"Passaloecus monilicornis","NHMSYS0000876542","01","06","30","09","Adult"
"Passaloecus singularis","NHMSYS0000876544","01","05","30","09","Adult"
"Passaloecus turionum","NBNSYS0100004491","01","05","30","09","Adult"
"Pemphredon inornata","NHMSYS0000876562","01","05","31","10","Adult"
"Pemphredon lethifer","NBNSYS0000009551","01","05","31","10","Adult"
"Pemphredon lugubris","NHMSYS0000876563","01","05","31","12","Adult"
"Pemphredon morio","NHMSYS0000876564","01","05","30","09","Adult"
"Pemphredon rugifera","NBNSYS0100004530","01","06","31","08","Adult"
"Philanthus triangulum","NHMSYS0000876577","01","05","31","10","Adult"
"Philoctetes truncatus","NBNSYS0100004564","01","07","31","07","Adult"
"Podalonia affinis","NHMSYS0000876591","01","03","30","09","Adult"
"Polistes dominulus","NHMSYS0000876596","01","07","30","09","Adult"
"Pompilus cinereus","NBNSYS0000009413","01","05","31","10","Adult"
"Ponera coarctata","NHMSYS0000876602","01","03","30","11","Adult"
"Priocnemis agilis","NBNSYS0000009401","01","05","31","10","Adult"
"Priocnemis confusor","NHMSYS0020936612","01","05","31","10","Adult"
"Priocnemis cordivalvata","NBNSYS0000009402","01","04","30","09","Adult"
"Priocnemis coriacea","NBNSYS0000007950","01","04","31","08","Adult"
"Priocnemis exaltata","NBNSYS0000009403","01","04","31","10","Adult"
"Priocnemis fennica","NBNSYS0000009404","01","05","31","10","Adult"
"Priocnemis hyalinata","NBNSYS0000009406","01","06","31","10","Adult"
"Priocnemis parvula","NBNSYS0000009407","01","04","31","10","Adult"
"Priocnemis perturbator","NBNSYS0000009411","01","03","31","08","Adult"
"Priocnemis pusilla","NBNSYS0000009409","01","04","30","11","Adult"
"Priocnemis schioedtei","NBNSYS0000009410","01","04","31","10","Adult"
"Priocnemis susterai","NBNSYS0000009412","01","04","31","08","Adult"
"Psenulus concolor","NHMSYS0000876634","01","04","30","09","Adult"
"Psenulus pallipes","NBNSYS0000009538","01","04","31","10","Adult"
"Psenulus schencki","NHMSYS0000876635","01","05","30","09","Adult"
"Pseudepipona herrichii","NHMSYS0000876638","01","06","31","08","Adult"
"Pseudomalus auratus","NBNSYS0100004922","01","05","30","09","Adult"
"Pseudomalus violaceus","NBNSYS0100004923","01","05","30","09","Adult"
"Pseudospinolia neglecta","NBNSYS0100004936","01","04","31","08","Adult"
"Rhopalum clavipes","NHMSYS0000876655","01","04","31","10","Adult"
"Rhopalum coarctatum","NHMSYS0000876656","01","04","31","10","Adult"
"Rhopalum gracile","NHMSYS0000876657","01","06","31","08","Adult"
"Sapyga quinquepunctata","NHMSYS0000876664","01","03","30","09","Adult"
"Smicromyrme rufipes","NBNSYS0100005540","01","04","30","09","Adult"
"Sphecodes crassus","NBNSYS0000009728","01","03","30","09","Adult"
"Sphecodes ephippius","NHMSYS0000876679","01","03","31","10","Adult"
"Sphecodes ferruginatus","NHMSYS0000876681","01","04","30","09","Adult"
"Sphecodes geoffrellus","NBNSYS0100005568","01","01","31","10","Adult"
"Sphecodes gibbus","NHMSYS0000876682","01","03","31","10","Adult"
"Sphecodes hyalinatus","NHMSYS0000876683","01","04","31","10","Adult"
"Sphecodes longulus","NHMSYS0000876684","01","04","31","10","Adult"
"Sphecodes miniatus","NBNSYS0000009736","01","04","30","09","Adult"
"Sphecodes monilicornis","NHMSYS0000876686","01","03","31","10","Adult"
"Sphecodes niger","NHMSYS0000876687","01","04","31","10","Adult"
"Sphecodes pellucidus","NHMSYS0000876688","01","03","31","12","Adult"
"Sphecodes puncticeps","NHMSYS0000876691","01","04","31","12","Adult"
"Sphecodes reticulatus","NHMSYS0000876692","01","03","31","10","Adult"
"Sphecodes rubicundus","NBNSYS0000009742","01","04","31","07","Adult"
"Sphecodes scabricollis","NHMSYS0000876694","01","04","30","09","Adult"
"Sphecodes spinulosus","NHMSYS0000876697","01","05","31","08","Adult"
"Spilomena beata","NHMSYS0000876702","01","05","31","10","Adult"
"Spilomena curruca","NBNSYS0100005571","01","06","31","10","Adult"
"Spilomena enslini","NHMSYS0000876704","01","05","30","09","Adult"
"Spilomena troglodytes","NHMSYS0000876705","01","05","31","10","Adult"
"Stelis breviuscula","NHMSYS0000876709","01","06","30","09","Adult"
"Stelis ornatula","NHMSYS0000876711","01","05","31","08","Adult"
"Stelis phaeoptera","NHMSYS0000876712","01","05","30","09","Adult"
"Stelis punctulatissima","NHMSYS0000876713","01","06","30","09","Adult"
"Stenamma debile","NBNSYS0100005585","01","02","31","12","Adult"
"Stigmus pendulus","NHMSYS0000876716","01","04","31","10","Adult"
"Stigmus solskyi","NHMSYS0000876717","01","05","31","10","Adult"
"Strongylognathus testaceus","NHMSYS0000876720","01","07","30","09","Adult"
"Symmorphus bifasciatus","NBNSYS0100005641","01","05","30","09","Adult"
"Symmorphus connexus","NHMSYS0000876723","01","05","31","08","Adult"
"Symmorphus crassicornis","NHMSYS0000876724","01","05","31","08","Adult"
"Symmorphus gracilis","NHMSYS0000876725","01","05","30","09","Adult"
"Tachysphex nitidus","NHMSYS0000876732","01","05","31","08","Adult"
"Tachysphex pompiliformis","NHMSYS0000876735","01","04","31","10","Adult"
"Tachysphex unicolor sensu lato","NHMSYS0000873270","01","05","31","07","Adult"
"Tapinoma erraticum sensu lato","NHMSYS0020936618","01","04","31","10","Adult"
"Temnothorax interruptus","NHMSYS0000876742","01","04","31","10","Adult"
"Tetramorium bicarinatum","NHMSYS0000876750","01","05","31","12","Adult"
"Tetramorium caespitum","NHMSYS0000876751","01","03","30","11","Adult"
"Tiphia femorata","NHMSYS0000876757","01","05","30","09","Adult"
"Tiphia minuta","NHMSYS0000876758","01","04","30","09","Adult"
"Trichrysis cyanea","NHMSYS0000876762","01","02","31","10","Adult"
"Trypoxylon attenuatum","NHMSYS0000876764","01","05","31","10","Adult"
"Trypoxylon clavicerum","NHMSYS0000876765","01","05","31","10","Adult"
"Trypoxylon figulus sensu lato","NHMSYS0000873272","01","03","31","12","Adult"
"Trypoxylon medium","NHMSYS0000876766","01","05","31","10","Adult"
"Trypoxylon minus","NHMSYS0000876767","01","06","30","06","Adult"
"Vespula austriaca","NHMSYS0000876780","01","04","30","09","Adult"
"Vespula rufa","NHMSYS0000876782","01","02","31","12","Adult"
"Xylocopa violacea","NHMSYS0000876788","01","03","30","09","Adult"
