"organism_key","taxon","code"
"NBNORG0000043704","Alonopsis elongata",3
"NBNORG0000044446","Moina micrura",3
"NBNORG0000085509","Acantholeberis curvirostris",3
"NBNORG0000085517","Acroperus angustatus",3
"NBNORG0000085519","Acroperus harpae",3
"NBNORG0000085521","Alona intermedia",3
"NBNORG0000085522","Phreatalona protzi",3
"NBNORG0000085523","Alona quadrangularis",3
"NBNORG0000085524","Alona rustica",3
"NBNORG0000085526","Alonella excisa",3
"NBNORG0000085527","Alonella exigua",3
"NBNORG0000085528","Alonella nana",3
"NBNORG0000085530","Anchistropus emarginatus",3
"NBNORG0000085557","Bosmina (Bosmina) longirostris",3
"NBNORG0000085559","Bosmina (Eubosmina) coregoni",3
"NBNORG0000085575","Bythotrephes longimanus",3
"NBNORG0000085577","Camptocercus lilljeborgi",3
"NBNORG0000085578","Camptocercus rectirostris",3
"NBNORG0000085591","Ceriodaphnia",3
"NBNORG0000085592","Ceriodaphnia dubia",3
"NBNORG0000085593","Ceriodaphnia laticaudata",3
"NBNORG0000085594","Ceriodaphnia megops",3
"NBNORG0000085595","Ceriodaphnia pulchella",3
"NBNORG0000085596","Ceriodaphnia quadrangula",3
"NBNORG0000085597","Ceriodaphnia reticulata",3
"NBNORG0000085599","Ceriodaphnia setosa",3
"NBNORG0000085602","Chydorus gibbus",3
"NBNORG0000085603","Chydorus latus",3
"NBNORG0000085604","Chydorus ovalis",3
"NBNORG0000085605","Paralona pigra",3
"NBNORG0000085606","Chydorus sphaericus",3
"NBNORG0000085645","Daphnia (Ctenodaphnia) atkinsoni",3
"NBNORG0000085646","Daphnia (Ctenodaphnia) magna",3
"NBNORG0000085649","Daphnia (Daphnia) ambigua",3
"NBNORG0000085651","Daphnia (Daphnia) cucullata",3
"NBNORG0000085652","Daphnia (Daphnia) curvirostris",3
"NBNORG0000085653","Daphnia (Daphnia) galeata",3
"NBNORG0000085654","Daphnia (Daphnia) hyalina",3
"NBNORG0000085655","Daphnia (Daphnia) longispina",3
"NBNORG0000085656","Daphnia (Daphnia) obtusa",3
"NBNORG0000085657","Daphnia (Daphnia) pulex",3
"NBNORG0000085659","Daphnia (Daphnia) rosea",3
"NBNORG0000085677","Diaphanosoma brachyurum",3
"NBNORG0000085684","Drepanothrix dentata",3
"NBNORG0000085713","Eurycercus (Eurycercus) lamellatus",3
"NBNORG0000085715","Eurycercus (Teretifrons) glacialis",3
"NBNORG0000085730","Graptoleberis testudinaria",3
"NBNORG0000085751","Holopedium gibberum",3
"NBNORG0000085753","Ilyocryptus acutifrons",3
"NBNORG0000085754","Ilyocryptus agilis",3
"NBNORG0000085755","Ilyocryptus sordidus",3
"NBNORG0000085763","Kurzia latissima",3
"NBNORG0000085767","Lathonura rectirostris",3
"NBNORG0000085769","Latona setifera",3
"NBNORG0000085773","Leptodora kindtii",3
"NBNORG0000085777","Leydigia acanthocercoides",3
"NBNORG0000085793","Macrothrix hirsuticornis",3
"NBNORG0000085794","Macrothrix laticornis",3
"NBNORG0000085795","Macrothrix rosea",3
"NBNORG0000085804","Megafenestra aurita",3
"NBNORG0000085823","Moina brachiata",3
"NBNORG0000085824","Moina macrocopa",3
"NBNORG0000085827","Monospilus dispar",3
"NBNORG0000085852","Ofryoxus gracilis",3
"NBNORG0000085872","Disparalona rostrata",3
"NBNORG0000085879","Pleuroxus (Peracantha) truncatus",3
"NBNORG0000085881","Pleuroxus (Picripleuroxus) denticulatus",3
"NBNORG0000085882","Pleuroxus (Picripleuroxus) laevis",3
"NBNORG0000085884","Pleuroxus (Pleuroxus) trigonellus",3
"NBNORG0000085885","Pleuroxus (Pleuroxus) uncinatus",3
"NBNORG0000085887","Pleuroxus (Tylopleuroxus) aduncus",3
"NBNORG0000085890","Polyphemus pediculus",3
"NBNORG0000085898","Pseudochydorus globosus",3
"NBNORG0000085911","Scapholeberis mucronata",3
"NBNORG0000085916","Sida crystallina",3
"NBNORG0000085918","Simocephalus exspinosus",3
"NBNORG0000085919","Simocephalus serrulatus",3
"NBNORG0000085920","Simocephalus vetulus",3
"NBNORG0000085929","Streblocerus serricaudatus",3
"NBNORG0000085950","Tretocephala ambigua",3
"NBNORG0000091573","Bosmina (Eubosmina) longispina",3
"NBNORG0000099739","Alona affinis",3
"NBNORG0000099740","Alona costata",3
"NBNORG0000099741","Alona elegans",3
"NBNORG0000099742","Alona guttata",3
"NBNORG0000099743","Coronatella rectangula",3
"NBNORG0000099744","Alona weltneri",3
"NBNORG0000099924","Dunhevedia crassa",3
"NBNORG0000100401","Oxyurella tenuicaudis",3
"NBNORG0000100543","Rhynchotalona falcata",3
"NBNORG0000116070","Daphnia (Daphnia) parvula",3
"NBNORG0000116072","Alona karelica species inquirenda",3
