organism_key,taxon,km100,km10,coord_system
NBNORG0000044125,Gerris paludum,SU,00 01 10 11 20 22 26 30 31 32 36 40 41 42 46 47 49 50 51 53 56 57 58 59 60 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000044125,Gerris paludum,TG,12 14 22 23 30 31 32 40 41 42,OSGB
NBNORG0000044125,Gerris paludum,TR,03 04 05 13 14 15 24 25 34,OSGB
NBNORG0000044125,Gerris paludum,TM,01 02 03 04 06 12 13 14 15 16 18 23 24 25 26 27 34 35 36 37 45 46 47 49 59,OSGB
NBNORG0000044125,Gerris paludum,TQ,00 01 02 03 04 05 06 07 08 09 12 13 14 15 16 17 19 22 23 24 25 27 28 32 33 34 35 42 43 44 45 47 51 52 53 54 55 56 57 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 92 93 94 95 96,OSGB
NBNORG0000044125,Gerris paludum,SY,59 78 79 88 89 98 99,OSGB
NBNORG0000060542,Aquarius najas,SJ,00 01 02 03 04 05 06 07 10 11 12 13 14 15 16 17 20 21 22 23 24 25 26 30 31 40 60 80,OSGB
NBNORG0000060542,Aquarius najas,SK,80 90 91,OSGB
NBNORG0000060542,Aquarius najas,NW,96,OSGB
NBNORG0000060542,Aquarius najas,SO,02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 44 46 47 49 52 56 57 60 67 76 77 78 79 86 87 88 89 97 98 99,OSGB
NBNORG0000060542,Aquarius najas,TL,00 10 11 12 20 21 22 30 31 32 41 42 60 70,OSGB
NBNORG0000060542,Aquarius najas,TQ,01 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 46 47 48 49 57 58 59 65 66 68 69 70 75 76 84 85 92 94 95,OSGB
NBNORG0000060542,Aquarius najas,SW,32 33 42 43 44 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
NBNORG0000060542,Aquarius najas,NX,03 04 05 06 07 13 14 15 16 17 24 25 26 27 28 29 34 35 36 37 38 39 44 45 46 47 48 49 55 56 57 58 59 65 66 67 68 69 74 75 76 77 78 79 84 86 87 88 89 96,OSGB
NBNORG0000060542,Aquarius najas,SH,34 43 44 45 47 49 50 54 55 56 57 60 61 62 63 64 65 66 67 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96,OSGB
NBNORG0000060542,Aquarius najas,NS,30 40 41 50 60,OSGB
NBNORG0000060542,Aquarius najas,SP,06 07 08 09 10 12 13 17 18 20 21 22 23 27 28 30 31 32 33 40 41 42 43 44 50 51 52 60 61 70 80 89 90 91 99,OSGB
NBNORG0000060542,Aquarius najas,SR,99,OSGB
NBNORG0000060542,Aquarius najas,SS,09 10 11 14 19 20 21 22 30 31 32 40 41 42 43 44 50 51 52 53 54 58 60 61 62 63 64 68 70 71 72 73 74 75 77 80 81 82 83 84 88 90 91 92 93 94 97 98 99,OSGB
NBNORG0000060542,Aquarius najas,ST,00 01 02 03 07 09 10 11 13 16 17 18 19 20 21 27 28 29 36 37 38 39 47 48 49 57 58 59 69 98,OSGB
NBNORG0000060542,Aquarius najas,SM,70 72 80 81 82 83 90 91 92 93,OSGB
NBNORG0000060542,Aquarius najas,SN,00 01 03 04 10 11 12 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 54 55 56 57 58 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 83 84 85 86 87 88 89 90 93 94 95 96 97 98 99,OSGB
NBNORG0000060542,Aquarius najas,SZ,08 09 19 28 29 38 39 49 58 59 68 69 79,OSGB
NBNORG0000060542,Aquarius najas,TF,00,OSGB
NBNORG0000060542,Aquarius najas,SX,03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
NBNORG0000060542,Aquarius najas,TR,03 04 05 13 14 15 16 24 25 34 35,OSGB
NBNORG0000060542,Aquarius najas,SU,00 01 02 08 09 10 11 12 13 18 19 20 21 23 24 25 26 28 29 30 31 32 33 34 35 37 39 40 41 42 43 44 45 47 49 50 51 52 53 54 55 56 58 59 60 61 62 63 64 65 66 68 69 70 71 72 73 74 75 76 78 79 81 82 83 84 85 86 87 88 89 91 93 94 95 96 97 98 99,OSGB
NBNORG0000060542,Aquarius najas,SV,80 81 90 91,OSGB
NBNORG0000060542,Aquarius najas,SY,07 08 09 19 29 78 88 89 98 99,OSGB
NBNORG0000060543,Aquarius paludum,ST,90,OSGB
NBNORG0000060543,Aquarius paludum,SP,40 42 43 50 52 55 60 61 62 63 64 70 71 72 73 74 76 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
NBNORG0000060543,Aquarius paludum,SZ,08 09 19 29 38 39 48 49 57 58 59 68 69 79 89,OSGB
NBNORG0000060543,Aquarius paludum,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 31 32 33 34 35 36 37 38 41 42 43 44 45 46 54 60 61 65 70 71 72 80 81 82 83 85 86 91 92 93 94 95 96 97,OSGB
NBNORG0000060543,Aquarius paludum,SU,00 01 10 11 20 22 26 30 31 32 36 40 41 42 46 47 49 50 51 53 56 57 58 59 60 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000060543,Aquarius paludum,TG,12 14 22 23 30 31 32 40 41 42,OSGB
NBNORG0000060543,Aquarius paludum,TR,03 04 05 13 14 15 24 25 34,OSGB
NBNORG0000060543,Aquarius paludum,TM,01 02 03 04 06 12 13 14 15 16 18 23 24 25 26 27 34 35 36 37 45 46 47 49 59,OSGB
NBNORG0000060543,Aquarius paludum,TQ,00 01 02 03 04 05 06 07 08 09 12 13 14 15 16 17 19 22 23 24 25 27 28 32 33 34 35 42 43 44 45 47 51 52 53 54 55 56 57 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 92 93 94 95 96,OSGB
NBNORG0000060543,Aquarius paludum,SY,59 78 79 88 89 98 99,OSGB
NBNORG0000060544,Arctocorisa carinata,NZ,00 01 02 10,OSGB
NBNORG0000060544,Arctocorisa carinata,ND,02 03 04 05 12 14 15 19 24 28 29 33,OSGB
NBNORG0000060544,Arctocorisa carinata,NN,13 15 16 17 18 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 38 39 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 82 83 84 85 87 89 93 97 98,OSGB
NBNORG0000060544,Arctocorisa carinata,HT,93 94,OSGB
NBNORG0000060544,Arctocorisa carinata,NC,00 01 02 03 12 13 14 15 16 21 22 23 24 25 26 27 36 37 45 46 51 55 56 61 62 63 64 65 66 71 72 73 75 80 81 82 83 84 85 92 93 94 95,OSGB
NBNORG0000060544,Arctocorisa carinata,NR,45 50 51 57 63 73 85 93 94 95,OSGB
NBNORG0000060544,Arctocorisa carinata,NS,00 01 04 07 40 49 50 60 61 63 70 72 82 91,OSGB
NBNORG0000060544,Arctocorisa carinata,NG,14 15 23 24 25 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 52 54 55 56 63 64 65 66 70 73 74 75 76 77 78 79 80 83 84 85 86 87 88 89 90 91 92 93 94 95 96 98 99,OSGB
NBNORG0000060544,Arctocorisa carinata,HY,10 34 53 55 60 61 63 75,OSGB
NBNORG0000060544,Arctocorisa carinata,NO,05 07 08 17 18 19 26 27 28 29 37 38 47 48 49 58,OSGB
NBNORG0000060544,Arctocorisa carinata,SC,39,OSGB
NBNORG0000060544,Arctocorisa carinata,NF,80 81 83,OSGB
NBNORG0000060544,Arctocorisa carinata,HP,40 50 51 60 61,OSGB
NBNORG0000060544,Arctocorisa carinata,NB,43 54 90 91,OSGB
NBNORG0000060544,Arctocorisa carinata,NJ,10 20 21 30 31,OSGB
NBNORG0000060544,Arctocorisa carinata,NM,29 38 39 49 59,OSGB
NBNORG0000060544,Arctocorisa carinata,NY,10 11 12 20 21 22 30 31 32 40 41 50 60 63 64 70 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
NBNORG0000060544,Arctocorisa carinata,HZ,16 17 26 27,OSGB
NBNORG0000060544,Arctocorisa carinata,NH,00 01 02 03 04 05 07 08 09 11 17 20 21 28 31 40 41 51 60,OSGB
NBNORG0000060544,Arctocorisa carinata,HU,14 15 16 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 45 46 47 48 49 53 54 55 56 57 58 59 66 67 68 69,OSGB
NBNORG0000060544,Arctocorisa carinata,NX,05 06 09 13 15 16 17 18 25 26 27 28 29 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 68 69 74 77 78 79 84 85 95 96 99,OSGB
NBNORG0000060544,Arctocorisa carinata,SD,19 28 29 39 55 64 65 66 67 68 69 74 75 76 77 78 79 85 86 87 88 89 95 96 97 98 99,OSGB
NBNORG0000060544,Arctocorisa carinata,SE,05 06 07 08 09 16 17 18 19,OSGB
NBNORG0000060545,Arctocorisa germari,ND,01 02 03 04 05 06 07 12 13 14 15 16 17 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 47 48 49,OSGB
NBNORG0000060545,Arctocorisa germari,NH,10 15 20 21 22 23 25 30 31 32 33 34 35 41 42 43 44 45 51 52 53 54 55 56 59 62 63 64 65 66 67 68 69 70 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 91 92 93 94 95 96 98,OSGB
NBNORG0000060545,Arctocorisa germari,NJ,00 02 03 04 05 06 10 12 13 14 15 16 17 20 21 22 23 24 25 26 27 30 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 86 90 91 92 93 94 95 96,OSGB
NBNORG0000060545,Arctocorisa germari,HW,83,OSGB
NBNORG0000060545,Arctocorisa germari,HX,62,OSGB
NBNORG0000060545,Arctocorisa germari,NM,16 19 31,OSGB
NBNORG0000060545,Arctocorisa germari,NN,00 01 10 11 12 18 20 22 28 30 31 40 41 50 51 52 53 55 59 60 61 62 63 69 70 71 72 73 76 79 80 81 82 83 84 86 87 88 90 91 92 93 94 95 97 99,OSGB
NBNORG0000060545,Arctocorisa germari,NO,00 01 02 03 04 05 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99,OSGB
NBNORG0000060545,Arctocorisa germari,NA,64 74 91 92 93,OSGB
NBNORG0000060545,Arctocorisa germari,NB,00 01 03 10 11 12 13 14 20 21 22 23 24 25 31 32 33 34 35 41 42 43 44 45 46 53 54 55 56 90 91,OSGB
NBNORG0000060545,Arctocorisa germari,NR,15 16 24 25 26 27 34 35 36 37 38 39 44 46 47 48 49 50 51 56 57 60 61 62 63 64 65 67 70 72 82 83 92 95,OSGB
NBNORG0000060545,Arctocorisa germari,NU,00 01 02 03 04 05 10 11 12 13 14 21 22 23,OSGB
NBNORG0000060545,Arctocorisa germari,NF,09 19 60 66 67 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 88 89 95 96 97 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,NG,08 09 13 18 19 29 37 49 78 79 89,OSGB
NBNORG0000060545,Arctocorisa germari,NW,95 96 97,OSGB
NBNORG0000060545,Arctocorisa germari,NZ,00 01 02 06 07 08 09 10 11 12 18 19 20 21 30 32 40 41 50 51 53 60 61 70 71 72 80 81 90,OSGB
NBNORG0000060545,Arctocorisa germari,NK,02 03 04 05 06 13 14 15,OSGB
NBNORG0000060545,Arctocorisa germari,NL,57 58 68 69 79,OSGB
NBNORG0000060545,Arctocorisa germari,SC,16 17 26 27 28 36 37 38 39 47 48 49,OSGB
NBNORG0000060545,Arctocorisa germari,SH,12 13 22 23 24 27 28 29 32 33 36 37 38 39 43 44 45 46 47 48 49 51 52 53 54 55 56 57 58 60 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 87 88 90 91 92 93 95 97 98,OSGB
NBNORG0000060545,Arctocorisa germari,SJ,02 03 07 08 16 17 18 21 25 26 27 28 29 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 61 62 63 64 65 66 67 68 69 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
NBNORG0000060545,Arctocorisa germari,NS,01 03 05 06 10 14 15 16 19 20 21 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,NT,00 02 03 04 05 06 07 08 09 13 14 15 16 17 18 19 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 86 87 90 91 92 93 94 95 96,OSGB
NBNORG0000060545,Arctocorisa germari,SO,80 81 90 91 92,OSGB
NBNORG0000060545,Arctocorisa germari,SP,00 01 02 03 10 11 12 13 14 19 20 21 22 23 25 30 31 32 33 40 41 42 43 44 50 51 52 55 56 57 59 60 61 62 63 64 65 66 69 70 73 74 75 76 77 78 80 81 82 83 84 86 87 90 91 92 93 94 95 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,SS,11 14 38 39 43 48 49 58 68 77 78 79 87 88 96,OSGB
NBNORG0000060545,Arctocorisa germari,NX,03 04 05 06 07 08 09 13 14 15 16 17 18 19 24 25 26 27 28 30 33 34 35 36 37 38 39 40 43 44 45 46 47 48 49 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 85 86 87 88 89 90 91 92 93 95 96 97 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,NY,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 57 60 61 62 64 66 69 70 71 72 73 74 75 77 78 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 96 97 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,HP,40 50 51 60 61,OSGB
NBNORG0000060545,Arctocorisa germari,HT,93 94,OSGB
NBNORG0000060545,Arctocorisa germari,SD,08 09 16 17 18 19 20 21 26 27 28 29 30 31 32 33 34 37 39 40 41 42 43 44 45 46 47 48 49 50 51 53 55 58 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,SE,00 01 02 03 04 05 06 07 08 09 10 11 12 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 67 68 69 70 71 72 73 74 75 76 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
NBNORG0000060545,Arctocorisa germari,HU,14 15 16 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 53 54 55 56 57 58 59 66 67 68 69,OSGB
NBNORG0000060545,Arctocorisa germari,HY,10 20 21 22 30 31 32 33 34 40 41 42 43 44 45 50 51 52 53 54 55 60 61 62 63 64 73 74 75,OSGB
