"organism_key","taxon","code"
"NBNORG0000107879","Cymonomus normani",5
"NBNORG0000107880","Monodaeus couchii",3
"NBNORG0000107881","Rochinia rissoana",4
"NBNORG0000108105","Chaceon inglei",4
"NBNORG0000108334","Sarcodictyon roseum",4
"NBNORG0000109617","Lamprothamnium papulosum",2
"NBNORG0000110040","Boccardia",6
"NBNORG0000110741","Lepadogaster candolii",2
"NBNORG0000110941","Caryophyllia (Caryophyllia) smithii",1
"NBNORG0000110942","Caryophyllia (Caryophyllia) inornata",4
"NBNORG0000110979","Flabellum (Ulocyathus) macandrewi",4
"NBNORG0000110989","Anemonactis mazeli",2
"NBNORG0000111017","Actinia prasina",2
"NBNORG0000111449","Guernea (Guernea) coalita",3
"NBNORG0000113878","Paludinella globularis",5
"NBNORG0000114429","Nephasoma (Nephasoma) rimicola",4
"NBNORG0000114724","Mycale (Aegogropila) contarenii",5
"NBNORG0000115126","Thalassiosira tealata",4
"NBNORG0000115191","Pseudolithoderma roscoffense",4
"NBNORG0000115296","Gymnodinium catenatum",3
"NBNORG0000115334","Alexandrium tamarense",3
"NBNORG0000115377","Karenia mikimotoi",3
"NBNORG0000115570","Coscinodiscus wailesii",3
"NBNORG0000115717","Pleurosigma simonsenii",4
"NBNORG0000124101","Bugulina stolonifera",4
"NBNORG0000124104","Crisularia purpurotincta",4
"NBNORG0000124120","Crassostrea gigas",2
"NBNORG0000124199","Amathia gracilis",4
"NBNORG0000124248","Stenula solsbergi",3
"NBNORG0000124267","Ensis leei",3
"NBNORG0000124314","Calvadosia campanulata",2
"NBNORG0000124315","Calvadosia cruxmelitensis",2
"NBNORG0000124392","Vertebrata foetidissima",4
"NBNORG0000124393","Melanothamnus harveyi",4
"NBNORG0000124396","Xiphosiphonia pennata",3
"NBNORG0000125505","Biddulphia sinensis",3
"NBNORG0000125552","Ethmodiscus punctiger",4
"NBNORG0000125760","Centraloecetes striatus",6
"NBNORG0000125789","Desmophyllum pertusum",1
