"tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"NHMSYS0020924615","01","01","1950",,,
"NBNSYS0100003194","01","01","1990",,,
"NHMSYS0020705596","01","01","1950",,,
"NHMSYS0020705595","01","01","1950",,,
"NHMSYS0020705593","01","01","1950",,,
"NHMSYS0020705592","01","01","1950",,,
"NBNSYS0000010554","01","01","1950",,,
"NHMSYS0020442339","01","01","1950",,,
"NHMSYS0020705590","01","01","1950",,,
"NHMSYS0020705589","01","01","1950",,,
"NHMSYS0020442338","01","01","1950",,,
"NHMSYS0020442337","01","01","1950",,,
"NHMSYS0020442336","01","01","1950",,,
"NHMSYS0020705585","01","01","1950",,,
"NBNSYS0100003166","01","01","1950",,,
"NHMSYS0020705583","01","01","1950",,,
"NHMSYS0020442334","01","01","1950",,,
"NHMSYS0020705581","01","01","1950",,,
"NHMSYS0020705580","01","01","1950",,,
"NHMSYS0020442333","01","01","1950",,,
"NHMSYS0020705579","01","01","1950",,,
"NHMSYS0020705577","01","01","1950",,,
"NHMSYS0020705576","01","01","1950",,,
"NHMSYS0020705575","01","01","1950",,,
"NHMSYS0020705574","01","01","1950",,,
"NHMSYS0020705573","01","01","1950",,,
"NHMSYS0020705572","01","01","1950",,,
"NHMSYS0020705571","01","01","1950",,,
"NHMSYS0020705570","01","01","1950",,,
"NHMSYS0020705569","01","01","1950",,,
"NHMSYS0020705568","01","01","1950",,,
"NHMSYS0020705567","01","01","1950",,,
"NHMSYS0020705566","01","01","1950",,,
"NHMSYS0020745857","01","01","2000",,,
"NHMSYS0020705565","01","01","1950",,,
"NHMSYS0020705564","01","01","1950",,,
"NHMSYS0020705563","01","01","1950",,,
"NHMSYS0020705562","01","01","1950",,,
"NHMSYS0020705560","01","01","1950",,,
"NHMSYS0020705558","01","01","1950",,,
"NHMSYS0020705556","01","01","1950",,,
"NHMSYS0020705554","01","01","1950",,,
"NHMSYS0020705552","01","01","1950",,,
"NHMSYS0020705533","01","01","1950",,,
"NHMSYS0020705544","01","01","1950",,,
"NHMSYS0020705543","01","01","1950",,,
"NHMSYS0020705542","01","01","1950",,,
"NHMSYS0020705370","01","01","1950",,,
"NHMSYS0020442329","01","01","1950",,,
"NHMSYS0020705368","01","01","1950",,,
"NBNSYS0100002955","01","01","1950",,,
"NHMSYS0020442325","01","01","1950",,,
"NHMSYS0020705366","01","01","1950",,,
"NHMSYS0020705365","01","01","1950",,,
"NHMSYS0020442324","01","01","1950",,,
"NHMSYS0020705364","01","01","1950",,,
"NHMSYS0020705363","01","01","1950",,,
"NHMSYS0020705362","01","01","1950",,,
"NHMSYS0020705361","01","01","1950",,,
"NHMSYS0020705359","01","01","1950",,,
"NHMSYS0020442323","01","01","1950",,,
"NHMSYS0020442322","01","01","1950",,,
"NHMSYS0020705358","01","01","1950",,,
"NHMSYS0020705357","01","01","1950",,,
"NHMSYS0020705356","01","01","1950",,,
"NHMSYS0020705355","01","01","1950",,,
"NHMSYS0020705354","01","01","1950",,,
"NHMSYS0020705353","01","01","1950",,,
"NHMSYS0020705352","01","01","1950",,,
"NHMSYS0020705351","01","01","1950",,,
"NHMSYS0020442321","01","01","1950",,,
"NHMSYS0020442320","01","01","1950",,,
"NHMSYS0020745852","01","01","2000",,,
"NHMSYS0020705339","01","01","1950",,,
"NBNSYS0000010503","01","01","1950",,,
"NHMSYS0020705337","01","01","1950",,,
"NHMSYS0020705332","01","01","1950",,,
"NHMSYS0020705329","01","01","1950",,,
"NHMSYS0020705330","01","01","1950",,,
"NHMSYS0020705327","01","01","1950",,,
"NHMSYS0020705326","01","01","1950",,,
"NHMSYS0020705324","01","01","1950",,,
"NHMSYS0020745860","01","01","2000",,,
"NHMSYS0020705322","01","01","1950",,,
"NHMSYS0020442318","01","01","1950",,,
"NHMSYS0020705320","01","01","1950",,,
"NHMSYS0020442317","01","01","1950",,,
"NHMSYS0020442316","01","01","1950",,,
"NHMSYS0020705311","01","01","1950",,,
"NHMSYS0020705301","01","01","1950",,,
"NHMSYS0020705299","01","01","1950",,,
"NHMSYS0020705300","01","01","1950",,,
"NHMSYS0020705297","01","01","1950",,,
"NHMSYS0020705295","01","01","1950",,,
"NHMSYS0020705292","01","01","1950",,,
"NHMSYS0020705287","01","01","1950",,,
"NHMSYS0020705286","01","01","1950",,,
"NHMSYS0020705290","01","01","1950",,,
"NHMSYS0020705288","01","01","1950",,,
"NHMSYS0020705285","01","01","1950",,,
"NHMSYS0020705283","01","01","1950",,,
"NHMSYS0020705289","01","01","1950",,,
"NHMSYS0020705284","01","01","1950",,,
"NHMSYS0020705275","01","01","1950",,,
"NHMSYS0020705277","01","01","1950",,,
"NHMSYS0020705276","01","01","1950",,,
"NHMSYS0020705281","01","01","1950",,,
"NHMSYS0020705280","01","01","1950",,,
"NHMSYS0020705279","01","01","1950",,,
"NHMSYS0020705278","01","01","1950",,,
"NHMSYS0020705274","01","01","1950",,,
"NHMSYS0020705273","01","01","1950",,,
"NBNSYS0000010417","01","01","1950",,,
"NHMSYS0020705270","01","01","1950",,,
"NHMSYS0020442305","01","01","1950",,,
"NBNSYS0000010620","01","01","1950",,,
"NHMSYS0020442303","01","01","1950",,,
"NHMSYS0020442302","01","01","1950",,,
"NHMSYS0020705265","01","01","1950",,,
"NHMSYS0020705264","01","01","1950",,,
"NHMSYS0020705263","01","01","1950",,,
"NHMSYS0020442301","01","01","1950",,,
"NHMSYS0020705260","01","01","1950",,,
"NHMSYS0020705258","01","01","1950",,,
"NHMSYS0020442299","01","01","1950",,,
"NBNSYS0100001917","01","01","1950",,,
"NHMSYS0020745850","01","01","2000",,,
"NBNSYS0100001908","01","01","1950",,,
"NHMSYS0020705244","01","01","1950",,,
"NHMSYS0020442295","01","01","1950",,,
"NHMSYS0020442294","01","01","1950",,,
"NHMSYS0020705240","01","01","1950",,,
"NHMSYS0020442293","01","01","1950",,,
"NHMSYS0020705232","01","01","1950",,,
"NHMSYS0020705231","01","01","1950",,,
"NHMSYS0020705229","01","01","1950",,,
"NHMSYS0020705227","01","01","1950",,,
"NHMSYS0020705226","01","01","1950",,,
"NHMSYS0020705224","01","01","1950",,,
"NHMSYS0020705223","01","01","1950",,,
"NHMSYS0020705222","01","01","1950",,,
"NHMSYS0020705221","01","01","1950",,,
"NHMSYS0020705218","01","01","1950",,,
"NHMSYS0020705214","01","01","1950",,,
"NHMSYS0020442289","01","01","1950",,,
"NHMSYS0020705219","01","01","1950",,,
"NHMSYS0020917141","01","01","1950",,,
"NHMSYS0020705217","01","01","1950",,,
"NHMSYS0020705216","01","01","1950",,,
"NHMSYS0020322282","01","01","1950",,,
"NHMSYS0020705213","01","01","1950",,,
"NHMSYS0020322280","01","01","1950",,,
"NHMSYS0020705194","01","01","1950",,,
"NHMSYS0020705193","01","01","1950",,,
"NHMSYS0020917128","01","01","1950",,,
"NHMSYS0020705179","01","01","1950",,,
"NHMSYS0020705191","01","01","1950",,,
"NHMSYS0020705190","01","01","1950",,,
"NHMSYS0020705189","01","01","1950",,,
"NHMSYS0020705188","01","01","1950",,,
"NHMSYS0020705186","01","01","1950",,,
"NHMSYS0020745855","01","01","2000",,,
"NHMSYS0020705185","01","01","1950",,,
"NHMSYS0020705184","01","01","1950",,,
"NHMSYS0020705182","01","01","1950",,,
"NHMSYS0020705177","01","01","1950",,,
"NHMSYS0020442286","01","01","1950",,,
"NHMSYS0020705532","01","01","1950",,,
"NHMSYS0020705647","01","01","1950",,,
"NHMSYS0020745861","01","01","2010",,,
"NHMSYS0020705529","01","01","1950",,,
