"tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"NHMSYS0020705979","01","01","1950",,,
"NHMSYS0020745858","01","01","2000",,,
"NHMSYS0020705977","01","01","1950",,,
"NHMSYS0020705976","01","01","1950",,,
"NHMSYS0020705975","01","01","1950",,,
"NHMSYS0020442476","01","01","1950",,,
"NHMSYS0020705974","01","01","1950",,,
"NHMSYS0020705972","01","01","1950",,,
"NHMSYS0020705971","01","01","1950",,,
"NHMSYS0020705973","01","01","1950",,,
"NHMSYS0020705959","01","01","1950",,,
"NHMSYS0020705968","01","01","1950",,,
"NHMSYS0020442475","01","01","1950",,,
"NHMSYS0020705181","01","01","1950",,,
"NHMSYS0020705334","01","01","1950",,,
"NHMSYS0020705965","01","01","1950",,,
"NHMSYS0020705964","01","01","1950",,,
"NHMSYS0020705960","01","01","1950",,,
"NHMSYS0020705957","01","01","1950",,,
"NHMSYS0020442473","01","01","1950",,,
"NHMSYS0020705646","01","01","1950",,,
"NHMSYS0020705645","01","01","1950",,,
"NHMSYS0020705633","01","01","1950",,,
"NHMSYS0020705932","01","01","1950",,,
"NHMSYS0020705933","01","01","1950",,,
"NHMSYS0020705930","01","01","1950",,,
"NHMSYS0020705926","01","01","1950",,,
"NHMSYS0020745854","01","01","2000",,,
"NHMSYS0020705924","01","01","1950",,,
"NHMSYS0020442470","01","01","1950",,,
"NHMSYS0020442469","01","01","1950",,,
"NHMSYS0020705917","01","01","1950",,,
"NHMSYS0020705916","01","01","1950",,,
"NHMSYS0020705914","01","01","1950",,,
"NHMSYS0020705913","01","01","1950",,,
"NHMSYS0020705912","01","01","1950",,,
"NHMSYS0020442467","01","01","1950",,,
"NHMSYS0020705910","01","01","1950",,,
"NHMSYS0020705906","01","01","1950",,,
"NHMSYS0020705905","01","01","1950",,,
"NHMSYS0020705904","01","01","1950",,,
"NHMSYS0020442466","01","01","1950",,,
"NHMSYS0020705640","01","01","1950",,,
"NHMSYS0020705901","01","01","1950",,,
"NHMSYS0020705896","01","01","1950",,,
"NHMSYS0020705894","01","01","1950",,,
"NHMSYS0020705887","01","01","1950",,,
"NHMSYS0020705885","01","01","1950",,,
"NHMSYS0020442461","01","01","1950",,,
"NHMSYS0020442460","01","01","1950",,,
"NBNSYS0000010768","01","01","1950",,,
"NHMSYS0020442459","01","01","1950",,,
"NHMSYS0020705882","01","01","1950",,,
"NHMSYS0020924687","01","01","1950",,,
"NHMSYS0020705880","01","01","1950",,,
"NHMSYS0020705879","01","01","1950",,,
"NHMSYS0020705878","01","01","1950",,,
"NHMSYS0020705876","01","01","1950",,,
"NHMSYS0020705874","01","01","1950",,,
"NHMSYS0020705791","01","01","1950",,,
"NHMSYS0020705789","01","01","1950",,,
"NHMSYS0020705772","01","01","1950",,,
"NHMSYS0020705867","01","01","1950",,,
"NHMSYS0020924719","01","01","1950",,,
"NHMSYS0020705830","01","01","1950",,,
"NHMSYS0020924663","01","01","1950",,,
"NHMSYS0020442457","01","01","1950",,,
"NHMSYS0020442456","01","01","1950",,,
"NHMSYS0020745853","01","01","1950",,,
"NHMSYS0020705828","01","01","1950",,,
"NHMSYS0020705827","01","01","1950",,,
"NHMSYS0020705826","01","01","1950",,,
"NHMSYS0020442454","01","01","1950",,,
"NHMSYS0020530792","01","01","2008",,,
"NHMSYS0020705641","01","01","1950",,,
"NHMSYS0020705635","01","01","1950",,,
"NHMSYS0020705637","01","01","1950",,,
"NHMSYS0020705632","01","01","1950",,,
"NHMSYS0020705631","01","01","1950",,,
"NHMSYS0020705820","01","01","1950",,,
"NHMSYS0020705215","01","01","1950",,,
"NHMSYS0020705816","01","01","1950",,,
"NHMSYS0020705811","01","01","1950",,,
"NHMSYS0020705771","01","01","1950",,,
"NHMSYS0020442449","01","01","1950",,,
"NHMSYS0020705798","01","01","1950",,,
"NHMSYS0020442448","01","01","1950",,,
"NHMSYS0020705795","01","01","1950",,,
"NHMSYS0020705794","01","01","1950",,,
"NHMSYS0020442446","01","01","1950",,,
"NHMSYS0020705790","01","01","1950",,,
"NBNSYS0100004363","01","01","1950",,,
"NHMSYS0020705782","01","01","1950",,,
"NHMSYS0020927625","01","01","1950",,,
"NHMSYS0020705891","01","01","1950",,,
"NHMSYS0020705890","01","01","1950",,,
"NHMSYS0020705780","01","01","1950",,,
"NHMSYS0020705779","01","01","1950",,,
"NHMSYS0020705778","01","01","1950",,,
"NHMSYS0020705777","01","01","1950",,,
"NHMSYS0020705776","01","01","1950",,,
"NHMSYS0020705775","01","01","1950",,,
"NHMSYS0020442443","01","01","1950",,,
"NHMSYS0020705769","01","01","1950",,,
"NHMSYS0020705962","01","01","1950",,,
"NHMSYS0020442440","01","01","1950",,,
"NHMSYS0020705767","01","01","1950",,,
"NHMSYS0020705766","01","01","1950",,,
"NHMSYS0020705765","01","01","1950",,,
"NHMSYS0020705755","01","01","1950",,,
"NHMSYS0020705753","01","01","1950",,,
"NHMSYS0020705752","01","01","1950",,,
"NHMSYS0020705751","01","01","1950",,,
"NHMSYS0020705749","01","01","1950",,,
"NHMSYS0020705748","01","01","1950",,,
"NHMSYS0020705746","01","01","1950",,,
"NHMSYS0020705743","01","01","1950",,,
"NHMSYS0020705642","01","01","1950",,,
"NHMSYS0020705634","01","01","1950",,,
"NHMSYS0020442437","01","01","1950",,,
"NHMSYS0020705735","01","01","1950",,,
"NHMSYS0020705734","01","01","1950",,,
"NHMSYS0020705732","01","01","1950",,,
"NHMSYS0020924651","01","01","1950",,,
"NHMSYS0020442434","01","01","1950",,,
"NHMSYS0020705727","01","01","1950",,,
"NHMSYS0020705725","01","01","1950",,,
"NHMSYS0020705724","01","01","1950",,,
"NHMSYS0020442433","01","01","1950",,,
"NHMSYS0020705723","01","01","1950",,,
"NHMSYS0020705722","01","01","1950",,,
"NHMSYS0020442432","01","01","1950",,,
"NHMSYS0020705721","01","01","1950",,,
"NHMSYS0020705720","01","01","1950",,,
"NHMSYS0020442430","01","01","1950",,,
"NHMSYS0020705719","01","01","1950",,,
"NHMSYS0020705718","01","01","1950",,,
"NHMSYS0020442429","01","01","1950",,,
"NHMSYS0020442428","01","01","1950",,,
"NHMSYS0020442427","01","01","1950",,,
"NHMSYS0020442426","01","01","1950",,,
"NHMSYS0020924639","01","01","1950",,,
"NHMSYS0020705714","01","01","1950",,,
"NHMSYS0020705713","01","01","1950",,,
"NHMSYS0020442425","01","01","1950",,,
"NHMSYS0020745851","01","01","1950",,,
"NHMSYS0020705712","01","01","1950",,,
"NHMSYS0020705711","01","01","1950",,,
"NHMSYS0020705710","01","01","1950",,,
"NHMSYS0020705709","01","01","1950",,,
"NHMSYS0020442424","01","01","1950",,,
"NHMSYS0020705708","01","01","1950",,,
"NHMSYS0020705707","01","01","1950",,,
"NHMSYS0020705706","01","01","1950",,,
"NHMSYS0020705705","01","01","1950",,,
"NHMSYS0020705696","01","01","1950",,,
"NHMSYS0020705695","01","01","1950",,,
"NHMSYS0020705693","01","01","1950",,,
"NHMSYS0020705691","01","01","1950",,,
"NHMSYS0020442422","01","01","1950",,,
"NHMSYS0020745856","01","01","2000",,,
"NHMSYS0020705689","01","01","1950",,,
"NHMSYS0020442417","01","01","1950",,,
"NHMSYS0020705686","01","01","1950",,,
"NHMSYS0020705684","01","01","1950",,,
"NHMSYS0020705683","01","01","1950",,,
"NHMSYS0020705682","01","01","1950",,,
"NHMSYS0020705681","01","01","1950",,,
"NHMSYS0020705680","01","01","1950",,,
"NHMSYS0020442416","01","01","1950",,,
"NHMSYS0020705679","01","01","1950",,,
"NHMSYS0020442415","01","01","1950",,,
"NHMSYS0020705675","01","01","1950",,,
"NHMSYS0020705672","01","01","1950",,,
"NHMSYS0020705671","01","01","1950",,,
"NHMSYS0020705670","01","01","1950",,,
"NHMSYS0020705669","01","01","1950",,,
"NHMSYS0020705668","01","01","1950",,,
"NHMSYS0020745859","01","01","2000",,,
"NHMSYS0020705667","01","01","1950",,,
"NHMSYS0020705666","01","01","1950",,,
"NHMSYS0020705663","01","01","1950",,,
"NHMSYS0020705662","01","01","1950",,,
"NHMSYS0020705661","01","01","1950",,,
"NHMSYS0020705660","01","01","1950",,,
"NHMSYS0020705659","01","01","1950",,,
"NBNSYS0000010517","01","01","1950",,,
"NHMSYS0020705657","01","01","1950",,,
"NHMSYS0020705656","01","01","1950",,,
"NHMSYS0020442413","01","01","1950",,,
"NHMSYS0020705653","01","01","1950",,,
"NHMSYS0020705649","01","01","1950",,,
"NHMSYS0020705644","01","01","1950",,,
"NHMSYS0020705643","01","01","1950",,,
"NHMSYS0020705638","01","01","1950",,,
"NHMSYS0020705636","01","01","1950",,,
"NHMSYS0020442411","01","01","1950",,,
"NHMSYS0020705629","01","01","1950",,,
"NHMSYS0020705627","01","01","1950",,,
"NHMSYS0020442343","01","01","1950",,,
"NHMSYS0020705619","01","01","1950",,,
"NHMSYS0020705617","01","01","1950",,,
"NHMSYS0020705614","01","01","1950",,,
"NHMSYS0020705612","01","01","1950",,,
"NHMSYS0020705610","01","01","1950",,,
"NHMSYS0020705608","01","01","1950",,,
"NHMSYS0020705606","01","01","1950",,,
"NHMSYS0020705604","01","01","1950",,,
"NHMSYS0020705603","01","01","1950",,,
"NHMSYS0020442341","01","01","1950",,,
