"tvk","start_day","start_month","start_year","end_day","end_month","end_year"
"NHMSYS0020309837","01","01","2006",,,
"NHMSYS0020309836","01","01","2005",,,
"NHMSYS0000583218","01","01","2004",,,
"NHMSYS0020309456","01","01","2000",,,
"NHMSYS0020063202","01","01","2005",,,
